Gene_ID,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17
b1216,7.08E-07,9.79E-07,4.73E-07,2.11E-07,3.71E-07,2.66E-07,5.16E-07,5.16E-07,5.96E-07,3.99E-07,3.42E-07,3.22E-07,4.45E-07,4.55E-07,1.81E-07,3.07E-07,9.12E-07
b3856,2.05E-07,2.87E-07,3.58E-07,1.13E-07,9.52E-08,1.74E-07,1.21E-07,2.15E-07,1.20E-07,1.29E-07,7.97E-08,6.78E-08,2.29E-07,9.16E-08,1.53E-07,9.62E-08,1.37E-07
b2129,1.96E-06,1.18E-06,0,4.60E-07,1.93E-06,1.57E-06,2.77E-06,2.02E-06,1.92E-06,3.96E-06,7.01E-07,2.62E-06,0,0,1.53E-06,1.83E-06,0
b2132,2.61E-06,5.38E-06,4.31E-06,1.93E-06,2.30E-06,2.07E-06,2.48E-06,2.61E-06,1.87E-06,1.67E-06,1.32E-06,9.27E-07,2.28E-06,1.98E-06,1.24E-06,1.93E-06,2.10E-06
b2465,1.25E-05,6.29E-06,8.30E-06,1.60E-05,1.52E-05,1.55E-05,1.53E-05,1.04E-05,1.47E-05,1.55E-05,1.96E-05,2.45E-05,1.09E-05,1.62E-05,2.48E-05,1.41E-05,1.11E-05
b3476,6.97E-08,7.60E-09,1.84E-08,1.23E-08,1.31E-08,9.12E-09,2.71E-08,1.48E-08,2.25E-08,1.47E-08,1.42E-08,1.47E-08,1.84E-08,1.70E-08,3.15E-09,8.05E-09,2.74E-08
b0688,2.23E-05,3.91E-05,3.17E-05,2.23E-05,2.37E-05,2.37E-05,2.50E-05,2.71E-05,2.52E-05,2.59E-05,2.26E-05,2.33E-05,2.09E-05,2.21E-05,1.65E-05,1.92E-05,2.13E-05
b2676,7.09E-07,7.61E-07,5.80E-07,6.29E-07,5.47E-07,4.75E-07,5.82E-07,4.78E-07,4.15E-07,5.00E-07,4.20E-07,4.64E-07,1.20E-06,3.82E-07,3.76E-07,2.97E-07,4.29E-07
b3566,1.56E-06,2.44E-06,2.61E-06,3.14E-06,5.77E-06,2.97E-06,2.30E-06,3.42E-06,2.91E-06,5.94E-06,7.68E-06,8.38E-06,0.000123831,4.62E-06,6.53E-06,3.50E-06,1.71E-06
b3567,1.54E-08,4.59E-08,1.33E-08,3.46E-08,2.39E-08,3.97E-08,2.46E-08,1.28E-08,8.26E-09,2.20E-08,1.28E-08,2.30E-08,8.72E-07,6.84E-09,1.02E-08,9.36E-09,6.86E-09
b3546,1.42E-08,4.20E-08,3.51E-08,5.41E-08,1.65E-07,9.37E-08,1.05E-07,2.24E-07,5.84E-08,8.97E-08,9.44E-08,1.19E-07,5.18E-08,1.84E-07,1.22E-07,7.67E-08,5.18E-08
b3579,1.58E-07,1.44E-07,0,5.98E-08,1.09E-07,6.12E-08,9.91E-08,4.34E-07,3.84E-08,5.23E-07,5.29E-07,3.81E-07,0,0,2.73E-08,1.50E-07,0
b3581,7.60E-07,3.72E-07,0,8.54E-07,6.07E-08,1.13E-06,3.72E-07,7.26E-07,9.53E-07,2.99E-06,2.39E-07,8.29E-07,0,0,4.40E-07,5.17E-07,0
b3620,3.15E-06,6.18E-06,0,9.08E-07,3.21E-06,2.26E-06,4.28E-06,1.55E-06,8.72E-07,9.21E-07,1.14E-06,5.08E-07,0,0,9.05E-07,1.96E-06,0
b2041,1.68E-05,4.15E-05,3.13E-05,9.11E-06,1.05E-05,1.02E-05,1.16E-05,9.01E-06,9.65E-06,6.27E-06,4.47E-06,3.53E-06,1.30E-05,9.55E-06,5.36E-06,1.11E-05,1.48E-05
b2040,1.26E-05,2.92E-05,2.28E-05,8.42E-06,1.04E-05,8.88E-06,9.55E-06,7.90E-06,8.91E-06,7.44E-06,5.24E-06,3.89E-06,1.13E-05,9.06E-06,5.39E-06,1.13E-05,1.16E-05
b0655,8.21E-05,6.08E-05,5.96E-05,7.61E-05,0.000116233,9.20E-05,9.83E-05,9.53E-05,8.15E-05,8.09E-05,7.94E-05,7.01E-05,6.35E-05,0.000100056,8.78E-05,8.60E-05,7.55E-05
b4227,1.65E-06,6.30E-06,4.69E-06,8.80E-06,1.36E-05,8.48E-06,5.57E-06,7.11E-06,7.61E-06,1.61E-05,2.26E-05,3.24E-05,3.00E-06,1.13E-05,4.98E-05,1.20E-05,3.29E-06
b4267,4.55E-06,6.33E-06,0,2.13E-06,2.38E-06,0.000132869,3.07E-06,2.83E-06,2.54E-06,2.50E-06,2.29E-06,2.37E-06,0,0,1.69E-06,1.69E-06,0
b1478,4.36E-07,8.01E-07,5.35E-07,1.16E-06,4.33E-07,3.71E-07,4.33E-07,4.84E-07,4.64E-07,4.36E-07,5.80E-07,4.19E-07,2.11E-07,3.28E-07,1.19E-07,1.50E-07,2.27E-07
b3128,1.49E-07,4.42E-06,2.70E-07,1.69E-07,2.98E-07,1.18E-07,1.41E-07,1.68E-07,1.43E-07,3.09E-07,3.92E-07,6.00E-07,1.18E-07,1.31E-07,1.19E-07,1.48E-07,6.48E-08
b2687,0.000114518,8.82E-05,0.000101106,8.82E-05,8.92E-05,0.000106264,0.000115034,9.34E-05,8.41E-05,6.81E-05,6.45E-05,5.11E-05,0.000131541,0.000110391,0.000103169,8.98E-05,0.000127414
b3397,9.33E-06,9.37E-06,1.06E-05,5.35E-06,7.81E-06,7.91E-06,7.43E-06,9.09E-06,6.68E-06,5.59E-06,4.52E-06,3.45E-06,9.18E-06,8.00E-06,5.78E-06,9.04E-06,8.05E-06
b0352,2.14E-07,2.39E-07,8.92E-08,1.67E-07,1.66E-07,8.18E-08,1.51E-07,9.00E-08,9.94E-08,1.51E-07,9.22E-08,6.12E-08,2.15E-07,2.55E-07,1.32E-07,1.80E-07,2.46E-07
b0355,8.63E-07,3.89E-06,0,6.56E-07,4.33E-07,7.23E-07,7.36E-07,1.63E-07,2.78E-07,1.69E-07,1.23E-07,1.91E-07,0,0,2.95E-07,5.26E-07,0
b1325,1.70E-06,1.02E-06,0,2.35E-06,2.25E-06,3.38E-06,1.60E-06,1.56E-06,2.02E-06,2.31E-06,3.09E-06,2.54E-06,0,0,1.93E-06,1.52E-06,0
b2308,1.73E-06,3.40E-07,3.64E-07,6.83E-07,1.11E-06,1.69E-06,1.29E-06,1.60E-06,1.68E-06,1.94E-06,2.10E-06,2.09E-06,6.58E-07,1.11E-06,6.78E-07,8.90E-07,9.71E-07
b1380,9.40E-06,1.03E-05,6.99E-06,6.06E-06,6.33E-06,7.97E-06,8.60E-06,9.07E-06,1.06E-05,9.43E-06,9.29E-06,9.84E-06,5.78E-06,5.97E-06,4.58E-06,3.81E-06,3.04E-06
b0767,3.01E-05,3.67E-05,4.72E-05,4.85E-05,5.13E-05,3.64E-05,5.57E-05,2.95E-05,5.40E-05,5.07E-05,5.79E-05,5.43E-05,5.02E-05,4.38E-05,7.72E-05,4.08E-05,4.14E-05
b3648,7.26E-06,1.32E-05,1.32E-05,3.23E-06,4.63E-06,4.46E-06,4.84E-06,3.85E-06,4.46E-06,3.37E-06,2.65E-06,2.25E-06,7.17E-06,4.54E-06,4.63E-06,4.58E-06,6.11E-06
b2019,6.69E-05,8.37E-06,7.77E-05,1.67E-05,2.72E-05,2.77E-05,4.68E-05,2.81E-05,3.27E-05,2.74E-05,2.51E-05,1.82E-05,4.62E-05,4.14E-05,2.81E-05,3.30E-05,4.98E-05
b3059,3.96E-09,6.99E-10,5.91E-10,1.45E-08,3.44E-08,2.35E-08,1.08E-07,1.15E-07,1.79E-07,1.81E-07,2.75E-07,3.49E-07,2.55E-08,8.03E-08,3.52E-08,6.36E-08,1.06E-07
b2514,3.13E-05,4.73E-05,4.00E-05,1.63E-05,2.09E-05,2.06E-05,2.21E-05,1.96E-05,1.95E-05,1.59E-05,1.37E-05,1.20E-05,2.70E-05,2.12E-05,1.81E-05,2.13E-05,2.77E-05
b0126,6.06E-05,3.85E-05,4.59E-05,3.53E-05,3.55E-05,4.23E-05,4.27E-05,4.23E-05,3.57E-05,2.57E-05,2.12E-05,1.75E-05,5.71E-05,4.07E-05,3.50E-05,3.83E-05,5.47E-05
b0415,0.000122143,0.000181045,0.000190345,8.43E-05,8.68E-05,9.92E-05,9.30E-05,8.56E-05,8.93E-05,6.39E-05,4.22E-05,3.55E-05,0.000104783,8.37E-05,5.23E-05,9.30E-05,9.36E-05
b0684,0.000143607,0.000202978,0.000201964,9.24E-05,0.000108086,0.000161368,0.000132443,0.00011519,9.44E-05,7.61E-05,6.70E-05,7.46E-05,0.000146652,0.000133966,0.000118742,0.000129399,0.000158323
b3519,1.85E-07,5.70E-08,0,2.14E-09,7.35E-08,5.53E-08,7.75E-08,3.28E-08,2.14E-08,4.86E-08,3.52E-09,8.33E-09,0,0,2.84E-08,2.73E-08,0
b1208,3.09E-06,2.67E-06,3.17E-06,2.63E-06,3.13E-06,2.88E-06,3.66E-06,3.15E-06,2.49E-06,2.13E-06,1.88E-06,1.54E-06,1.32E-06,2.59E-06,1.99E-06,2.82E-06,2.64E-06
b2765,4.69E-06,9.82E-06,3.83E-06,1.27E-06,2.97E-06,3.40E-06,3.51E-06,2.93E-06,2.12E-06,1.51E-06,1.34E-06,9.17E-07,2.72E-06,2.45E-06,2.60E-06,3.33E-06,4.39E-06
b2579,1.49E-05,3.93E-05,2.68E-05,2.10E-05,2.22E-05,2.25E-05,2.36E-05,5.91E-05,1.57E-05,1.63E-05,1.30E-05,1.17E-05,2.94E-05,2.84E-05,1.43E-05,2.08E-05,2.17E-05
b0469,5.09E-05,0.000105907,4.51E-05,1.61E-05,2.12E-05,2.55E-05,2.97E-05,2.20E-05,2.47E-05,1.65E-05,1.15E-05,9.23E-06,3.26E-05,2.29E-05,1.13E-05,2.43E-05,3.19E-05
b4209,1.05E-07,1.16E-06,8.09E-07,1.20E-07,9.66E-08,1.71E-07,6.68E-08,5.59E-08,9.05E-08,9.74E-08,4.47E-08,5.31E-08,3.17E-07,8.37E-08,7.45E-08,5.75E-08,5.23E-08
b2169,5.00E-06,9.80E-06,6.54E-06,2.29E-06,2.98E-06,6.46E-06,4.27E-06,2.25E-06,4.42E-06,3.71E-06,3.41E-06,2.95E-06,5.88E-06,4.39E-06,3.08E-06,2.75E-06,0.000114631
b0662,5.15E-07,7.57E-07,5.80E-07,3.99E-07,4.59E-07,6.41E-07,4.29E-07,3.15E-07,7.08E-07,5.24E-07,5.71E-07,6.29E-07,4.71E-07,4.73E-07,4.78E-07,4.78E-07,5.03E-07
b0805,3.36E-06,6.25E-06,7.99E-06,1.64E-06,1.93E-06,4.05E-06,1.84E-06,1.07E-06,1.82E-06,1.16E-06,8.08E-07,6.30E-07,1.10E-05,1.38E-06,9.93E-07,2.11E-06,2.20E-06
b0829,1.17E-07,3.77E-08,1.27E-07,1.52E-07,1.24E-07,2.03E-07,7.96E-08,1.01E-07,2.29E-07,1.90E-07,1.65E-07,1.41E-07,2.11E-07,1.72E-07,1.09E-07,1.42E-07,2.09E-07
b0831,1.19E-06,4.91E-07,1.09E-06,7.61E-07,8.88E-07,1.06E-06,1.10E-06,1.08E-06,1.50E-06,1.28E-06,9.87E-07,8.29E-07,1.66E-06,1.06E-06,8.70E-07,1.23E-06,1.36E-06
b1246,2.39E-06,1.22E-05,2.16E-05,1.39E-06,2.85E-06,2.80E-06,2.36E-06,2.75E-06,2.96E-06,2.85E-06,2.11E-06,2.25E-06,3.31E-06,1.82E-06,1.38E-06,2.54E-06,2.15E-06
b1390,1.03E-08,3.77E-08,1.28E-08,8.48E-09,9.05E-09,1.07E-08,1.10E-08,3.11E-08,2.47E-08,3.19E-09,2.50E-08,6.14E-08,1.93E-10,3.53E-09,1.56E-10,1.48E-08,2.05E-10
b1398,1.37E-10,8.85E-08,1.85E-10,1.09E-10,1.20E-10,1.25E-10,1.25E-10,1.18E-10,1.29E-10,1.13E-10,9.73E-11,9.02E-11,1.33E-10,1.27E-10,1.03E-10,1.22E-10,1.41E-10
b1519,1.60E-06,4.04E-06,2.29E-06,3.05E-06,3.52E-06,2.16E-06,2.84E-06,1.79E-06,2.65E-06,5.38E-06,5.97E-06,5.83E-06,1.65E-06,1.89E-06,5.01E-06,2.17E-06,1.16E-06
b1746,8.91E-08,1.65E-07,2.15E-07,9.33E-08,2.15E-07,1.12E-07,7.83E-08,5.72E-08,1.39E-07,1.91E-07,2.72E-07,2.42E-07,9.70E-09,1.03E-07,7.08E-08,1.23E-07,1.16E-07
b1981,5.65E-07,8.06E-08,9.44E-08,2.68E-08,2.16E-07,2.45E-07,2.57E-07,1.17E-07,2.45E-07,2.06E-07,2.45E-07,1.14E-07,3.45E-07,2.26E-07,1.76E-07,1.97E-07,2.99E-07
b2028,1.65E-07,7.25E-08,0,9.22E-08,2.50E-08,2.57E-07,8.25E-08,9.36E-08,3.92E-07,3.00E-08,2.06E-06,4.26E-07,0,0,9.26E-08,3.76E-07,0
b2104,5.79E-08,1.80E-06,0,5.35E-08,9.23E-08,1.04E-07,4.58E-08,4.10E-08,3.39E-08,4.21E-08,0,1.11E-08,0,0,1.30E-08,2.78E-08,0
b2883,8.93E-08,6.75E-08,0,2.81E-08,1.16E-07,7.75E-08,1.01E-07,1.69E-08,5.94E-08,1.48E-07,3.61E-08,3.47E-08,0,0,5.70E-08,4.10E-08,0
b2690,2.65E-06,5.74E-06,4.41E-06,8.72E-07,1.96E-06,1.22E-06,1.14E-06,1.86E-06,5.40E-07,3.37E-07,1.37E-07,1.68E-07,3.91E-07,4.34E-07,2.33E-07,2.77E-07,3.07E-07
b1683,4.42E-06,3.73E-06,4.55E-06,3.57E-06,5.72E-06,5.78E-06,4.24E-06,4.53E-06,3.75E-06,5.96E-06,5.85E-06,3.69E-06,9.01E-06,5.14E-06,7.35E-06,4.10E-06,5.17E-06
b1640,8.95E-07,1.01E-06,6.64E-07,9.81E-07,1.10E-06,1.30E-06,1.40E-06,1.18E-06,1.14E-06,1.06E-06,1.13E-06,1.14E-06,1.30E-06,1.05E-06,8.95E-07,1.05E-06,1.19E-06
b0351,4.25E-06,3.32E-06,0,1.28E-06,1.78E-06,2.25E-06,1.60E-06,1.36E-06,2.69E-06,3.14E-06,1.47E-06,1.36E-06,0,0,9.49E-07,2.26E-06,0
b0350,1.21E-07,2.12E-07,0,5.65E-08,4.05E-07,1.71E-07,3.42E-08,6.45E-08,7.69E-08,5.44E-06,3.29E-08,2.27E-07,0,0,8.94E-08,8.98E-08,0
b2253,2.50E-07,2.21E-07,1.63E-07,2.23E-07,3.10E-07,2.26E-07,3.00E-07,2.06E-07,1.90E-07,2.05E-07,1.62E-07,1.87E-07,1.54E-07,2.24E-07,1.70E-07,1.44E-07,1.64E-07
b1247,9.47E-07,7.37E-06,1.33E-05,3.53E-07,1.20E-06,1.18E-06,8.75E-07,9.93E-07,1.60E-06,1.32E-06,1.16E-06,8.75E-07,1.07E-06,5.65E-07,5.84E-07,1.15E-06,1.07E-06
b1588,6.82E-11,1.06E-10,9.24E-11,5.48E-11,6.05E-11,1.87E-09,6.18E-11,5.88E-11,6.48E-11,5.61E-11,8.47E-10,4.48E-11,1.57E-09,6.33E-11,5.37E-10,6.09E-11,7.14E-11
b2867,1.50E-07,2.02E-08,0,1.54E-08,1.48E-07,8.44E-08,4.31E-08,5.77E-08,1.04E-07,2.56E-07,1.15E-06,4.09E-08,0,0,3.43E-08,8.25E-08,0
b2901,6.13E-06,8.05E-06,8.73E-06,4.59E-06,5.86E-06,6.53E-06,6.13E-06,6.64E-06,4.57E-06,3.80E-06,3.54E-06,3.04E-06,6.27E-06,4.63E-06,4.92E-06,4.79E-06,5.13E-06
b3001,2.78E-06,6.55E-06,3.89E-06,1.38E-05,1.01E-05,6.29E-06,5.52E-06,9.36E-06,8.64E-06,1.04E-05,1.03E-05,1.32E-05,3.89E-06,7.91E-06,9.59E-06,9.46E-06,4.23E-06
b0365,8.59E-08,2.81E-08,9.17E-08,5.17E-08,7.04E-08,8.30E-08,1.05E-07,1.10E-07,8.12E-08,4.44E-08,6.95E-08,7.86E-08,8.65E-08,5.73E-08,5.43E-08,6.37E-08,1.12E-07
b0261,2.51E-06,7.52E-07,4.91E-07,1.44E-06,1.29E-06,1.40E-06,1.48E-06,1.38E-06,1.14E-06,9.91E-07,1.12E-06,1.26E-06,1.53E-06,1.54E-06,1.63E-06,1.03E-06,1.78E-06
b3560,2.76E-05,6.10E-05,4.17E-05,1.52E-05,1.99E-05,2.18E-05,2.02E-05,1.90E-05,2.02E-05,1.64E-05,1.36E-05,1.16E-05,2.49E-05,2.02E-05,1.76E-05,2.38E-05,2.67E-05
b4014,7.29E-05,4.02E-05,5.56E-05,0.000337111,0.000192635,0.00018101,0.000138,7.81E-05,0.000190974,0.0002574,0.000280649,0.000265703,8.40E-05,0.000210902,0.000270685,0.000149624,8.04E-05
b3804,1.96E-07,3.03E-07,2.20E-07,2.22E-07,2.85E-07,2.65E-07,2.23E-07,2.77E-07,1.67E-07,2.25E-07,2.29E-07,2.32E-07,1.56E-07,1.76E-07,2.32E-07,2.29E-07,2.07E-07
b3600,1.20E-05,2.42E-05,2.38E-05,1.61E-05,1.66E-05,1.54E-05,1.67E-05,9.37E-06,1.27E-05,1.19E-05,1.13E-05,1.46E-05,1.31E-05,1.50E-05,1.72E-05,1.42E-05,1.22E-05
b0765,1.07E-07,2.01E-07,1.22E-07,1.07E-07,1.15E-07,1.57E-07,1.31E-07,2.54E-07,5.56E-07,3.58E-06,4.38E-06,4.63E-06,8.47E-08,1.53E-07,1.15E-07,9.24E-08,8.40E-08
b1521,3.87E-08,5.15E-07,1.95E-07,4.09E-08,1.03E-07,7.12E-08,7.14E-08,1.83E-07,6.15E-08,8.22E-08,9.83E-08,6.47E-08,5.44E-09,5.06E-08,2.63E-08,2.67E-08,1.16E-08
b1524,7.62E-08,1.49E-07,0,1.11E-08,6.66E-08,1.68E-08,5.56E-09,0,2.10E-08,6.60E-09,0,1.98E-10,0,0,0,4.78E-09,0
b4395,6.08E-06,9.99E-06,9.94E-06,5.08E-06,7.20E-06,5.95E-06,5.99E-06,6.28E-06,5.53E-06,5.03E-06,4.29E-06,3.48E-06,7.24E-06,7.45E-06,5.24E-06,9.20E-06,7.78E-06
b2464,2.40E-05,1.58E-05,1.85E-05,2.20E-05,2.12E-05,2.46E-05,2.27E-05,1.41E-05,1.60E-05,1.77E-05,2.52E-05,3.12E-05,1.98E-05,2.16E-05,4.30E-05,1.84E-05,1.64E-05
b3092,2.37E-06,5.90E-06,3.11E-06,2.78E-06,3.82E-06,4.10E-06,3.80E-06,2.99E-06,3.56E-06,3.36E-06,3.80E-06,3.56E-06,2.65E-06,3.86E-06,3.15E-06,2.93E-06,5.36E-06
b3366,1.63E-07,4.74E-07,2.21E-07,7.92E-08,1.69E-08,5.21E-08,6.52E-08,7.79E-08,1.17E-07,4.69E-08,7.62E-08,4.81E-08,1.54E-07,2.55E-08,7.99E-08,1.49E-07,2.67E-08
b0336,3.51E-06,5.09E-07,6.17E-07,9.66E-07,3.16E-06,3.16E-06,2.98E-06,2.64E-06,4.91E-06,2.36E-06,1.03E-06,6.54E-07,3.35E-06,2.48E-06,1.48E-06,5.85E-06,5.71E-06
b0652,1.37E-06,1.09E-06,1.43E-06,8.07E-07,1.79E-06,1.68E-06,1.64E-06,1.70E-06,1.55E-06,1.68E-06,1.60E-06,1.38E-06,1.55E-06,1.92E-06,1.27E-06,1.74E-06,1.89E-06
b1092,5.62E-05,0.000108715,9.02E-05,3.37E-05,3.71E-05,3.71E-05,3.80E-05,3.80E-05,2.84E-05,2.40E-05,2.24E-05,2.04E-05,3.18E-05,3.71E-05,1.89E-05,3.58E-05,3.80E-05
b3503,3.39E-08,3.74E-08,2.58E-09,1.31E-08,3.00E-08,8.97E-09,2.50E-07,1.68E-07,1.86E-07,1.65E-07,5.36E-08,3.70E-08,9.35E-08,2.00E-07,3.56E-08,2.09E-09,1.30E-07
b1064,4.44E-05,2.40E-05,2.75E-05,3.17E-05,3.92E-05,4.93E-05,3.32E-05,3.82E-05,3.06E-05,2.45E-05,2.23E-05,1.39E-05,4.48E-05,4.73E-05,4.61E-05,4.40E-05,3.98E-05
b2423,6.52E-07,1.45E-07,3.20E-07,4.40E-07,7.42E-07,5.69E-07,6.95E-07,7.42E-07,9.02E-07,5.35E-07,3.45E-07,1.51E-07,6.40E-07,4.98E-07,3.51E-07,7.82E-07,1.17E-06
b0592,1.27E-06,5.61E-07,1.32E-06,1.16E-06,1.03E-06,1.05E-06,1.14E-06,1.45E-06,1.12E-06,7.56E-07,6.42E-07,5.96E-07,1.32E-06,7.30E-07,5.20E-07,7.74E-07,9.96E-07
b0811,0.000112317,9.32E-05,0.000159086,0.000112686,0.000218743,0.000175657,0.000176393,0.000229422,0.000178603,0.000202539,0.00017087,0.000158349,8.65E-05,0.000241943,0.000178971,0.000238997,0.00013073
b0810,5.67E-07,7.23E-07,1.05E-06,6.25E-07,1.17E-06,1.32E-06,9.78E-07,1.49E-06,2.23E-06,2.32E-06,1.66E-06,1.43E-06,7.36E-07,1.16E-06,6.62E-07,1.09E-06,1.22E-06
b2587,2.07E-06,3.85E-06,3.51E-06,1.86E-06,2.40E-06,5.08E-06,1.54E-06,2.26E-06,5.47E-06,5.94E-06,6.91E-06,6.89E-06,4.00E-06,2.60E-06,2.43E-06,2.23E-06,2.17E-06
b0751,9.94E-07,4.56E-07,1.08E-06,4.97E-07,4.53E-07,8.01E-07,5.86E-07,7.16E-07,1.02E-06,8.42E-07,1.01E-06,9.31E-07,6.53E-07,7.72E-07,5.97E-07,5.08E-07,8.64E-07
b3568,1.06E-09,3.59E-10,2.95E-09,1.85E-10,2.06E-10,2.14E-10,6.34E-08,1.88E-08,2.19E-10,4.22E-10,1.67E-10,6.15E-09,1.73E-06,1.14E-07,1.91E-08,3.27E-07,2.22E-07
b3290,7.06E-07,2.27E-06,9.50E-07,8.41E-07,7.21E-07,8.59E-07,7.23E-07,6.04E-07,1.12E-06,1.12E-06,1.39E-06,1.40E-06,4.61E-07,5.05E-07,4.53E-07,4.23E-07,5.37E-07
b2095,2.34E-05,0.000204629,8.20E-05,0.000195279,9.16E-05,0.00010922,4.80E-05,0.000104546,6.31E-05,6.74E-05,4.40E-05,4.19E-05,4.25E-05,6.03E-05,0.000116445,9.65E-05,7.25E-05
b3132,9.71E-08,1.51E-07,0,1.17E-08,3.44E-07,4.62E-08,1.07E-07,4.16E-08,5.75E-08,1.33E-07,5.43E-08,1.16E-08,0,0,1.95E-08,8.02E-08,0
b3958,2.84E-05,3.84E-06,4.07E-06,1.38E-05,1.55E-05,1.60E-05,2.06E-05,1.78E-05,1.90E-05,1.05E-05,1.03E-05,9.80E-06,2.61E-05,1.53E-05,1.35E-05,1.74E-05,2.61E-05
b1876,1.56E-05,2.41E-05,1.81E-05,7.38E-06,9.69E-06,1.06E-05,1.08E-05,9.62E-06,9.11E-06,7.68E-06,5.74E-06,5.49E-06,1.19E-05,1.00E-05,8.90E-06,1.08E-05,1.37E-05
b0777,1.02E-07,1.94E-08,0,6.06E-08,1.53E-08,2.22E-07,2.44E-07,1.70E-07,1.59E-08,7.93E-08,9.60E-09,2.38E-09,0,0,5.38E-08,1.72E-07,0
b4006,4.52E-05,1.48E-05,4.50E-05,1.89E-05,3.54E-05,3.53E-05,3.95E-05,4.30E-05,3.75E-05,2.11E-05,1.68E-05,1.38E-05,4.16E-05,3.09E-05,2.27E-05,3.63E-05,4.68E-05
b3416,1.07E-06,1.39E-06,1.09E-06,4.86E-07,7.97E-07,9.55E-07,1.02E-06,7.19E-07,1.68E-06,1.39E-06,1.23E-06,7.50E-07,5.13E-07,1.24E-06,7.13E-07,6.95E-07,1.29E-06
b2424,4.30E-06,1.77E-06,2.23E-06,3.80E-06,4.59E-06,3.26E-06,4.73E-06,4.50E-06,6.61E-06,4.16E-06,2.82E-06,2.31E-06,3.02E-06,4.76E-06,2.37E-06,3.03E-06,5.59E-06
b2965,1.42E-06,9.78E-07,1.25E-06,5.66E-07,1.04E-06,8.62E-07,1.54E-06,1.70E-06,7.49E-07,6.05E-07,4.63E-07,4.52E-07,1.10E-06,7.06E-07,5.57E-07,7.62E-07,1.03E-06
b0404,3.63E-07,8.46E-07,0,1.31E-07,6.54E-07,6.24E-07,4.93E-07,2.34E-07,1.78E-07,2.73E-07,2.49E-06,7.76E-08,0,0,3.05E-07,3.34E-07,0
b4169,2.54E-07,1.88E-07,1.65E-07,9.74E-08,9.76E-08,1.11E-07,1.44E-07,1.70E-07,9.03E-08,6.78E-08,6.95E-08,4.15E-08,1.43E-07,1.25E-07,8.62E-08,9.32E-08,1.81E-07
b1927,1.80E-06,1.29E-06,1.82E-06,1.87E-06,2.39E-06,2.01E-06,3.04E-06,1.65E-06,1.86E-06,1.80E-06,1.59E-06,1.43E-06,2.79E-06,3.08E-06,2.76E-06,2.60E-06,2.70E-06
b3625,7.07E-08,2.94E-07,3.15E-07,4.52E-08,5.40E-08,9.44E-08,1.10E-07,1.03E-07,1.02E-07,6.49E-08,7.77E-08,7.51E-08,1.07E-07,7.69E-08,1.05E-07,5.98E-08,1.22E-07
b3790,4.80E-07,5.09E-07,0,8.60E-08,3.19E-07,2.15E-07,1.68E-07,6.74E-08,1.56E-07,7.98E-08,2.72E-08,5.79E-08,0,0,1.74E-08,9.67E-08,0
b3794,4.91E-07,9.72E-07,0,2.21E-07,2.36E-07,3.62E-07,3.08E-07,1.25E-07,2.87E-07,9.03E-08,1.17E-07,8.10E-08,0,0,1.36E-07,2.68E-07,0
b0863,3.20E-05,4.61E-05,8.11E-05,3.68E-05,4.57E-05,4.09E-05,4.20E-05,3.45E-05,4.24E-05,4.02E-05,3.57E-05,3.17E-05,2.36E-05,3.25E-05,3.05E-05,3.55E-05,2.76E-05
b3693,1.98E-07,9.06E-08,0,1.27E-07,1.65E-08,1.50E-07,1.15E-07,2.78E-07,1.30E-07,3.41E-07,4.60E-08,1.24E-07,0,0,5.84E-07,1.12E-07,0
b2131,1.96E-06,1.26E-06,1.62E-06,1.59E-06,2.57E-06,2.64E-06,2.26E-06,1.77E-06,1.66E-06,2.17E-06,2.63E-06,2.70E-06,2.06E-06,3.65E-06,4.73E-06,3.10E-06,2.34E-06
b2210,2.43E-06,4.24E-06,1.48E-06,7.76E-07,2.16E-07,3.09E-07,1.99E-07,3.69E-06,1.70E-07,1.68E-07,2.29E-07,1.48E-07,5.05E-06,2.29E-07,4.64E-07,4.79E-07,2.18E-06
b1991,1.38E-06,1.14E-06,1.50E-06,1.03E-06,1.06E-06,1.06E-06,1.31E-06,1.28E-06,1.03E-06,9.99E-07,5.82E-07,5.06E-07,9.83E-07,7.20E-07,3.49E-07,5.41E-07,6.44E-07
b2034,1.31E-05,3.37E-05,2.14E-05,6.31E-06,8.03E-06,9.33E-06,9.36E-06,9.33E-06,1.08E-05,8.51E-06,6.31E-06,4.40E-06,1.12E-05,9.76E-06,5.83E-06,9.41E-06,1.25E-05
b2033,6.84E-07,2.74E-06,2.44E-06,2.00E-06,2.40E-06,2.55E-06,1.17E-06,1.67E-06,1.74E-06,3.05E-06,2.48E-06,2.62E-06,1.31E-06,2.03E-06,1.95E-06,2.31E-06,1.20E-06
b4323,3.23E-07,3.03E-06,1.34E-06,5.16E-07,7.98E-07,6.82E-07,6.69E-07,4.80E-07,5.46E-07,8.09E-07,9.15E-07,6.22E-07,2.69E-07,1.47E-06,7.49E-07,7.87E-07,4.50E-07
b4268,2.45E-07,3.80E-07,0,9.39E-08,2.70E-07,2.86E-05,1.98E-07,3.02E-07,1.36E-07,7.34E-07,2.82E-07,1.14E-07,0,0,8.68E-08,1.93E-07,0
