Gene,kdeg_x,kdeg_y,vsyn_x,vsyn_y
YDR539W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR231C,0.139091095,0.053063533,1.18E-05,3.11E-05
YKR009C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJR025C,0.1424433,0.037067269,1.18E-05,3.11E-05
YER175C,0.310040533,0.102051249,1.18E-05,3.11E-05
YCL018W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR087C,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR044C,0.261797608,0.060337311,1.18E-05,3.11E-05
YLR134W,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR176W,0.364280634,0.070598733,2.61E-07,1.12E-06
YDL080C,0.310040533,0.102051249,1.18E-05,3.11E-05
YNR033W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR289W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR019W,0.125491845,0.07488306,1.30E-06,2.95E-06
YCR053W,0.384831991,0.067408212,1.38E-05,3.83E-05
YLR410W,0.348409802,0.060104278,2.21E-07,6.32E-07
YOR163W,0.272502381,0.099725587,1.05E-07,2.22E-07
YDR017C,0.335930908,0.11849642,4.58E-08,2.09E-08
YLR017W,0.524941524,0.084418423,8.43E-08,1.23E-07
YER037W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGL224C,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR155C,0.177174694,0.056530697,1.70E-07,1.85E-07
YGR061C,0.264344713,0.075006196,1.18E-05,3.11E-05
YGL125W,0.323458803,0.073103081,1.50E-07,6.42E-07
YPL023C,0.273030641,0.100250324,2.85E-07,6.76E-07
YDR232W,0.476150654,0.079877715,2.29E-07,7.30E-07
YER183C,0.310040533,0.102051249,1.18E-05,3.11E-05
YER091C,0.313961895,0.092275404,1.18E-05,3.11E-05
YJR024C,0.380320729,0.093415231,9.92E-08,2.28E-07
YPR118W,0.431465734,0.072034451,1.18E-05,3.11E-05
YIL107C,0.310040533,0.102051249,1.18E-05,3.11E-05
YOL136C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR248W,0.310040533,0.102051249,1.18E-05,3.11E-05
YHR163W,0.284185881,0.064179641,2.80E-06,8.60E-06
YLR355C,0.42242832,0.057698556,2.11E-05,5.42E-05
YKL192C,0.241657953,0.06133324,1.27E-06,2.44E-06
YIL160C,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL028W,0.294885261,0.057866956,7.73E-06,1.64E-05
YMR207C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDL141W,0.310040533,0.102051249,1.18E-05,3.11E-05
YNR016C,0.310040533,0.102051249,1.18E-05,3.11E-05
YBL015W,0.159257037,0.073101924,1.26E-05,2.14E-05
YAL054C,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR153C,0.254543272,0.079384753,1.18E-05,3.11E-05
YER069W,0.241303322,0.015635235,2.39E-06,8.47E-06
YBR093C,0.310040533,0.102051249,1.18E-05,3.11E-05
YAR071W,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR092C,0.310040533,0.102051249,1.18E-05,3.11E-05
YHR215W,0.310040533,0.102051249,1.18E-05,3.11E-05
YPR002W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOL140W,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL148C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGL205W,0.310040533,0.102051249,1.18E-05,3.11E-05
YCR048W,0.310040533,0.102051249,1.18E-05,3.11E-05
YNR019W,0.266761554,0.055081013,1.18E-05,3.11E-05
YJL091C,0.310040533,0.102051249,1.18E-05,3.11E-05
YNL141W,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR441C,0.310040533,0.102051249,1.18E-05,3.11E-05
YML022W,0.564945467,0.082312544,1.70E-07,1.14E-06
YJR105W,0.449895707,0.085771243,1.71E-06,3.74E-06
YML035C,0.324804122,0.077442554,1.36E-07,7.65E-07
YER043C,0.444694264,0.085799654,8.61E-05,0.000301844
YOL052C,0.439614403,0.061138215,1.26E-07,4.00E-07
YNR058W,0.310040533,0.102051249,1.18E-05,3.11E-05
YJL005W,0.215642464,0.073203879,3.02E-08,1.92E-07
YDL166C,0.423840278,0.077107117,8.56E-08,1.93E-07
YDR226W,0.27042003,0.05695755,1.98E-05,4.87E-05
YER170W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR359W,0.183111833,0.087178817,4.56E-06,2.13E-05
YNL220W,0.187128078,0.046723774,2.84E-06,8.74E-06
YKL001C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR247W,0.310040533,0.102051249,1.18E-05,3.11E-05
YFL030W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR335C,0.467637303,0.073249482,3.07E-06,7.93E-06
YGR177C,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR377W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR303C,0.186958455,0.081338548,9.01E-05,0.000218429
YDR368W,0.203952693,0.051587192,1.91E-06,5.45E-06
YHR104W,0.154884697,0.038552491,2.21E-06,6.63E-06
YGL256W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR083W,0.238860523,0.100011656,2.40E-05,0.000114285
YBR145W,0.237821229,0.034651035,1.94E-05,3.88E-05
YDL168W,0.417355736,0.058654498,9.62E-07,3.08E-06
YOL086C,0.331391298,0.112874114,0.000121028,0.000467416
YCR105W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR318C,0.486006847,0.09791762,4.16E-06,7.61E-06
YMR110C,0.139073495,0.066622823,6.54E-06,3.72E-06
YMR169C,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR170C,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL061W,0.420248942,0.174816439,5.15E-05,0.000161867
YOR374W,0.219836327,0.212481115,0.000197867,0.000388569
YER073W,0.475641249,0.05623205,4.28E-05,9.78E-05
YDR481C,0.21929151,0.078367204,1.73E-06,8.95E-06
YIR029W,0.310040533,0.102051249,1.18E-05,3.11E-05
YIR027C,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR208C,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR199W,0.408160411,0.31010813,8.70E-08,1.82E-07
YBR205W,0.289541643,0.097536561,1.83E-06,2.48E-06
YDR483W,0.434210666,0.183627794,4.83E-08,9.32E-08
YJL139C,0.310040533,0.102051249,1.18E-05,3.11E-05
YKR061W,0.310040533,0.102051249,1.18E-05,3.11E-05
YNL029C,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR099W,0.388818792,0.22515627,1.34E-07,4.23E-07
YPL053C,0.855957092,0.300092165,6.20E-08,1.66E-07
YPR026W,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR001C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR001C,0.167435844,0.073447351,1.18E-05,3.11E-05
YBR126C,0.151086152,0.076786531,2.43E-06,1.20E-05
YDR074W,0.108469986,0.071378616,6.43E-07,1.51E-06
YML100W,0.080606441,0.064747192,4.42E-07,1.31E-06
YMR261C,0.199251827,0.070586288,3.53E-07,8.46E-07
YBR299W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR287C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR292W,0.310040533,0.102051249,1.18E-05,3.11E-05
YIL172C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJL216C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJL221C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR242W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR293C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR354W,0.329762458,0.048439481,1.32E-06,3.65E-06
YER090W,0.378014947,0.065757999,3.67E-07,9.84E-07
YKL211C,0.332381435,0.051426365,8.02E-07,3.78E-06
YDR305C,0.265456518,0.074111226,1.41E-07,4.03E-07
YPL111W,0.298078068,0.070921117,2.69E-07,1.35E-06
YHR018C,0.245827321,0.027846418,5.23E-06,8.16E-06
YOL058W,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR341C,0.449963324,0.066493722,3.36E-06,1.01E-05
YHR091C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR124W,0.391288724,0.065777157,1.57E-06,6.29E-06
YPR145W,0.297077757,0.036300254,7.22E-06,1.10E-06
YHR019C,0.406947632,0.06340447,2.64E-06,8.05E-06
YCR024C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJL130C,0.495815495,0.088342286,3.68E-06,8.27E-06
YER052C,0.375881777,0.042588459,1.50E-06,9.07E-06
YLR027C,0.257341195,0.05454798,2.35E-06,1.11E-05
YKL106W,0.219210919,0.070934224,2.73E-07,1.03E-06
YDR158W,0.286683202,0.040070781,3.94E-05,5.51E-05
YLL018C,0.341038493,0.063730991,1.18E-05,3.11E-05
YPL104W,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR530C,0.310040533,0.102051249,1.18E-05,3.11E-05
YCL050C,0.303590127,0.046004906,1.18E-05,3.11E-05
YER055C,0.29456536,0.04064178,8.40E-06,9.89E-06
Q0080,0.310040533,0.102051249,1.18E-05,3.11E-05
Q0085,0.310040533,0.102051249,1.18E-05,3.11E-05
Q0130,0.310040533,0.102051249,1.18E-05,3.11E-05
YBL099W,0.233349767,0.080404202,1.18E-05,3.11E-05
YBR039W,0.234219805,0.085837597,4.58E-06,1.08E-05
YDL004W,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR298C,0.262197958,0.095631279,2.29E-05,7.40E-05
YDR322C-A,0.294000391,0.102006539,5.29E-09,1.65E-08
YDR377W,0.25827323,0.11119092,6.63E-06,2.83E-05
YJR121W,0.234734067,0.081508437,2.26E-05,6.65E-05
YKL016C,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR295C,0.310040533,0.102051249,1.18E-05,3.11E-05
YML081C-A,0.269750181,0.156656423,1.18E-05,3.11E-05
YPL078C,0.257856329,0.115443546,1.39E-05,7.10E-05
YPL271W,0.256489384,0.111223071,6.48E-09,2.99E-08
YPR020W,0.269550651,0.100569947,1.39E-05,4.99E-05
YCL005W-A,0.310040533,0.102051249,1.18E-05,3.11E-05
YJL180C,0.253024611,0.107633121,1.18E-05,3.11E-05
YLR393W,0.2724695,0.10180482,1.11E-08,2.57E-08
YNL315C,0.250865712,0.085225773,7.24E-07,2.46E-06
YOL077W-A,0.310040533,0.102051249,1.18E-05,3.11E-05
YCR024C-A,0.310040533,0.102051249,1.18E-05,3.11E-05
YEL017C-A,0.310040533,0.102051249,1.18E-05,3.11E-05
YGL008C,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL036W,0.310040533,0.102051249,1.18E-05,3.11E-05
YER005W,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR110W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR286C,0.185320188,0.077892576,1.49E-07,5.27E-07
YNL280C,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR015C,0.613932966,0.328339425,6.53E-07,1.94E-06
YGL001C,0.297378022,0.057510417,1.18E-05,3.11E-05
YLR100W,0.293659513,0.051527559,7.71E-07,3.25E-06
YGR060W,0.684082647,0.25461953,2.32E-07,1.43E-06
YLR056W,0.563970868,0.322610412,6.22E-07,1.74E-06
YMR202W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGL012W,0.320234488,0.05767388,3.00E-08,1.03E-07
YDL090C,0.206640034,0.098904615,2.30E-07,6.76E-07
YKL019W,0.52268834,0.072216078,1.71E-08,6.04E-08
YJR109C,0.639291187,0.032697719,3.99E-06,9.81E-06
YOR303W,1.037848277,0.161793925,1.18E-05,3.11E-05
YAR035W,0.310040533,0.102051249,1.18E-05,3.11E-05
YER024W,0.310040533,0.102051249,1.18E-05,3.11E-05
YML042W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR088W,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR256C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR297W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR272C,0.310040533,0.102051249,1.18E-05,3.11E-05
YHL003C,0.258479754,0.046573927,1.42E-08,5.80E-08
YMR298W,0.145784311,0.069800059,1.25E-07,7.02E-07
YKL008C,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR307W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR308W,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR023C,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR038W,0.310040533,0.102051249,1.18E-05,3.11E-05
YNL192W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR133W,0.226377928,0.064454405,4.62E-07,7.30E-07
YGR202C,0.256699094,0.076462451,8.28E-08,4.56E-07
YPR060C,0.45228491,0.054813006,1.18E-05,3.11E-05
YGL148W,0.426880126,0.059015509,1.18E-05,3.11E-05
YLR304C,0.207284224,0.038347989,5.41E-06,3.11E-05
YBR002C,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR101C,0.310040533,0.102051249,1.18E-05,3.11E-05
YNR001C,0.14911146,0.078781828,9.09E-06,4.53E-05
YCR005C,0.197828786,0.494252896,1.18E-05,3.11E-05
YDR044W,0.249841608,0.057404587,1.18E-05,3.11E-05
YBL039C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJR103W,0.173417513,0.069378095,1.16E-06,3.79E-06
YFR055W,0.310040533,0.102051249,1.18E-05,3.11E-05
YGL184C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR155W,0.432046125,0.067452227,1.82E-05,3.12E-05
YAL012W,0.392940951,0.056393363,8.52E-06,9.58E-06
YJR130C,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR303W,0.263527552,0.020053702,0.000376328,0.000618899
YNL247W,0.410797799,0.063356832,2.37E-07,7.11E-07
YLR245C,0.310040533,0.102051249,1.18E-05,3.11E-05
YNR012W,0.310040533,0.102051249,1.18E-05,3.11E-05
YHR007C,0.577314758,0.261983653,1.00E-06,4.44E-06
YHR042W,0.313493432,0.069406453,1.17E-06,2.06E-06
YPR062W,0.310040533,0.102051249,1.18E-05,3.11E-05
YML086C,0.320154313,0.074152311,1.18E-05,3.11E-05
YMR041C,0.136625137,0.077707702,5.75E-07,1.29E-06
YBR149W,0.186965259,0.076921381,1.18E-05,3.11E-05
YKL060C,0.231200399,0.057717486,9.43E-05,0.000405816
YDL246C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJR159W,0.310040533,0.102051249,1.18E-05,3.11E-05
YHR144C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR454C,0.370609429,0.064961456,2.26E-06,5.00E-06
YHR068W,0.359540781,0.063421468,4.45E-07,1.01E-06
YCR036W,0.263530102,0.086206428,1.09E-07,1.51E-07
YDR196C,0.251910378,0.050720078,1.14E-07,6.55E-07
YNR057C,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL087W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR236W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR113W,0.310040533,0.102051249,1.18E-05,3.11E-05
YDL100C,0.283076776,0.053058375,1.31E-05,2.19E-05
YLR420W,0.374450284,0.062350201,7.81E-07,2.17E-06
YJR016C,0.452383019,0.059213944,2.44E-06,7.19E-06
YFL053W,0.310040533,0.102051249,1.18E-05,3.11E-05
YML070W,0.206055395,0.068020292,4.24E-06,1.51E-05
YJL167W,0.243476008,0.064100288,1.87E-05,6.77E-05
YKL152C,0.210610222,0.04994831,1.18E-05,3.11E-05
YLR172C,0.478912347,0.071117395,2.80E-06,3.19E-06
YMR013C,0.310040533,0.102051249,1.18E-05,3.11E-05
YPR183W,0.27513757,0.047109061,2.96E-06,1.50E-05
YAL023C,0.259291558,0.082624776,1.10E-07,3.20E-07
YDL095W,0.259821133,0.064941006,2.30E-08,7.99E-08
YDL093W,0.310040533,0.102051249,1.18E-05,3.11E-05
YJR143C,0.31355841,0.07024678,3.09E-08,7.73E-08
YOR321W,0.226266902,0.1025325,9.98E-10,6.22E-09
YJR057W,0.310040533,0.102051249,1.18E-05,3.11E-05
YJR069C,0.343209556,0.063425066,1.10E-07,4.84E-07
YBR252W,0.359403653,0.062266074,1.18E-05,3.11E-05
YJR153W,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL281C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR254W,0.310040533,0.102051249,1.18E-05,3.11E-05
YHR174W,0.232257378,0.043233475,1.18E-05,3.11E-05
YMR323W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR393W,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR147W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR126C,0.300795599,0.074460145,2.90E-07,9.68E-07
YDR261C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR282C,0.277469381,0.08524226,4.01E-05,0.000108853
YLR300W,0.293769522,0.44832005,1.09E-06,4.30E-06
YNR067C,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR190W,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL069C,0.310040533,0.102051249,1.18E-05,3.11E-05
YER015W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR176W,0.240360235,0.065474631,1.18E-05,3.11E-05
YKR066C,0.307279906,0.088280302,1.54E-06,9.22E-06
Q0045,0.310040533,0.102051249,1.18E-05,3.11E-05
Q0250,0.310040533,0.102051249,1.18E-05,3.11E-05
Q0275,0.310040533,0.102051249,1.18E-05,3.11E-05
YDL067C,0.425577506,0.271620572,5.19E-05,0.000228895
YGL187C,0.283726849,0.131658838,7.55E-07,1.88E-06
YGL191W,0.391244989,0.303712605,2.60E-06,9.44E-06
YHR051W,0.250596969,0.13278094,1.18E-05,3.11E-05
YIL111W,0.226196392,0.156425707,7.79E-07,1.94E-06
YLR038C,0.228196426,0.150437877,1.62E-05,4.75E-05
YLR395C,0.225554995,0.17959242,7.13E-06,1.28E-05
YMR256C,0.310040533,0.102051249,1.18E-05,3.11E-05
YNL052W,0.827436697,0.223838404,5.75E-06,2.89E-05
YDR231C,0.154485166,0.07477845,2.02E-07,3.79E-07
YGR062C,0.310040533,0.102051249,1.18E-05,3.11E-05
YHR116W,0.240587793,0.160998953,1.64E-07,5.01E-07
YJL003W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLL018C-A,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL132W,0.310040533,0.102051249,1.18E-05,3.11E-05
Q0105,0.310040533,0.102051249,1.18E-05,3.11E-05
YBL045C,0.224882291,0.07780274,3.67E-06,1.94E-05
YDR529C,0.206119601,4.01515809,1.22E-05,4.68E-05
YEL024W,0.225853177,0.13124648,8.34E-07,2.73E-06
YFR033C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR183C,0.310040533,0.102051249,1.18E-05,3.11E-05
YHR001W-A,0.262528933,0.271213311,1.18E-05,3.11E-05
YJL166W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR065W,0.310040533,0.102051249,1.18E-05,3.11E-05
YPR191W,0.220964112,0.065976442,1.18E-05,3.11E-05
YDL045C,0.250540945,0.077398807,8.47E-09,4.06E-08
YLR011W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR388C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR204W,0.222666915,0.052357805,4.17E-06,9.37E-06
YBR084W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR345W,0.085450918,0.068309408,6.23E-07,3.14E-06
YJL155C,0.124162735,0.068831931,1.18E-07,4.61E-07
YLR377C,0.310040533,0.102051249,1.18E-05,3.11E-05
YPL262W,0.236922509,0.074086147,1.30E-05,4.40E-05
YKL216W,0.592232026,0.068719061,2.19E-07,7.63E-07
YEL047C,0.197269101,0.059970789,3.67E-06,7.73E-06
YLR299W,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR020W,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR018C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJL101C,0.308010539,0.083528555,1.18E-05,3.11E-05
YPR184W,0.310040533,0.102051249,1.18E-05,3.11E-05
YIL099W,0.310040533,0.102051249,1.18E-05,3.11E-05
YNL241C,0.236657931,0.041562912,2.64E-06,1.22E-05
YBR196C,0.225964136,0.05244476,7.84E-05,0.000220509
YDR300C,0.43791098,0.063724253,3.09E-07,2.99E-07
YMR250W,0.043839345,0.072877142,1.82E-08,2.62E-08
YDL215C,0.147114355,0.052026398,7.00E-07,1.66E-06
YAL062W,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR375C,0.176403073,0.040179394,3.48E-05,8.71E-05
YDL171C,0.331820053,0.081213028,3.08E-06,7.75E-06
YOR323C,0.363830459,0.060435267,6.66E-07,3.46E-06
YFL060C,0.310040533,0.102051249,1.18E-05,3.11E-05
YNL334C,0.310040533,0.102051249,1.18E-05,3.11E-05
YPR035W,0.24737929,0.103410846,8.32E-05,0.000298887
YMR084W,0.310040533,0.102051249,1.18E-05,3.11E-05
YKL104C,0.2565789,0.053076861,3.89E-06,4.95E-06
YOR168W,0.407651162,0.065134699,1.66E-06,4.32E-06
YGL245W,0.343399048,0.063737906,5.27E-06,2.04E-05
YOL033W,0.310040533,0.102051249,1.18E-05,3.11E-05
YCL035C,0.168368758,0.073077138,4.82E-05,0.00012166
YPL091W,0.316269795,0.081988568,1.97E-06,4.21E-06
YDR098C,0.31409175,0.050920876,1.18E-05,3.11E-05
YDR513W,0.2005287,0.091472747,2.55E-06,5.22E-06
YER174C,0.449871809,0.070108493,5.05E-07,3.67E-07
YPL059W,0.278514116,0.095897162,4.10E-08,7.46E-08
YNL229C,0.366315463,0.08851506,1.18E-05,3.11E-05
YBR244W,0.310040533,0.102051249,1.18E-05,3.11E-05
YIR037W,0.188070267,0.068506885,1.06E-05,3.75E-05
YKL026C,0.310040533,0.102051249,1.18E-05,3.11E-05
YOL049W,0.251988199,0.072184236,1.34E-06,2.49E-06
YGR192C,0.214142766,0.054059968,0.000282654,0.000973738
YJL052W,0.310040533,0.102051249,1.18E-05,3.11E-05
YJR009C,0.310040533,0.102051249,1.18E-05,3.11E-05
YOR120W,0.109219292,0.146349211,7.30E-07,1.63E-06
YHL032C,0.310040533,0.102051249,1.18E-05,3.11E-05
YER062C,0.236013295,0.05846245,3.33E-06,9.40E-06
YIL053W,0.450203278,0.047419061,2.27E-06,4.77E-06
YIL155C,0.26872572,0.178668238,1.62E-06,4.52E-06
YDL022W,0.153745355,0.028311031,8.65E-06,5.74E-06
YOL059W,0.490452311,0.065639559,5.44E-07,1.35E-06
YPL110C,0.379325516,0.094196125,9.68E-09,5.65E-08
YDR408C,0.118255803,0.080671376,6.00E-07,1.74E-06
YAL044C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR019C,0.169218834,0.071646911,1.18E-05,3.11E-05
YFL018C,0.223508306,0.069485827,2.02E-06,5.88E-06
YMR189W,0.192880588,0.104616673,1.37E-06,3.67E-06
YLR058C,0.188060571,0.081505639,5.77E-05,0.000182798
YBR263W,0.387555978,0.075902169,6.87E-06,5.42E-06
YDR148C,0.195200208,0.078375418,1.18E-05,3.11E-05
YIL125W,0.2190666,0.080629824,8.84E-07,2.09E-06
YFR015C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJL137C,0.310040533,0.102051249,1.18E-05,3.11E-05
YKR058W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLR258W,0.046647334,0.076271176,5.82E-07,1.73E-06
YPR160W,0.049220525,0.085735077,2.11E-06,9.40E-06
YBR121C,0.401634983,0.067359867,5.26E-06,9.65E-06
YPR081C,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR217W,0.310040533,0.102051249,1.18E-05,3.11E-05
YMR281W,0.310040533,0.102051249,1.18E-05,3.11E-05
YCL052C,0.310040533,0.102051249,1.18E-05,3.11E-05
YJR013W,0.310040533,0.102051249,1.18E-05,3.11E-05
YKL165C,0.310040533,0.102051249,1.18E-05,3.11E-05
YBR004C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGL142C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR302W,0.310040533,0.102051249,1.18E-05,3.11E-05
YLL031C,0.310040533,0.102051249,1.18E-05,3.11E-05
YGR267C,0.369419125,0.049245467,5.41E-07,1.31E-06
YBL033C,0.313097821,0.107320271,1.50E-08,4.68E-08
YDL238C,0.310040533,0.102051249,1.18E-05,3.11E-05
YDR399W,0.339789389,0.056326823,7.61E-08,2.21E-07
