NAME,ENTRY,Gene_name,Protein_name_x,half_life_x,Protein_name_y,half_life_y,half_life_all_x,half_life_all_y,kdeg
YLL012W,Q07804,YLL012W,,,Q07804,12.21394,12.21394,12.21394,0.056750498
YLL015W,P14772,YLL015W,P14772,1.565959011,P14772,4.184839,1.565959011,4.184839,0.165632938
YLL018C,P04802,YLL018C,P04802,2.032460248,P04802,10.87614,2.032460248,10.87614,0.063730991
YLL028W,Q07824,YLL028W,Q07824,2.004849025,Q07824,1.926815,2.004849025,1.926815,0.359737277
YLL031C,Q07830,YLL031C,,,Q07830,12.64987,12.64987,12.64987,0.054794807
YLL041C,P21801,YLL041C,P21801,3.205909064,P21801,11.75251,3.205909064,11.75251,0.058978651
YLL043W,P23900,YLL043W,P23900,2.04847274,P23900,2.771048,2.04847274,2.771048,0.250139002
YLL048C,P32386,YLL048C,P32386,1.878426003,P32386,11.78972,1.878426003,11.78972,0.058792506
YLL062C,Q12525,YLL062C,,,Q12525,10.35327,10.35327,10.35327,0.06694959
YLR011W,Q07923,YLR011W,,,Q07923,8.294562,8.294562,8.294562,0.08356646
YLR017W,Q07938,YLR017W,Q07938,1.320427417,Q07938,8.210852,1.320427417,8.210852,0.084418423
YLR020C,Q07950,YLR020C,,,Q07950,6.871719,6.871719,6.871719,0.100869547
YLR027C,P23542,YLR027C,P23542,2.693494839,P23542,12.70711,2.693494839,12.70711,0.05454798
YLR028C,P54113,YLR028C,P54113,2.883266061,P54113,9.657938,2.883266061,9.657938,0.071769686
YLR038C,Q01519,YLR038C,Q01519,3.037502349,Q01519,4.607531,3.037502349,4.607531,0.150437877
YLR043C,P22217,YLR043C,P22217,2.74040068,P22217,9.037081,2.74040068,9.037081,0.076700339
YLR044C,P06169,YLR044C,P06169,2.647645206,P06169,11.48787,2.647645206,11.48787,0.060337311
YLR047C,Q12209,YLR047C,,,Q12209,13.04448,13.04448,13.04448,0.053137203
YLR056W,P32353,YLR056W,P32353,1.229047846,P32353,2.148558,1.229047846,2.148558,0.322610412
YLR057W,Q12205,YLR057W,Q12205,1.381208732,,,1.381208732,1.381208732,0.501841007
YLR058C,P37291,YLR058C,P37291,3.685765588,P37291,8.504285,3.685765588,8.504285,0.081505639
YLR060W,P15624,YLR060W,P15624,1.747887496,P15624,11.13082,1.747887496,11.13082,0.062272787
YLR089C,P52893,YLR089C,P52893,2.559797322,P52893,8.509351,2.559797322,8.509351,0.081457115
YLR099C,Q12385,YLR099C,,,Q12385,8.262394,8.262394,8.262394,0.083891809
YLR100W,Q12452,YLR100W,Q12452,2.360377073,Q12452,13.45197,2.360377073,13.45197,0.051527559
YLR109W,P38013,YLR109W,P38013,1.709235358,P38013,10.952,1.709235358,10.952,0.063289553
YLR130C,Q12436,YLR130C,,,Q12436,2.234847,2.234847,2.234847,0.310154199
YLR133W,P20485,YLR133W,P20485,3.061902665,P20485,10.75407,3.061902665,10.75407,0.064454405
YLR134W,P16467,YLR134W,P16467,2.872272435,P16467,,2.872272435,2.872272435,0.24132362
YLR138W,Q99271,YLR138W,Q99271,1.235837328,,,1.235837328,1.235837328,0.560872507
YLR143W,Q12429,YLR143W,Q12429,1.832664846,Q12429,10.01816,1.832664846,10.01816,0.069189071
YLR146C,Q12455,YLR146C,Q12455,1.474104946,Q12455,8.901413,1.474104946,8.901413,0.077869343
YLR151C,Q12524,YLR151C,,,Q12524,9.663838,9.663838,9.663838,0.071725869
YLR153C,P52910,YLR153C,P52910,2.723101559,P52910,8.73149,2.723101559,8.73149,0.079384753
YLR172C,P32469,YLR172C,P32469,1.447336208,P32469,9.746521,1.447336208,9.746521,0.071117395
YLR180W,P10659,YLR180W,P10659,1.454287876,P10659,8.512015,1.454287876,8.512015,0.081431621
YLR189C,Q06321,YLR189C,Q06321,1.508195384,Q06321,9.777691,1.508195384,9.777691,0.070890682
YLR201C,Q05779,YLR201C,Q05779,2.213333993,Q05779,9.34525,2.213333993,9.34525,0.074171069
YLR209C,Q05788,YLR209C,Q05788,2.691528804,Q05788,12.14283,2.691528804,12.14283,0.057082837
YLR211C,Q05789,YLR211C,,,Q05789,5.173691,5.173691,5.173691,0.133975373
YLR214W,P32791,YLR214W,,,P32791,4.224428,4.224428,4.224428,0.164080718
YLR231C,Q05979,YLR231C,Q05979,4.983404452,Q05979,13.06259,4.983404452,13.06259,0.053063533
YLR237W,Q05998,YLR237W,,,Q05998,0.9831026,0.9831026,0.9831026,0.705060876
YLR240W,P22543,YLR240W,,,P22543,6.54723,6.54723,6.54723,0.105868769
YLR244C,Q01662,YLR244C,Q01662,1.091194923,Q01662,7.442554,1.091194923,7.442554,0.093132973
YLR245C,Q06549,YLR245C,Q06549,2.783471682,Q06549,7.210593,2.783471682,7.210593,0.096129012
YLR258W,P27472,YLR258W,P27472,14.8593097,P27472,9.087931,14.8593097,9.087931,0.076271176
YLR260W,Q06147,YLR260W,Q06147,2.359273768,Q06147,7.652699,2.359273768,7.652699,0.090575519
YLR284C,Q05871,YLR284C,Q05871,2.003633806,Q05871,8.298919,2.003633806,8.298919,0.083522587
YLR285W,Q05874,YLR285W,Q05874,1.914753163,Q05874;REV__P27697,10.55514,1.914753163,10.55514,0.06566916
YLR286C,P29029,YLR286C,P29029,0.993685402,P29029,1.390236,0.993685402,1.390236,0.498582385
YLR295C,Q12349,YLR295C,Q12349,2.61743561,Q12349,5.137858,2.61743561,5.137858,0.134909758
YLR299W,Q05902,YLR299W,,,Q05902,4.962239,4.962239,4.962239,0.13968436
YLR300W,P23776,YLR300W,P23776,2.35949317,P23776,1.546099,2.35949317,1.546099,0.44832005
YLR303W,P06106,YLR303W,P06106,2.630264556,P06106,34.56455,2.630264556,34.56455,0.020053702
YLR304C,P19414,YLR304C,P19414,3.343945656,P19414,18.07519,3.343945656,18.07519,0.038347989
YLR305C,P37297,YLR305C,P37297,2.342243097,P37297,8.377186,2.342243097,8.377186,0.082742245
YLR328W,Q06178,YLR328W,Q06178,1.044178885,Q06178,10.45834,1.044178885,10.45834,0.066276979
YLR342W,P38631,YLR342W,P38631,1.447904065,,,1.447904065,1.447904065,0.478724521
YLR345W,Q06137,YLR345W,Q06137,8.111641082,Q06137,10.14717,8.111641082,10.14717,0.068309408
YLR348C,Q06143,YLR348C,,,Q06143,7.29375,7.29375,7.29375,0.095033032
YLR350W,Q06144,YLR350W,Q06144,1.648067301,Q06144,3.654701,1.648067301,3.654701,0.189659067
YLR351C,P49954,YLR351C,P49954,2.425550823,P49954,12.21268,2.425550823,12.21268,0.056756353
YLR354C,P15019,YLR354C,P15019,3.172518131,P15019,20.28838,3.172518131,20.28838,0.034164738
YLR355C,P06168,YLR355C,P06168,1.640863425,P06168,12.01325,1.640863425,12.01325,0.057698556
YLR359W,Q05911,YLR359W,Q05911,3.785376239,Q05911,7.950867,3.785376239,7.950867,0.087178817
YLR360W,Q05919,YLR360W,,,Q05919,7.877939,7.877939,7.877939,0.087985853
YLR372W,P40319,YLR372W,P40319,1.865498594,P40319,8.736914,1.865498594,8.736914,0.07933547
YLR382C,P11325,YLR382C,,,P11325,6.465046,6.465046,6.465046,0.107214578
YLR386W,Q06708,YLR386W,Q06708,2.210254003,Q06708,10.26313,2.210254003,10.26313,0.067537601
YLR395C,P04039,YLR395C,P04039,3.073073953,P04039,3.859557,3.073073953,3.859557,0.17959242
YLR410W,Q06685,YLR410W,Q06685,1.98945947,Q06685,11.53241,1.98945947,11.53241,0.060104278
YLR420W,P20051,YLR420W,P20051,1.851106035,P20051,11.117,1.851106035,11.117,0.062350201
YLR432W,P50095,YLR432W,P50095,1.846125574,P50095,10.41894,1.846125574,10.41894,0.06652761
YLR438W,P07991,YLR438W,P07991,3.974631284,,,3.974631284,3.974631284,0.174392826
YLR447C,P32366,YLR447C,P32366,2.648182577,P32366,10.02142,2.648182577,10.02142,0.069166563
YLR450W,P12684,YLR450W,P12684,2.566817836,P12684,12.86224,2.566817836,12.86224,0.053890083
YML004C,P50107,YML004C,P50107,1.773521636,P50107,4.044335,1.773521636,4.044335,0.171387182
YML008C,P25087,YML008C,P25087,1.70755139,P25087,10.02597,1.70755139,10.02597,0.069135174
YML022W,P49435,YML022W,P49435,1.22692759,P49435,8.420918,1.22692759,8.420918,0.082312544
YML035C,P15274,YML035C,P15274,2.134046746,P15274,8.950469,2.134046746,8.950469,0.077442554
YML054C,P00175,YML054C,P00175,6.855556176,,,6.855556176,6.855556176,0.101107359
YML056C,P50094,YML056C,P50094,1.372917771,P50094,12.23139,1.372917771,12.23139,0.056669535
YML059C,Q04958,YML059C,Q04958,7.577253352,,,7.577253352,7.577253352,0.091477366
YML070W,P54838,YML070W,P54838,3.363887559,P54838,10.1903,3.363887559,10.1903,0.068020292
YML075C,P12683,YML075C,P12683,2.100772482,P12683,14.43093,2.100772482,14.43093,0.048032052
YML081C-A,P81450,YML081C-A,P81450,2.569589309,P81450,4.424633,2.569589309,4.424633,0.156656423
YML082W,Q04533,YML082W,,,Q04533,9.760208,9.760208,9.760208,0.071017665
YML086C,P54783,YML086C,P54783,2.165040894,P54783,9.347614,2.165040894,9.347614,0.074152311
YML100W,P38427,YML100W,P38427,8.599153713,P38427,10.70544,8.599153713,10.70544,0.064747192
YML106W,P13298,YML106W,P13298,1.775684756,P13298,10.71654,1.775684756,10.71654,0.064680128
YML110C,P49017,YML110C,P49017,2.926817252,P49017,8.061746,2.926817252,8.061746,0.085979784
YML120C,P32340,YML120C,P32340,4.878804605,P32340,8.35293,4.878804605,8.35293,0.08298252
YML123C,P25297,YML123C,P25297,0.662938868,,,0.662938868,0.662938868,1.045567267
YML125C,Q12746,YML125C,Q12746,1.616005197,Q12746,9.235814,1.616005197,9.235814,0.075049929
YML126C,P54839,YML126C,P54839,2.609323416,P54839,10.63385,2.609323416,10.63385,0.065183088
YMR006C,Q03674,YMR006C,Q03674,3.969618589,,,3.969618589,3.969618589,0.174613043
YMR009W,Q03677,YMR009W,Q03677,1.956868223,Q03677,4.838919,1.956868223,4.838919,0.143244221
YMR011W,P23585,YMR011W,P23585,0.630121657,P23585,1.118197,0.630121657,1.118197,0.619879306
YMR013C,P20048,YMR013C,,,P20048,8.509374,8.509374,8.509374,0.081456895
YMR015C,P54781,YMR015C,P54781,1.129027466,P54781,2.111069,1.129027466,2.111069,0.328339425
YMR041C,Q04212,YMR041C,Q04212,5.073350323,Q04212,8.919929,5.073350323,8.919929,0.077707702
YMR054W,P37296,YMR054W,P37296,1.444145713,P37296,7.847832,1.444145713,7.847832,0.088323397
YMR058W,P38993,YMR058W,P38993,2.519818938,P38993,2.398722,2.519818938,2.398722,0.288965199
YMR062C,Q04728,YMR062C,Q04728,2.440753047,Q04728,580.0039,2.440753047,580.0039,0.001195073
YMR083W,P07246,YMR083W,P07246,2.901890905,P07246,6.930664,2.901890905,6.930664,0.100011656
YMR099C,Q03161,YMR099C,Q03161,2.780433744,Q03161,10.114,2.780433744,10.114,0.068533437
YMR105C,P37012,YMR105C,P37012,28.32707634,P37012,30.48497,28.32707634,30.48497,0.022737342
YMR108W,P07342,YMR108W,P07342,1.405479098,P07342,8.459305,1.405479098,8.459305,0.081939022
YMR110C,Q04458,YMR110C,Q04458,4.984035091,Q04458,10.40405,4.984035091,10.40405,0.066622823
YMR113W,Q12676,YMR113W,Q12676,2.35725478,,,2.35725478,2.35725478,0.294048478
YMR120C,P38009,YMR120C,P38009,5.337466595,P38009,11.04669,5.337466595,11.04669,0.062747047
YMR145C,P40215,YMR145C,P40215,1.684380534,P40215,4.191553,1.684380534,4.191553,0.165367629
YMR165C,P32567,YMR165C,P32567,2.220343001,P32567,8.369884,2.220343001,8.369884,0.082814431
YMR169C,P54114,YMR169C,P54114,4.807401391,P54114,,4.807401391,4.807401391,0.144183338
YMR170C,P47771,YMR170C,P47771,26.03248157,P47771,20.7781,26.03248157,20.7781,0.033359507
YMR189W,P49095,YMR189W,P49095,3.593659625,P49095,6.62559,3.593659625,6.62559,0.104616673
YMR202W,P32352,YMR202W,P32352,1.937728473,P32352,10.34579,1.937728473,10.34579,0.066997994
YMR205C,P16862,YMR205C,P16862,2.683415312,P16862,10.89117,2.683415312,10.89117,0.063643041
YMR208W,P07277,YMR208W,P07277,2.612691985,P07277,14.74268,2.612691985,14.74268,0.047016362
YMR210W,Q03649,YMR210W,,,Q03649,3.659993,3.659993,3.659993,0.189384838
YMR217W,P38625,YMR217W,P38625,1.170804215,P38625,8.927663,1.170804215,8.927663,0.077640384
YMR220W,P24521,YMR220W,P24521,2.157967624,P24521,8.296041,2.157967624,8.296041,0.083551562
YMR226C,Q05016,YMR226C,Q05016,2.390639638,Q05016,8.818798,2.390639638,8.818798,0.078598827
YMR241W,Q04013,YMR241W,Q04013,2.640760015,Q04013,8.240495,2.640760015,8.240495,0.08411475
YMR243C,P20107,YMR243C,,,P20107,9.132458,9.132458,9.132458,0.075899301
YMR246W,P47912,YMR246W,P47912,1.770935162,P47912,5.429829,1.770935162,5.429829,0.127655435
YMR250W,Q04792,YMR250W,Q04792,15.81107536,Q04792,9.511174,15.81107536,9.511174,0.072877142
YMR261C,P38426,YMR261C,P38426,3.478749441,P38426,9.819856,3.478749441,9.819856,0.070586288
YMR267W,P28239,YMR267W,P28239,2.97582404,P28239,13.36336,2.97582404,13.36336,0.051869229
YMR272C,Q03529,YMR272C,Q03529,2.352624039,Q03529,4.342452,2.352624039,4.342452,0.15962115
YMR278W,Q03262,YMR278W,Q03262,3.097289435,Q03262,11.9103,3.097289435,11.9103,0.05819729
YMR281W,P23797,YMR281W,,,P23797,7.070707,7.070707,7.070707,0.098030817
YMR293C,Q03557,YMR293C,,,Q03557,7.796916,7.796916,7.796916,0.088900173
YMR296C,P25045,YMR296C,P25045,1.969062781,P25045,11.27688,1.969062781,11.27688,0.061466219
YMR298W,Q03579,YMR298W,Q03579,4.754607508,Q03579,9.930467,4.754607508,9.930467,0.069800059
YMR300C,P04046,YMR300C,P04046,2.86010706,P04046,9.737659,2.86010706,9.737659,0.071182117
YMR301C,P40416,YMR301C,,,P40416,9.349916,9.349916,9.349916,0.074134054
YMR303C,P00331,YMR303C,P00331,3.7074931,P00331,8.521755,3.7074931,8.521755,0.081338548
YMR318C,Q04894,YMR318C,Q04894,1.426208673,Q04894,7.078881,1.426208673,7.078881,0.09791762
YNL036W,P53615,YNL036W,P53615,0.464821521,P53615,0.466943,0.464821521,0.466943,1.484436389
YNL037C,P28834,YNL037C,P28834,3.547883612,P28834,15.82153,3.547883612,15.82153,0.043810376
YNL045W,Q10740,YNL045W,Q10740,2.924454991,Q10740,9.296052,2.924454991,9.296052,0.074563608
YNL048W,P53954,YNL048W,P53954,2.904060779,P53954,8.767988,2.904060779,8.767988,0.079054303
YNL052W,P00424,YNL052W,P00424,0.837704181,P00424,3.096641,0.837704181,3.096641,0.223838404
YNL054W,P53950,YNL054W,P53950,2.102386968,,,2.102386968,2.102386968,0.329695337
YNL071W,P12695,YNL071W,P12695,3.084294731,P12695,10.36934,3.084294731,10.36934,0.066845834
YNL073W,P32048,YNL073W,,,P32048,16.45004,16.45004,16.45004,0.042136504
YNL104C,P06208,YNL104C,P06208,2.508735196,P06208;P06208-2,15.93334,2.508735196,15.93334,0.043502943
YNL106C,P50942,YNL106C,P50942,1.220118096,P50942,12.18434,1.220118096,12.18434,0.056888365
YNL129W,P53915,YNL129W,P53915,2.14777713,P53915,10.64063,2.14777713,10.64063,0.065141555
YNL130C,P17898,YNL130C,P17898,2.572954504,P17898,9.464835,2.572954504,9.464835,0.073233942
YNL141W,P53909,YNL141W,P53909,0.647604612,P53909,6.338981,0.647604612,6.338981,0.109346783
YNL169C,P39006,YNL169C,P39006,1.740447922,P39006,4.480442,1.740447922,4.480442,0.154705089
YNL191W,P53871,YNL191W,,,P53871,7.105413,7.105413,7.105413,0.09755199
YNL192W,P08004,YNL192W,,,P08004,5.31914,5.31914,5.31914,0.130311889
YNL202W,P32573,YNL202W,P32573,4.241642332,,,4.241642332,4.241642332,0.163414811
YNL219C,P53868,YNL219C,P53868,2.02132258,P53868,12.13977,2.02132258,12.13977,0.057097225
YNL220W,P80210,YNL220W,P80210,3.704132421,P80210,14.835,3.704132421,14.835,0.046723774
YNL229C,P23202,YNL229C,P23202,1.892213815,P23202,7.830839,1.892213815,7.830839,0.08851506
YNL241C,P11412,YNL241C,P11412,2.928899015,P11412,16.67706,2.928899015,16.67706,0.041562912
YNL247W,P53852,YNL247W,P53852,1.687319605,P53852,10.94037,1.687319605,10.94037,0.063356832
YNL256W,P53848,YNL256W,P53848,1.529044933,P53848,7.983311,1.529044933,7.983311,0.086824524
YNL267W,P39104,YNL267W,P39104,3.749412774,P39104,9.027593,3.749412774,9.027593,0.076780952
YNL274C,P53839,YNL274C,P53839,4.696194734,P53839,13.29081,4.696194734,13.29081,0.052152365
YNL280C,P32462,YNL280C,,,P32462,7.363069,7.363069,7.363069,0.094138352
YNL292W,P48567,YNL292W,P48567,1.465137377,P48567,9.883174,1.465137377,9.883174,0.070134066
YNL316C,P32452,YNL316C,P32452,2.429356325,,,2.429356325,2.429356325,0.285321331
YNR001C,P00890,YNR001C,P00890,4.648517151,P00890,8.798313,4.648517151,8.798313,0.078781828
YNR008W,P40345,YNR008W,,,P40345,7.116552,7.116552,7.116552,0.0973993
YNR012W,P27515,YNR012W,,,P27515,7.059778,7.059778,7.059778,0.098182575
YNR013C,P27514,YNR013C,P27514,2.044188085,P27514,9.14372,2.044188085,9.14372,0.075805819
YNR016C,Q00955,YNR016C,,,Q00955,11.36648,11.36648,11.36648,0.060981692
YNR019W,P53629,YNR019W,P53629,2.598377356,P53629,12.58414,2.598377356,12.58414,0.055081013
YNR027W,P53727,YNR027W,P53727,1.981565042,P53727,12.42534,1.981565042,12.42534,0.055784967
YNR030W,P53730,YNR030W,P53730,3.078738693,P53730,9.624977,3.078738693,9.624977,0.072015464
YNR033W,P37254,YNR033W,,,P37254,8.964476,8.964476,8.964476,0.07732155
YNR043W,P32377,YNR043W,P32377,1.740157486,P32377,8.821269,1.740157486,8.821269,0.07857681
YNR050C,P38999,YNR050C,P38999,4.902289611,P38999,10.62649,4.902289611,10.62649,0.065228234
YNR057C,P53630,YNR057C,P53630,87.29445391,,,87.29445391,87.29445391,0.007940335
YNR058W,P50277,YNR058W,P50277,173.1461699,,,173.1461699,173.1461699,0.004003249
YNR067C,P53753,YNR067C,P53753,3.415143239,P53753,6.563896,3.415143239,6.563896,0.105599964
YOL011W,Q08108,YOL011W,,,Q08108,1.551435,1.551435,1.551435,0.446778099
YOL020W,P38967,YOL020W,,,P38967,1.069899,1.069899,1.069899,0.647862257
YOL033W,P48525,YOL033W,,,P48525,7.164268,7.164268,7.164268,0.096750593
YOL049W,Q08220,YOL049W,Q08220,2.750712869,Q08220,9.602473,2.750712869,9.602473,0.072184236
YOL052C,P21182,YOL052C,P21182,1.576716269,P21182,11.33738,1.576716269,11.33738,0.061138215
YOL058W,P22768,YOL058W,P22768,3.009712562,P22768,,3.009712562,3.009712562,0.230303448
YOL059W,P41911,YOL059W,P41911,1.413281504,P41911,10.5599,1.413281504,10.5599,0.065639559
YOL061W,Q12265,YOL061W,Q12265,1.569293631,Q12265,9.920102,1.569293631,9.920102,0.069872989
YOL064C,P32179,YOL064C,P32179,2.17699222,P32179,12.19155,2.17699222,12.19155,0.056854722
YOL065C,Q08227,YOL065C,,,Q08227,7.450095,7.450095,7.450095,0.093038704
YOL066C,Q12362,YOL066C,Q12362,2.019203688,Q12362,14.29112,2.019203688,14.29112,0.04850195
YOL068C,P53685,YOL068C,,,P53685,6.802052,6.802052,6.802052,0.101902658
YOL077W-A,P81451,YOL077W-A,P81451,1.898170411,P81451,2.625951,1.898170411,2.625951,0.26396044
YOL086C,P00330,YOL086C,P00330,2.091627585,P00330,6.140887,2.091627585,6.140887,0.112874114
YOL096C,P27680,YOL096C,,,P27680,5.766314,5.766314,5.766314,0.120206284
YOL097C,Q12109,YOL097C,Q12109,1.582513485,Q12109,11.39561,1.582513485,11.39561,0.060825808
YOL122C,P38925,YOL122C,,,P38925,1.253852,1.253852,1.253852,0.552814192
YOL126C,P22133,YOL126C,,,P22133,2.799983,2.799983,2.799983,0.247554067
YOL130W,Q08269,YOL130W,Q08269,1.192164346,,,1.192164346,1.192164346,0.58141915
YOL140W,P18544,YOL140W,P18544,2.793330577,P18544,,2.793330577,2.793330577,0.248143627
YOL143C,P50861,YOL143C,P50861,2.773485971,P50861,8.243322,2.773485971,8.243322,0.084085904
YOL151W,Q12068,YOL151W,Q12068,2.278549322,Q12068,5.499758,2.278549322,5.499758,0.126032306
YOR040W,Q12320,YOR040W,,,Q12320,6.236394,6.236394,6.236394,0.111145508
YOR054C,Q08438,YOR054C,Q08438,5.309837152,Q08438,6.465357,5.309837152,6.465357,0.107209421
YOR065W,P07143,YOR065W,P07143,3.759230812,,,3.759230812,3.759230812,0.184385374
YOR074C,P06785,YOR074C,P06785,2.605272889,P06785,10.38681,2.605272889,10.38681,0.066733403
YOR081C,Q12043,YOR081C,,,Q12043,2.130989,2.130989,2.130989,0.325270182
YOR095C,Q12189,YOR095C,Q12189,1.107614519,Q12189,8.830908,1.107614519,8.830908,0.078491043
YOR099W,P27810,YOR099W,P27810,1.782699794,P27810,3.078516,1.782699794,3.078516,0.22515627
YOR108W,Q12166,YOR108W,Q12166,1.856678133,Q12166,6.465585,1.856678133,6.465585,0.10720564
YOR109W,Q12271,YOR109W,Q12271,2.391311803,Q12271,10.51702,2.391311803,10.51702,0.065907185
YOR120W,P14065,YOR120W,P14065,6.346380443,P14065,4.736255,6.346380443,4.736255,0.146349211
YOR125C,P41735,YOR125C,P41735,5.15695404,P41735,8.077257,5.15695404,8.077257,0.085814675
YOR126C,P41734,YOR126C,P41734,2.304379394,P41734,9.308969,2.304379394,9.308969,0.074460145
YOR128C,P21264,YOR128C,P21264,4.078802499,P21264,10.62153,4.078802499,10.62153,0.065258694
YOR130C,Q12375,YOR130C,,,Q12375,12.44534,12.44534,12.44534,0.055695319
YOR136W,P28241,YOR136W,P28241,4.013260143,P28241,15.48951,4.013260143,15.48951,0.044749458
YOR142W,P53598,YOR142W,P53598,3.451036241,P53598,8.385209,3.451036241,8.385209,0.082663077
YOR143C,P35202,YOR143C,P35202,1.599068566,P35202,10.39334,1.599068566,10.39334,0.066691476
YOR149C,Q04174,YOR149C,,,Q04174,12.67075,12.67075,12.67075,0.054704511
YOR155C,Q99312,YOR155C,Q99312,3.912224516,Q99312,12.26143,3.912224516,12.26143,0.056530697
YOR163W,Q99321,YOR163W,Q99321,2.543637149,Q99321,6.950545,2.543637149,6.950545,0.099725587
YOR168W,P13188,YOR168W,P13188,1.700343936,P13188,10.64175,1.700343936,10.64175,0.065134699
YOR171C,Q12246,YOR171C,Q12246,1.641008693,Q12246,4.956343,1.641008693,4.956343,0.139850527
YOR175C,Q08548,YOR175C,Q08548,19.49417031,Q08548,19.957,19.49417031,19.957,0.034732033
YOR176W,P16622,YOR176W,P16622,2.883784756,P16622,10.5865,2.883784756,10.5865,0.065474631
YOR184W,P33330,YOR184W,P33330,2.870597615,P33330,11.30785,2.870597615,11.30785,0.061297875
YOR196C,P32875,YOR196C,P32875,0.64150135,P32875,4.606183,0.64150135,4.606183,0.150481902
YOR202W,P06633,YOR202W,P06633,2.042340264,,,2.042340264,2.042340264,0.339388687
YOR209C,P39683,YOR209C,P39683,2.221838683,P39683,10.73345,2.221838683,10.73345,0.064578228
YOR221C,Q12283,YOR221C,,,Q12283,14.22742,14.22742,14.22742,0.048719106
YOR222W,Q99297,YOR222W,Q99297,2.543352764,Q99297,9.766361,2.543352764,9.766361,0.070972922
YOR226C,Q12056,YOR226C,Q12056,2.519123017,Q12056,0.7445393,2.519123017,0.7445393,0.930974605
YOR236W,P07807,YOR236W,P07807,1.617117829,P07807,6.662509,1.617117829,6.662509,0.10403696
YOR241W,Q08645,YOR241W,Q08645,2.445828962,Q08645,9.987378,2.445828962,9.987378,0.069402318
YOR251C,Q08686,YOR251C,Q08686,1.991526961,Q08686;REV__Q12161,9.831898,1.991526961,9.831898,0.070499834
YOR253W,Q08689,YOR253W,Q08689,1.974017343,Q08689,9.181244,1.974017343,9.181244,0.075495998
YOR270C,P32563,YOR270C,P32563,2.766830295,P32563,12.85242,2.766830295,12.85242,0.053931258
YOR278W,P06174,YOR278W,P06174,2.119754099,P06174,0.7551991,2.119754099,0.7551991,0.917833695
YOR283W,Q12040,YOR283W,Q12040,1.781998146,Q12040,10.96753,1.781998146,10.96753,0.063199935
YOR285W,Q12305,YOR285W,Q12305,3.550905856,Q12305,9.540792,3.550905856,9.540792,0.072650906
YOR286W,Q08742,YOR286W,Q08742,2.602329773,Q08742,8.611018,2.602329773,8.611018,0.080495382
YOR303W,P07258,YOR303W,P07258,0.667869472,P07258,4.284136,0.667869472,4.284136,0.161793925
YOR311C,Q12382,YOR311C,Q12382,1.776854321,Q12382,9.101819,1.776854321,9.101819,0.076154797
YOR316C,P32798,YOR316C,P32798,1.285988109,P32798,3.08978,1.285988109,3.08978,0.224335448
YOR317W,P30624,YOR317W,P30624,2.582051841,P30624,7.750729,2.582051841,7.750729,0.089429934
YOR321W,P47190,YOR321W,P47190,3.063405091,P47190,6.760268,3.063405091,6.760268,0.1025325
YOR323C,P54885,YOR323C,P54885,1.905137856,P54885,11.46925,1.905137856,11.46925,0.060435267
YOR332W,P22203,YOR332W,P22203,2.544926955,P22203,9.432314,2.544926955,9.432314,0.07348644
YOR334W,Q01926,YOR334W,,,Q01926,0.7813219,0.7813219,0.7813219,0.887146745
YOR335C,P40825,YOR335C,P40825,1.48223244,P40825-2;P40825,9.462827,1.48223244,9.462827,0.073249482
YOR347C,P52489,YOR347C,P52489,9.246514522,P52489,7.698537,9.246514522,7.698537,0.090036221
YOR360C,P06776,YOR360C,P06776,1.822105544,P06776,39.41122,1.822105544,39.41122,0.01758756
YOR374W,P46367,YOR374W,P46367,3.15301474,P46367,3.262159,3.15301474,3.262159,0.212481115
YOR375C,P07262,YOR375C,P07262,3.929337335,P07262,17.25131,3.929337335,17.25131,0.040179394
YOR377W,P40353,YOR377W,,,P40353,27.17155,27.17155,27.17155,0.025510035
YPL015C,P53686,YPL015C,P53686,2.319605154,P53686,8.631336,2.319605154,8.631336,0.080305897
YPL023C,P46151,YPL023C,P46151,2.538715721,P46151,6.914164,2.538715721,6.914164,0.100250324
YPL028W,P41338,YPL028W,P41338,2.350565701,P41338,11.97829,2.350565701,11.97829,0.057866956
YPL036W,P19657,YPL036W,P19657,1.996476062,,,1.996476062,1.996476062,0.34718532
YPL040C,P48526,YPL040C,,,P48526,9.385142,9.385142,9.385142,0.073855801
YPL053C,P54070,YPL053C,P54070,0.809791971,P54070,2.309781,0.809791971,2.309781,0.300092165
YPL059W,Q02784,YPL059W,Q02784,2.488732672,Q02784,7.228026,2.488732672,7.228026,0.095897162
YPL061W,P54115,YPL061W,P54115,1.649372816,P54115,3.965,1.649372816,3.965,0.174816439
YPL069C,Q12051,YPL069C,Q12051,7.638417014,Q12051,6.73318,7.638417014,6.73318,0.102944995
YPL078C,P05626,YPL078C,P05626,2.688113891,P05626,6.004209,2.688113891,6.004209,0.115443546
YPL091W,P41921,YPL091W,P41921,2.191632559,P41921,8.454193,2.191632559,8.454193,0.081988568
YPL092W,P41930,YPL092W,,,P41930,49.82249,49.82249,49.82249,0.013912335
YPL104W,P15179,YPL104W,,,P15179,6.480953,6.480953,6.480953,0.106951428
YPL110C,Q02979,YPL110C,Q02979,1.827314937,Q02979,7.358553,1.827314937,7.358553,0.094196125
YPL111W,P00812,YPL111W,P00812,2.32538806,P00812,9.773495,2.32538806,9.773495,0.070921117
YPL117C,P15496,YPL117C,P15496,1.894111935,P15496,10.56777,1.894111935,10.56777,0.065590676
