error,corr,pvalue,number,RMSE
3.983546095,0.372597259,2.03E-07,275.9375,4.622289417
4.067213855,0.398717896,4.19E-09,278.5625,5.417764118
4.177192423,0.419963465,2.53E-10,280.375,5.238315914
4.033634757,0.395609946,4.86E-07,272.5,5.794441426
4.180633603,0.413689638,3.30E-09,278.75,4.585658218
4.031886065,0.376090871,1.96E-07,279.875,4.00676121
4.109488467,0.397034939,2.54E-10,283.4375,4.44039007
4.047863135,0.393172638,1.99E-08,273.1875,5.300285968
4.068482768,0.411346621,8.26E-09,275.8125,6.598795844
4.094230223,0.398863289,3.32E-08,277.375,4.92811697
4.148185752,0.411462766,4.36E-06,268.875,5.042697487
4.072153657,0.401831889,1.52E-09,274.8125,5.646789397
4.10786566,0.39814944,7.95E-10,269.125,4.597999611
4.157277383,0.429900984,6.20E-09,268.1875,6.599816972
4.090289448,0.398204882,1.32E-10,283.5,4.95294852
4.012827202,0.374963507,2.23E-06,281.5625,4.309428906
3.985248823,0.373887458,1.30E-07,275.5625,4.755395009
4.016893052,0.388197997,1.92E-09,273.5,5.481852187
4.033405413,0.38733132,5.57E-07,277.3125,5.078296045
4.074754658,0.391898819,6.62E-09,277.625,4.695285131
4.144882713,0.409437135,4.40E-09,283.1875,4.954935663
4.123291194,0.397578921,1.75E-09,272.625,4.283398523
4.13565859,0.402905271,3.82E-11,275,4.544867301
4.019605408,0.381851557,5.88E-10,277.6875,4.867666161
4.119775573,0.386879204,4.69E-09,267.375,3.357601481
4.135839732,0.407271288,5.71E-09,278,4.953778043
4.032838056,0.376189413,1.78E-08,275.4375,4.077621898
4.052239641,0.397093897,1.56E-10,284.8125,5.65496055
3.994481812,0.375064102,2.42E-09,279.125,4.734779242
4.120022842,0.393415887,8.99E-10,278.9375,3.978339333
4.110799584,0.390135639,9.04E-10,282.0625,3.863404886
4.1880538,0.437605985,2.27E-10,284.4375,6.790444194
4.051457702,0.390019346,5.52E-11,281.125,5.031882419
4.176206117,0.422105124,3.45E-10,279.75,5.575936636
4.094295901,0.388052833,8.57E-10,279.625,4.003386577
4.189502714,0.417602107,9.78E-11,278.9375,4.891574665
4.001061793,0.371970721,2.09E-08,280.3125,4.341486252
4.110055938,0.381615111,6.30E-07,280.5,3.091392613
4.02864472,0.37844099,1.06E-06,279.1875,4.404886929
4.080325667,0.404789826,1.99E-09,280.75,5.85584815
4.113859505,0.399849559,2.25E-09,267.9375,4.735417791
4.048098695,0.387226132,2.41E-06,275.125,4.854063176
4.147822273,0.425912585,6.98E-11,274.625,6.509778082
4.100328887,0.397460099,5.65E-09,281.5625,4.78321585
4.003755673,0.378941795,3.69E-09,278.8125,4.961842472
4.127200994,0.412584418,1.80E-10,282.6875,5.675497761
4.142110043,0.394505119,1.82E-09,278.8125,3.687285437
4.065145416,0.383506945,7.19E-09,285.0625,4.180307702
4.154786882,0.401513786,6.76E-08,278.5,4.096435582
3.949796644,0.353901287,1.37E-07,277.3125,3.686994888
4.136850662,0.408638701,7.58E-08,270.8125,5.125057957
4.048973305,0.397246152,3.37E-10,283.0625,5.798516113
