protein,region,n_species,Y_lipolytica,K_lactis,K_marxianus,S_cerevisiae
YER141W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YER152C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YER163C,Y_lipolytica_and_K_lactis_and_S_cerevisiae,3,1,1,0,1
YER170W,Y_lipolytica_and_S_cerevisiae,2,1,0,0,1
YER174C,S_cerevisiae,1,0,0,0,1
YER175C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YER178W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YER183C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL001W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL011W,S_cerevisiae,1,0,0,0,1
YFL017C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL018C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL022C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL030W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL045C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL053W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFL054C,S_cerevisiae,1,0,0,0,1
YFL055W,Y_lipolytica_and_K_lactis_and_S_cerevisiae,3,1,1,0,1
YFL058W,S_cerevisiae,1,0,0,0,1
YFL059W,S_cerevisiae,1,0,0,0,1
YFL060C,S_cerevisiae,1,0,0,0,1
YFL061W,S_cerevisiae,1,0,0,0,1
YFR015C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFR019W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFR025C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFR030W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFR033C,Y_lipolytica_and_S_cerevisiae,2,1,0,0,1
YFR044C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YFR047C,Y_lipolytica_and_S_cerevisiae,2,1,0,0,1
YFR053C,S_cerevisiae,1,0,0,0,1
YFR055W,S_cerevisiae,1,0,0,0,1
YGL001C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL006W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL008C,S_cerevisiae,1,0,0,0,1
YGL009C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL012W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL017W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL022W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL026C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL027C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL037C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL038C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YGL039W,Y_lipolytica_and_K_lactis_and_K_marxianus,3,1,1,1,0
YGL040C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL047W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL055W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL062W,S_cerevisiae,1,0,0,0,1
YGL063W,S_cerevisiae,1,0,0,0,1
YGL065C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL067W,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YGL077C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL080W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL084C,S_cerevisiae,1,0,0,0,1
YGL104C,S_cerevisiae,1,0,0,0,1
YGL119W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL125W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL142C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL148W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL154C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YGL156W,Y_lipolytica_and_S_cerevisiae,2,1,0,0,1
YGL167C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL169W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL184C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL186C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL187C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL191W,Y_lipolytica_and_K_lactis_and_S_cerevisiae,3,1,1,0,1
YGL196W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL202W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL205W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL224C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL225W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL234W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL245W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL248W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL253W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGL255W,S_cerevisiae,1,0,0,0,1
YGL256W,Y_lipolytica_and_K_lactis_and_S_cerevisiae,3,1,1,0,1
YGR007W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR010W,S_cerevisiae,1,0,0,0,1
YGR012W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR015C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YGR019W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR020C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR032W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR036C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR043C,S_cerevisiae,1,0,0,0,1
YGR046W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR055W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR060W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR061C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR062C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YGR065C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR087C,S_cerevisiae,1,0,0,0,1
YGR088W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR094W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR096W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR110W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR111W,Y_lipolytica,1,1,0,0,0
YGR121C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR124W,S_cerevisiae,1,0,0,0,1
YGR138C,S_cerevisiae,1,0,0,0,1
YGR143W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR144W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR147C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YGR154C,S_cerevisiae,1,0,0,0,1
