all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7
YPR171W,4.5353833333333327e-10,7.391286666666666e-10,4.11846e-10,3.949933333333334e-10,5.109480000000001e-10,8.052706666666667e-10,8.905429999999999e-10
YAR014C,1.5904699999999998e-10,2.7833966666666667e-10,1.4033766666666667e-10,2.0137633333333332e-10,2.0949e-10,4.443056666666667e-10,4.789613333333333e-10
YMR014W,8.53474e-09,1.4113166666666665e-08,6.140216666666667e-09,8.64283e-09,9.97768e-09,1.7456033333333334e-08,2.2142333333333333e-08
YKL092C,2.7085333333333333e-08,3.515063333333333e-08,2.04948e-08,2.5906766666666668e-08,2.77966e-08,3.5761966666666667e-08,3.6413033333333336e-08
YPR161C,1.4479966666666668e-08,1.6932066666666665e-08,1.0440483333333332e-08,1.3718566666666666e-08,1.59569e-08,2.4318766666666667e-08,2.0382333333333333e-08
YKR036C,0.0,0.0,2.54725e-09,1.9724566666666667e-09,0.0,2.3355066666666666e-09,3.1852833333333333e-09
YKL007W,1.4678599999999998e-07,2.1270433333333334e-07,9.146793333333333e-08,1.1761983333333333e-07,1.1317733333333334e-07,1.9425133333333333e-07,2.0018700000000004e-07
YDR099W,1.1309966666666667e-05,1.0296953333333334e-05,1.6471443333333334e-05,1.69089e-05,1.4400933333333333e-05,2.1471866666666667e-05,2.7468566666666666e-05
YEL029C,2.1763733333333332e-08,2.0983466666666668e-08,1.4783833333333332e-08,2.1517933333333332e-08,2.3842166666666667e-08,3.920556666666667e-08,4.981179999999999e-08
YDL099W,2.0661466666666666e-08,3.8761299999999995e-08,2.2362133333333334e-08,3.1182766666666665e-08,3.066336666666667e-08,5.0192333333333326e-08,6.60464e-08
YIL034C,4.269143333333333e-08,6.112153333333332e-08,3.8563333333333335e-08,4.885976666666666e-08,4.633863333333333e-08,8.348093333333334e-08,9.03164e-08
YNL161W,3.158996666666667e-08,4.220966666666666e-08,3.167603333333333e-08,3.61968e-08,4.127353333333333e-08,5.5067366666666675e-08,5.867910000000001e-08
YER168C,3.148646666666667e-08,4.915536666666667e-08,3.3608e-08,4.079006666666666e-08,4.448786666666667e-08,5.952623333333333e-08,6.663066666666667e-08
YKL011C,6.390473333333334e-09,5.975786666666667e-09,5.770276666666667e-09,7.26518e-09,6.812469999999999e-09,7.265956666666667e-09,7.293496666666666e-09
YDR275W,2.6228733333333336e-08,1.4267666666666668e-08,6.248133333333333e-09,9.192866666666667e-09,1.8922066666666668e-08,1.7584633333333336e-08,6.109366666666667e-09
YOR026W,3.4421466666666664e-09,4.7190066666666665e-09,3.165516666666667e-09,3.95447e-09,4.12546e-09,5.766316666666666e-09,5.89024e-09
YGR262C,1.8766700000000003e-09,1.5692933333333332e-09,1.8099733333333336e-09,2.248023333333333e-09,2.2273733333333332e-09,3.5697666666666665e-09,4.092356666666667e-09
YHR114W,7.344323333333333e-08,8.683346666666667e-08,6.6284e-08,7.853826666666666e-08,7.171530000000001e-08,7.755666666666667e-08,8.254229999999999e-08
YJR122W,6.16622e-09,1.4940933333333332e-08,4.460813333333334e-09,5.97536e-09,7.17273e-09,1.2189733333333334e-08,1.4775633333333332e-08
YKL190W,4.22391e-08,5.985603333333333e-08,3.1173133333333336e-08,5.0775366666666665e-08,4.884129999999999e-08,8.10519e-08,1.0162466666666667e-07
YNL036W,7.298173333333333e-07,1.26239e-06,6.86767e-07,7.27157e-07,7.527076666666667e-07,9.58585e-07,1.0155676666666667e-06
YPL154C,1.2482166666666667e-06,2.8170566666666664e-06,1.0571396666666667e-06,1.0076973333333334e-06,1.2184166666666668e-06,1.2525113333333333e-06,1.1311299999999998e-06
YJR060W,1.3670433333333335e-07,1.4910533333333333e-07,1.1533210000000001e-07,1.5803766666666666e-07,1.4918566666666665e-07,1.8264366666666666e-07,1.9829666666666668e-07
YGR155W,5.593423333333333e-06,8.15223e-06,6.6251966666666675e-06,8.064356666666666e-06,7.835526666666667e-06,9.231303333333334e-06,1.19081e-05
YBR131W,1.6005099999999999e-09,1.5377966666666667e-09,1.22476e-09,9.572106666666666e-10,1.4415633333333334e-09,1.456151e-09,1.7672066666666666e-09
YJR109C,1.14396e-06,1.6538033333333334e-06,1.0153133333333333e-06,1.0845140000000001e-06,9.394703333333333e-07,1.68799e-06,2.3805366666666667e-06
YJL209W,4.816713333333333e-10,5.862609999999999e-10,4.278546666666667e-10,4.82616e-10,5.80152e-10,8.770776666666666e-10,1.0083076666666666e-09
YHL038C,6.290133333333333e-09,1.0223906666666667e-08,4.978573333333333e-09,6.7594e-09,7.76188e-09,1.010023e-08,1.0843096666666667e-08
YGR174C,8.201576666666667e-08,1.2412993333333333e-07,8.409013333333333e-08,1.3113666666666668e-07,1.4412466666666666e-07,3.0498633333333337e-07,4.395866666666667e-07
YDR197W,1.8683099999999998e-08,2.9045733333333334e-08,1.48767e-08,2.111736666666667e-08,2.1961266666666667e-08,3.1349466666666666e-08,3.473656666666667e-08
YBL080C,2.5072366666666664e-09,3.4083433333333335e-09,1.7462299999999999e-09,2.2563699999999997e-09,2.3212333333333336e-09,2.5681866666666667e-09,2.6949866666666667e-09
YDR283C,2.12912e-08,1.9519666666666666e-08,1.84064e-08,1.94825e-08,1.9264033333333336e-08,2.1025e-08,1.8786400000000002e-08
YPL075W,2.7218099999999997e-09,2.9925233333333332e-09,2.206253333333333e-09,2.739536666666667e-09,2.7138533333333334e-09,4.1718399999999995e-09,3.72519e-09
YDL226C,5.4858499999999995e-08,6.948906666666666e-08,6.213533333333332e-08,7.790333333333334e-08,8.945933333333332e-08,1.3120066666666667e-07,1.2999166666666665e-07
YDL135C,4.1789899999999994e-08,5.967720000000001e-08,2.8441766666666664e-08,4.63192e-08,4.23796e-08,5.929473333333333e-08,8.06088e-08
YGL057C,1.3662300000000002e-08,1.35024e-08,1.4464266666666666e-08,2.3104966666666668e-08,2.2287033333333333e-08,4.0581466666666666e-08,4.813203333333333e-08
YHR108W,6.39336e-07,8.319360000000001e-07,5.703933333333333e-07,7.2909e-07,7.835129999999999e-07,1.16364e-06,1.2960766666666666e-06
YDL198C,1.5704166666666667e-06,2.5058466666666665e-06,1.6083100000000002e-06,2.017176666666667e-06,2.119453333333333e-06,3.5407300000000002e-06,4.062406666666667e-06
YMR135C,7.04129e-08,1.0019040000000001e-07,4.8818733333333325e-08,5.618896666666667e-08,5.723806666666666e-08,5.157216666666667e-08,5.34749e-08
YNL255C,4.380163333333334e-06,6.09084e-06,3.763536666666667e-06,3.8146000000000003e-06,3.92711e-06,6.05839e-06,6.631536666666666e-06
YER122C,7.435266666666666e-08,9.425803333333335e-08,9.003236666666668e-08,9.64129e-08,9.81642e-08,1.6483699999999998e-07,2.1611433333333334e-07
YOR040W,7.04421e-08,4.311166666666666e-08,5.024913333333333e-08,4.34874e-08,3.364893333333333e-08,3.57849e-08,2.8023233333333336e-08
YOR355W,2.4379733333333333e-09,9.061933333333333e-09,2.6822866666666666e-09,6.52585e-09,3.372e-09,5.249966666666667e-09,7.438766666666667e-09
YAL048C,1.1273566666666666e-08,1.3367666666666667e-08,8.897083333333334e-09,1.0318953333333334e-08,8.8836e-09,9.739486666666666e-09,1.0453793333333333e-08
YGL020C,7.13957e-08,1.2398566666666667e-07,6.203773333333334e-08,9.004816666666667e-08,9.406823333333334e-08,1.4675566666666665e-07,1.8851333333333336e-07
YEL011W,8.56645e-08,8.11277e-08,8.330146666666667e-08,9.98371e-08,7.859506666666666e-08,6.899753333333333e-08,5.649286666666667e-08
YCL035C,1.3002833333333332e-05,1.7500100000000002e-05,1.0483246666666667e-05,1.14311e-05,1.1942899999999999e-05,1.2744856666666666e-05,1.3976396666666666e-05
YLR058C,2.03162e-05,3.062116666666667e-05,2.1445833333333334e-05,2.4565566666666667e-05,2.8686033333333333e-05,5.4364200000000004e-05,6.214476666666667e-05
YDR519W,8.733373333333333e-08,7.52127e-08,6.114403333333333e-08,4.19788e-08,3.593013333333333e-08,4.334646666666667e-08,4.427726666666668e-08
YGR032W,4.632853333333334e-07,6.094890000000001e-07,4.6485000000000004e-07,6.185136666666666e-07,6.717203333333334e-07,7.658863333333333e-07,8.87921e-07
YLL029W,1.6940466666666668e-07,1.33056e-07,1.52551e-07,1.72218e-07,1.5776266666666667e-07,2.0873733333333331e-07,2.2996266666666664e-07
YKL069W,2.9105800000000002e-08,3.7170300000000004e-08,1.9568999999999998e-08,2.3562833333333336e-08,3.06746e-08,5.1846566666666666e-08,5.5450133333333335e-08
YJR078W,1.41361e-07,5.4998200000000005e-08,7.018266666666666e-08,6.477863333333333e-08,4.71536e-08,4.094073333333333e-08,4.686323333333333e-08
YGL241W,6.786453333333334e-08,9.051613333333333e-08,5.6449133333333336e-08,7.03037e-08,7.422463333333332e-08,8.925660000000001e-08,1.0615636666666668e-07
YOL065C,2.7583300000000003e-08,2.3388400000000002e-08,4.2828233333333335e-08,3.32265e-08,4.824376666666667e-08,3.982673333333333e-08,5.7107466666666664e-08
YLR095C,2.3464833333333334e-08,2.6241166666666665e-08,1.90574e-08,2.1711599999999998e-08,2.21232e-08,2.6639233333333332e-08,2.8297833333333335e-08
YNL015W,1.3752166666666667e-06,1.49977e-06,1.2615289999999999e-06,1.9547733333333333e-06,1.4896766666666668e-06,1.6804866666666666e-06,1.4340733333333332e-06
YBR011C,2.5063499999999998e-05,7.210093333333333e-05,2.5049666666666665e-05,2.839366666666667e-05,4.05831e-05,6.0422833333333334e-05,5.90001e-05
YFR038W,4.643983333333333e-09,7.01835e-09,3.918586666666666e-09,5.073476666666666e-09,6.625123333333333e-09,9.205563333333334e-09,1.0085983333333334e-08
YDL125C,7.750549999999999e-07,6.099650000000001e-07,8.594343333333334e-07,1.11204e-06,1.0586359999999998e-06,1.6172366666666668e-06,1.81168e-06
YDR305C,4.4537000000000004e-08,7.11942e-08,4.7031333333333335e-08,4.88287e-08,5.0160600000000006e-08,6.237503333333333e-08,6.401913333333333e-08
YLR113W,7.589436666666667e-08,1.1079196666666668e-07,1.38349e-07,1.5160666666666667e-07,1.5219666666666665e-07,2.7797533333333337e-07,2.3064399999999998e-07
YGL073W,4.009676666666667e-08,3.98791e-08,3.2825833333333334e-08,4.54508e-08,4.3469066666666676e-08,6.659626666666667e-08,6.94546e-08
YPL244C,7.060336666666667e-10,3.2034666666666666e-09,1.0285573333333333e-09,1.2777466666666666e-09,1.29469e-09,2.4371133333333338e-09,2.865116666666667e-09
YKL189W,1.3999099999999999e-08,2.54719e-08,1.2383633333333333e-08,1.8461233333333333e-08,2.0124433333333333e-08,3.408923333333333e-08,4.548353333333333e-08
YFL013C,6.11977e-09,1.0967336666666667e-08,6.5225e-09,8.344476666666666e-09,5.466403333333333e-09,5.399046666666667e-09,6.568733333333334e-09
YDR533C,2.97049e-07,3.395256666666667e-07,3.02749e-07,3.27666e-07,3.380326666666667e-07,3.79373e-07,4.0623100000000003e-07
YDR171W,1.4177033333333332e-06,1.1054343333333335e-06,9.99975e-07,9.041986666666667e-07,5.87274e-07,4.49035e-07,4.2765133333333336e-07
YER103W,1.7104700000000002e-05,1.2013366666666667e-05,6.01934e-06,6.839956666666666e-06,5.000246666666666e-06,8.387733333333334e-06,1.4280333333333335e-05
YOL068C,1.3322699999999998e-08,2.0277433333333335e-08,1.1571833333333335e-08,1.6713033333333332e-08,1.8483933333333333e-08,3.0458800000000004e-08,3.575413333333334e-08
YGR223C,1.30576e-09,8.62537e-10,9.006283333333334e-10,1.232045e-09,1.0686356666666667e-09,1.888646666666667e-09,2.1752166666666666e-09
YOR284W,9.457383333333333e-08,9.54301e-08,7.4882e-08,9.567013333333333e-08,1.0520299999999999e-07,1.208223333333333e-07,1.620253333333333e-07
YER025W,6.73421e-07,8.495526666666666e-07,7.6547e-07,9.601276666666667e-07,1.02219e-06,1.8654099999999998e-06,2.22549e-06
YPR163C,4.889766666666667e-07,5.551816666666667e-07,6.13897e-07,5.95627e-07,6.22208e-07,1.0623826666666666e-06,1.2445866666666668e-06
YGL049C,5.86544e-09,9.702430000000001e-09,5.260276666666666e-09,6.798203333333333e-09,7.946573333333335e-09,1.24496e-08,1.5437133333333333e-08
YJR016C,8.368319999999999e-07,1.2711966666666666e-06,8.937526666666668e-07,9.672193333333333e-07,1.1332633333333334e-06,2.1096766666666663e-06,2.6821533333333337e-06
YCL009C,1.1711233333333332e-06,1.99109e-06,9.705946666666668e-07,9.90418e-07,1.1911733333333334e-06,1.7606533333333335e-06,2.2593066666666665e-06
YMR108W,2.1440500000000002e-06,3.0529499999999997e-06,2.1685933333333334e-06,2.7033066666666664e-06,2.8847433333333334e-06,4.5880766666666675e-06,5.997986666666667e-06
YCR046C,4.1330766666666664e-08,9.411630000000001e-08,3.960323333333333e-08,6.565933333333334e-08,8.125976666666666e-08,1.6000533333333333e-07,2.47241e-07
YJR138W,1.34254e-08,1.0862096666666669e-08,1.1699033333333332e-08,1.2675466666666667e-08,1.2018633333333333e-08,1.2318033333333333e-08,1.2254333333333333e-08
YJL082W,1.7005633333333335e-08,2.3257466666666665e-08,1.7194933333333334e-08,2.5259099999999997e-08,2.5271533333333332e-08,2.8691466666666666e-08,2.99607e-08
YNL075W,4.9366399999999995e-08,8.659373333333334e-08,4.5291899999999994e-08,5.37218e-08,6.611676666666667e-08,1.2421766666666667e-07,1.59073e-07
YFR013W,2.6519899999999996e-09,2.921506666666667e-09,2.1907e-09,2.6363833333333332e-09,2.8702e-09,3.973253333333333e-09,4.636173333333333e-09
YMR073C,9.459666666666668e-08,1.4532666666666667e-07,9.414490000000001e-08,1.2892466666666666e-07,1.3291633333333331e-07,1.5544433333333334e-07,1.5662133333333333e-07
YDR399W,2.9037433333333332e-08,3.009663333333333e-08,2.00385e-08,2.615106666666667e-08,2.5298233333333333e-08,3.46213e-08,3.9519233333333335e-08
YLR207W,1.173146e-08,1.0714559999999999e-08,9.460756666666666e-09,1.1088166666666666e-08,1.024903e-08,1.31031e-08,1.6696866666666666e-08
YDR258C,2.612233333333333e-06,2.408436666666667e-06,1.5430766666666668e-06,1.5471033333333332e-06,1.0996233333333334e-06,1.176006666666667e-06,1.3006966666666669e-06
YOR126C,1.2239166666666666e-07,1.4827300000000002e-07,1.15784e-07,1.4376466666666667e-07,1.455583333333333e-07,1.4218833333333334e-07,1.57287e-07
YER078C,2.0137799999999997e-08,2.4751400000000003e-08,1.97989e-08,2.45752e-08,2.8287833333333334e-08,4.0048466666666663e-08,4.21127e-08
YDL066W,5.92056e-07,7.9161e-07,6.007406666666666e-07,7.9569e-07,8.658740000000001e-07,1.4451633333333331e-06,1.7847e-06
YPL117C,3.751306666666667e-07,4.689379999999999e-07,3.0997799999999997e-07,4.022516666666667e-07,4.1829399999999997e-07,5.080913333333334e-07,5.57169e-07
YAL035W,4.770343333333334e-07,7.331293333333334e-07,4.452426666666667e-07,6.140213333333334e-07,7.029523333333334e-07,1.2238e-06,1.6630433333333333e-06
YNL215W,1.81208e-08,1.54284e-08,1.3583733333333334e-08,1.7065066666666667e-08,1.3754100000000002e-08,1.8656833333333335e-08,1.9543466666666666e-08
YMR260C,1.006162e-07,2.5543533333333333e-07,1.0253673333333332e-07,1.4024233333333334e-07,1.694126666666667e-07,3.084473333333333e-07,5.253736666666667e-07
YOL139C,7.36651e-08,9.259659999999998e-08,6.897349999999999e-08,8.662303333333332e-08,9.78209e-08,1.5616333333333334e-07,1.84461e-07
YJL057C,2.5209133333333333e-08,3.806993333333334e-08,2.00873e-08,2.0565233333333333e-08,2.0423733333333335e-08,1.76008e-08,1.4502933333333333e-08
YNL189W,1.0967066666666667e-06,1.7195399999999998e-06,1.0321176666666666e-06,1.10794e-06,1.2057333333333334e-06,1.5073366666666666e-06,1.5916633333333333e-06
YHR046C,1.0152166666666667e-08,1.62651e-08,1.4312733333333332e-08,1.4349666666666669e-08,2.5481433333333333e-08,3.34696e-08,7.15266e-08
YOL108C,1.6482833333333333e-09,2.2388133333333333e-09,1.5213466666666666e-09,2.07051e-09,2.4253133333333335e-09,2.9444833333333334e-09,3.3754733333333334e-09
YNL037C,1.556873333333333e-06,1.58208e-06,1.94129e-06,3.2786666666666662e-06,3.0886699999999998e-06,4.193326666666667e-06,4.539423333333334e-06
YOR136W,2.3738466666666667e-06,3.168056666666667e-06,2.8816400000000003e-06,4.472773333333332e-06,4.905779999999999e-06,5.303323333333333e-06,5.3768833333333334e-06
YEL044W,9.535183333333333e-08,9.218513333333335e-08,8.614196666666665e-08,9.01617e-08,9.214613333333333e-08,1.09443e-07,1.14597e-07
YKR059W,4.781383333333334e-06,6.74476e-06,5.064109999999999e-06,5.680053333333334e-06,5.89543e-06,9.746913333333334e-06,1.3016633333333333e-05
YKR059W,4.781383333333334e-06,6.74476e-06,5.064109999999999e-06,5.680053333333334e-06,5.89543e-06,9.746913333333334e-06,1.3016633333333333e-05
YJL138C,4.781383333333334e-06,6.74476e-06,5.064109999999999e-06,5.680053333333334e-06,5.89543e-06,9.746913333333334e-06,1.3016633333333333e-05
YEL034W,1.1831933333333333e-05,1.0065883333333333e-05,1.1084136666666668e-05,1.25602e-05,1.16134e-05,1.1489053333333333e-05,2.3251299999999995e-05
YHR132W-A,3.0726533333333333e-07,3.1856133333333333e-07,3.2298833333333335e-07,2.1828933333333335e-07,1.881693333333333e-07,4.3325699999999997e-07,2.93842e-07
YLR355C,6.496663333333333e-06,1.2963233333333333e-05,5.74849e-06,6.941569999999999e-06,7.71971e-06,1.2349233333333334e-05,1.4020399999999999e-05
YDR287W,7.733113333333332e-09,7.131293333333333e-09,6.459559999999999e-09,6.390696666666667e-09,5.9660733333333336e-09,9.60736e-09,8.43774e-09
YLR238W,7.238400000000002e-10,1.8650866666666665e-09,5.908576666666667e-10,9.37561e-10,6.110033333333334e-10,7.281649999999999e-10,6.47885e-10
YBR041W,4.692333333333334e-08,3.7767133333333335e-08,3.78954e-08,5.3782833333333335e-08,5.589966666666667e-08,7.404343333333334e-08,8.383426666666668e-08
YBR222C,7.146773333333334e-08,2.04464e-07,5.5507633333333334e-08,6.45222e-08,5.529013333333334e-08,8.692246666666668e-08,1.0033576666666667e-07
YIL098C,1.9288566666666664e-08,4.3111033333333334e-08,1.88294e-08,2.740096666666667e-08,3.32061e-08,6.334556666666667e-08,7.616056666666667e-08
YMR020W,7.677306666666666e-09,7.708216666666666e-09,4.892106666666667e-09,5.0486833333333324e-09,3.85996e-09,4.059153333333333e-09,3.84473e-09
YNL256W,6.199866666666667e-08,6.690256666666665e-08,5.10358e-08,5.354983333333333e-08,5.897373333333334e-08,9.723156666666666e-08,1.1680533333333332e-07
YJL167W,8.024763333333333e-06,9.866349999999999e-06,7.758363333333334e-06,1.4093933333333332e-05,1.4183366666666665e-05,2.124673333333333e-05,2.6069900000000003e-05
YEL047C,1.2877466666666667e-06,8.475036666666666e-07,1.006289e-06,1.0556226666666668e-06,1.0733566666666667e-06,1.0267663333333333e-06,9.874033333333333e-07
YGR019W,4.091686666666667e-07,4.5225566666666665e-07,3.6865833333333336e-07,3.351903333333333e-07,2.46242e-07,2.221263333333333e-07,2.0998066666666666e-07
YFR009W,6.497020000000001e-09,1.0322069999999999e-08,7.529009999999999e-09,8.397646666666666e-09,9.167866666666666e-09,1.6179866666666668e-08,2.36044e-08
YEL042W,5.882636666666667e-09,2.7311233333333333e-09,2.9252566666666666e-09,8.1552e-09,4.2202999999999996e-09,2.7633499999999997e-08,2.8395266666666664e-08
YPL110C,7.508313333333333e-09,1.4842466666666669e-08,5.813443333333334e-09,7.093186666666667e-09,6.942316666666666e-09,7.702593333333333e-09,9.623003333333334e-09
YDR358W,4.05138e-07,5.004546666666667e-07,2.8386066666666663e-07,3.3872e-07,2.87435e-07,2.3954e-07,2.19387e-07
YDR507C,7.598579999999999e-08,1.14486e-07,8.354400000000001e-08,1.2306066666666668e-07,1.4345366666666667e-07,1.9294466666666664e-07,1.62851e-07
YLR364W,6.903463333333334e-08,8.994456666666667e-08,7.14782e-08,1.1507399999999999e-07,1.5862533333333335e-07,3.638273333333333e-07,5.792983333333333e-07
YPR104C,2.2652966666666667e-09,2.5722400000000002e-09,2.2201766666666668e-09,2.8089600000000006e-09,3.0344066666666664e-09,4.3666500000000004e-09,4.3506500000000005e-09
YIL065C,1.6812466666666664e-07,1.9660166666666666e-07,1.9329666666666667e-07,3.0696966666666666e-07,2.81333e-07,3.5428233333333336e-07,3.950556666666667e-07
YML074C,1.1514366666666667e-06,1.092621e-06,9.11026e-07,9.917046666666666e-07,9.30335e-07,1.1869366666666666e-06,1.353773333333333e-06
YHR176W,3.0092766666666666e-08,3.4681233333333335e-08,5.384946666666666e-08,7.728773333333333e-08,9.923156666666668e-08,1.7514033333333333e-07,1.8489366666666665e-07
YER182W,9.095173333333333e-08,1.1414933333333333e-07,8.645713333333334e-08,1.3736433333333333e-07,1.43049e-07,2.1279266666666668e-07,2.362686666666667e-07
YPL103C,1.3707666666666667e-09,2.9720299999999997e-09,1.3337933333333333e-09,1.8182166666666667e-09,2.088953333333333e-09,2.9726966666666666e-09,3.2278633333333338e-09
YNL133C,3.472133333333333e-08,2.8424733333333338e-08,2.01611e-08,2.6104333333333333e-08,1.9259636666666666e-08,2.20077e-08,2.6690033333333332e-08
YBR207W,9.930873333333333e-08,1.29236e-07,7.701296666666666e-08,8.861516666666669e-08,9.264060000000001e-08,1.2519033333333334e-07,1.38742e-07
YAL022C,1.33414e-09,1.77377e-09,1.2930353333333333e-09,1.545846666666667e-09,1.7262066666666667e-09,2.0515099999999997e-09,2.4289066666666663e-09
YKL182W,3.865306666666667e-06,6.900586666666667e-06,4.255810000000001e-06,4.694976666666666e-06,4.479153333333333e-06,5.126209999999999e-06,5.522506666666666e-06
YGR234W,9.256613333333334e-07,1.5042566666666667e-06,1.0414656666666667e-06,1.36135e-06,1.6298366666666667e-06,2.72926e-06,3.33315e-06
YDR129C,1.1079633333333332e-06,1.2830333333333334e-06,9.762586666666667e-07,1.4112933333333335e-06,1.4207266666666666e-06,2.0077766666666665e-06,2.1613233333333335e-06
YMR221C,4.57012e-08,3.52401e-08,3.87595e-08,4.7323000000000006e-08,5.268453333333333e-08,8.14307e-08,9.389199999999999e-08
YDR110W,1.3632933333333335e-09,1.6067966666666666e-09,1.2116866666666667e-09,1.37063e-09,1.6581066666666667e-09,3.31272e-09,4.22071e-09
YDL120W,2.2451033333333333e-08,2.6029466666666665e-08,4.374876666666666e-08,5.12957e-08,5.259093333333334e-08,1.1801033333333334e-07,1.36659e-07
YMR311C,7.233166666666667e-09,2.18212e-08,8.232416666666667e-09,1.1850016666666668e-08,1.3348233333333334e-08,1.8290603333333333e-08,1.910253333333333e-08
YDR248C,6.814276666666667e-08,3.20389e-08,5.845086666666667e-08,7.401836666666666e-08,5.352523333333333e-08,6.97532e-08,8.723653333333331e-08
YGL142C,1.0195553333333336e-09,1.5856433333333334e-09,9.035853333333334e-10,1.2145766666666667e-09,1.2496466666666666e-09,1.6061233333333333e-09,1.7739299999999999e-09
YMR281W,5.6704e-09,6.1602366666666665e-09,3.541703333333333e-09,4.896006666666667e-09,4.564126666666666e-09,1.0928533333333332e-08,7.312730000000001e-09
YJR072C,3.6542733333333335e-08,5.2775266666666665e-08,3.671703333333333e-08,5.630043333333333e-08,6.645013333333333e-08,1.0292939999999999e-07,1.4212333333333332e-07
YIL053W,8.219199999999999e-07,4.95597e-07,8.800769999999999e-07,8.565746666666667e-07,5.517933333333334e-07,7.420369999999999e-07,1.324986666666667e-06
YOR356W,5.806346666666667e-07,1.022729e-06,5.882579999999999e-07,6.690216666666666e-07,7.316976666666668e-07,8.376646666666666e-07,7.179523333333333e-07
YDR518W,2.13987e-08,2.9821433333333334e-08,1.4886333333333333e-08,1.8833133333333336e-08,1.95246e-08,2.72915e-08,2.8877766666666665e-08
YJL085W,4.854803333333333e-09,7.2544400000000004e-09,3.812603333333333e-09,4.565033333333334e-09,5.003383333333334e-09,6.463753333333334e-09,6.481876666666666e-09
YJL137C,3.1752433333333333e-08,1.9576433333333334e-08,1.8915366666666666e-08,1.7285366666666664e-08,1.30309e-08,1.16376e-08,1.2422966666666667e-08
YER174C,1.4356933333333332e-07,2.6330533333333336e-07,1.4436066666666666e-07,1.89218e-07,2.0012599999999998e-07,2.546086666666667e-07,2.729556666666667e-07
YDR434W,1.5100466666666667e-08,1.5050333333333332e-08,1.2035426666666668e-08,1.7548866666666665e-08,1.7387833333333335e-08,2.0993033333333334e-08,2.498373333333333e-08
YMR307W,5.308756666666666e-07,1.0809673333333332e-06,6.040633333333333e-07,7.19028e-07,1.0780126666666665e-06,1.5273733333333334e-06,1.1672933333333334e-06
YOL030W,2.0322033333333336e-07,3.0469533333333333e-07,1.989063333333333e-07,2.0301433333333334e-07,2.447116666666667e-07,3.3273033333333333e-07,3.20642e-07
YOR212W,1.7278866666666667e-08,1.5687266666666667e-08,1.9270766666666667e-08,2.4747399999999998e-08,2.6449366666666666e-08,3.60256e-08,4.12243e-08
YMR116C,5.960713333333334e-07,6.086646666666666e-07,7.892213333333334e-07,1.2376166666666667e-06,1.15204e-06,2.8053633333333334e-06,8.612703333333333e-06
YDR019C,2.3822000000000002e-06,1.5292966666666667e-06,2.3322233333333334e-06,2.1665266666666665e-06,2.061393333333333e-06,2.7527066666666663e-06,2.6386033333333335e-06
YER136W,6.789196666666667e-07,7.62176e-07,7.622153333333334e-07,8.241236666666667e-07,7.830956666666666e-07,1.079792e-06,1.1035166666666666e-06
YAL031C,9.271143333333334e-09,1.42067e-08,7.61973e-09,9.632083333333334e-09,1.0851e-08,1.2367833333333332e-08,1.0081063333333334e-08
YML006C,4.5733899999999993e-10,4.607373333333334e-10,1.8128333333333334e-10,4.62e-10,4.663596666666668e-10,6.830203333333335e-10,7.124803333333333e-10
YMR293C,1.0729733333333332e-08,1.1794466666666667e-08,8.914999999999999e-09,9.702823333333333e-09,9.53137e-09,1.1902233333333333e-08,1.2025399999999999e-08
YGR252W,2.936266666666667e-09,2.8870833333333336e-09,1.5268399999999999e-09,1.7957933333333334e-09,3.2605133333333332e-09,2.74835e-09,2.59669e-09
YNL199C,4.265833333333333e-09,6.097956666666667e-09,3.1281633333333334e-09,3.953636666666667e-09,4.27811e-09,6.7659833333333335e-09,9.382306666666667e-09
YPL137C,2.1843066666666668e-08,2.6529899999999998e-08,1.7918633333333334e-08,2.1747266666666666e-08,2.3960900000000003e-08,3.2767933333333333e-08,3.5732066666666664e-08
YDR096W,2.6153566666666666e-10,2.3875533333333334e-10,1.8206833333333333e-10,2.0819433333333336e-10,1.9673633333333332e-10,2.06701e-10,1.7053300000000003e-10
YOR155C,4.1360166666666666e-08,6.624443333333334e-08,3.403243333333334e-08,4.36186e-08,4.4872899999999995e-08,4.820326666666666e-08,5.0588966666666664e-08
YOR304W,3.06675e-08,3.638956666666667e-08,2.75568e-08,3.36423e-08,3.4466666666666664e-08,3.5908833333333336e-08,5.181310000000001e-08
YNL227C,9.405733333333333e-09,1.4066899999999999e-08,8.40697e-09,8.395476666666668e-09,9.781863333333333e-09,1.35143e-08,1.504226666666667e-08
YPL125W,2.209806666666667e-08,3.972383333333333e-08,1.6763333333333332e-08,2.0752566666666666e-08,2.1736633333333333e-08,2.66323e-08,2.9791733333333333e-08
YJL164C,1.3147866666666667e-07,1.67333e-07,1.1287766666666666e-07,1.3764266666666667e-07,1.35257e-07,1.4611766666666667e-07,1.5309766666666667e-07
YIL162W,1.2312e-06,6.240606666666666e-06,5.556883333333334e-07,4.776950000000001e-07,5.42141e-07,6.376459999999999e-07,5.731243333333333e-07
YBR140C,8.110286666666668e-10,1.1454466666666667e-09,8.17083e-10,1.1277866666666668e-09,1.2484733333333332e-09,1.3020766666666666e-09,1.4051266666666668e-09
