all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7
YAL002W,1.4391500000000001e-09,1.8492633333333332e-09,1.1862233333333336e-09,1.33973e-09,1.4621366666666668e-09,1.8436533333333334e-09,2.060553333333333e-09
YLR132C,4.08433e-08,3.5071466666666665e-08,3.407073333333333e-08,7.844713333333333e-08,4.5027033333333336e-08,8.69349e-08,9.819313333333334e-08
YER082C,4.590203333333333e-08,1.0900623333333333e-07,3.937336666666667e-08,4.5168500000000005e-08,5.2247899999999994e-08,9.679e-08,1.1803366666666667e-07
YJR049C,2.8370899999999998e-09,4.910123333333333e-09,2.4068366666666666e-09,2.9762666666666664e-09,3.4214233333333333e-09,3.867196666666667e-09,3.3501566666666666e-09
YGL212W,2.9779599999999998e-08,2.8225433333333334e-08,2.555226666666667e-08,2.6542733333333335e-08,2.812833333333333e-08,2.8958e-08,2.7976366666666667e-08
YKL080W,9.108036666666667e-07,7.619476666666668e-07,8.80086e-07,1.2940933333333334e-06,1.34345e-06,2.0138433333333334e-06,2.3940699999999997e-06
YEL051W,2.6167166666666665e-07,3.0807100000000006e-07,2.65796e-07,4.1444833333333335e-07,4.655526666666666e-07,6.219396666666666e-07,7.374130000000001e-07
YBL017C,2.0346733333333337e-08,2.2602766666666667e-08,1.7717333333333332e-08,2.2011333333333337e-08,2.37796e-08,3.112276666666667e-08,3.45337e-08
YLR396C,8.53024e-09,6.920540000000001e-09,6.374106666666667e-09,7.119960000000001e-09,6.05059e-09,6.10241e-09,6.2062466666666664e-09
YLR240W,2.6896633333333337e-09,1.4264486666666667e-09,2.1428066666666667e-09,2.2370566666666664e-09,2.2518233333333335e-09,2.752946666666667e-09,2.64059e-09
YGL095C,3.1692e-08,3.597846666666667e-08,2.9375200000000004e-08,3.514513333333334e-08,3.0177566666666666e-08,3.573176666666667e-08,5.0170733333333336e-08
YDR027C,3.2609733333333335e-08,4.1138433333333336e-08,2.680546666666667e-08,3.4430566666666664e-08,3.3192799999999994e-08,3.812973333333333e-08,4.1967166666666666e-08
YLR386W,1.58801e-07,1.79904e-07,1.1589193333333334e-07,1.3935733333333334e-07,1.35384e-07,1.3901766666666667e-07,1.45333e-07
YEL013W,9.204063333333334e-07,5.476933333333333e-07,6.8562e-07,7.56348e-07,7.885976666666668e-07,9.183556666666666e-07,9.889316666666667e-07
YDL077C,9.601673333333333e-09,1.0831766666666665e-08,6.4200100000000005e-09,6.788956666666667e-09,6.608746666666666e-09,7.771763333333333e-09,8.009233333333333e-09
YDL185W,3.3766733333333337e-06,3.01848e-06,4.902736666666667e-06,6.702746666666667e-06,7.25847e-06,1.16138e-05,1.2668899999999998e-05
YER128W,1.1082366666666667e-08,2.1159166666666666e-08,1.4656600000000002e-08,2.17454e-08,1.3421966666666666e-08,1.3974433333333333e-08,1.60659e-08
YBR127C,1.9725133333333335e-06,2.7630733333333333e-06,2.44026e-06,3.253123333333334e-06,3.5376366666666666e-06,6.385746666666668e-06,7.791620000000001e-06
YDR119W,8.217996666666666e-09,9.580643333333333e-09,8.751116666666667e-09,1.2020133333333331e-08,1.3404633333333333e-08,2.0463366666666668e-08,2.4841366666666663e-08
YML028W,1.8835266666666666e-05,1.8375033333333333e-05,2.31983e-05,2.2814833333333334e-05,1.7552433333333335e-05,2.7521766666666668e-05,3.5264533333333334e-05
YDR084C,3.7560766666666664e-08,4.521756666666667e-08,3.315016666666667e-08,4.1337933333333324e-08,4.15736e-08,4.8925500000000004e-08,5.367900000000001e-08
YBR166C,1.092235e-07,1.4071800000000003e-07,1.1359386666666666e-07,1.1826266666666668e-07,1.1427033333333333e-07,1.4527333333333332e-07,1.64761e-07
YHR111W,1.0761969999999999e-07,1.36264e-07,9.156050000000001e-08,9.207006666666667e-08,7.599203333333334e-08,8.948493333333333e-08,9.602933333333335e-08
YMR022W,1.67998e-07,4.4451133333333337e-07,5.445023333333333e-07,4.716583333333333e-07,3.171416666666667e-07,3.8126666666666665e-07,3.452736666666667e-07
YCR084C,3.1938833333333334e-07,3.8613133333333335e-07,3.5513499999999996e-07,4.5307766666666663e-07,5.20879e-07,8.161516666666667e-07,8.254633333333332e-07
YJL197W,2.66783e-08,3.620523333333333e-08,2.28347e-08,2.65212e-08,2.9232966666666668e-08,3.602926666666667e-08,4.942556666666667e-08
YBR058C,7.012536666666667e-08,9.941839999999999e-08,6.011493333333334e-08,7.20437e-08,6.316393333333333e-08,8.162806666666666e-08,1.0626656666666669e-07
YIL031W,1.8334400000000002e-10,2.5081133333333336e-10,8.3239e-11,1.1899499999999999e-10,1.3037466666666668e-10,2.5607e-10,0.0
YOR191W,1.6912766666666667e-09,2.6686599999999998e-09,1.4551e-09,2.0728266666666665e-09,2.2926533333333332e-09,3.259253333333333e-09,3.6362533333333334e-09
YML014W,2.645376666666667e-09,4.12605e-09,3.1688800000000003e-09,3.027086666666667e-09,3.742706666666667e-09,5.561623333333334e-09,6.438223333333333e-09
YKL211C,4.1056733333333337e-07,6.631453333333334e-07,3.3535166666666665e-07,4.7411999999999996e-07,4.775376666666667e-07,7.86303e-07,1.0456450000000002e-06
YDR177W,2.2325733333333335e-06,3.6646233333333336e-06,2.24387e-06,2.445656666666667e-06,2.43456e-06,3.4829599999999997e-06,3.857363333333333e-06
YDR054C,5.77422e-09,1.3060166666666665e-08,6.644929999999999e-09,6.040466666666667e-09,1.1261099999999998e-08,1.0160533333333333e-08,1.928536666666667e-08
YDL064W,2.1641566666666668e-08,2.23444e-08,2.2146433333333337e-08,2.99935e-08,3.33145e-08,5.588606666666666e-08,8.3169e-08
YEL024W,2.8836e-07,2.90462e-07,2.978483333333333e-07,5.173703333333334e-07,5.538739999999999e-07,8.935233333333332e-07,1.1401533333333334e-06
YDL170W,3.99298e-09,3.892653333333334e-09,3.3187233333333336e-09,3.27168e-09,3.1512766666666666e-09,3.318623333333334e-09,3.60817e-09
YOR256C,5.027503333333333e-09,8.391083333333333e-09,3.623156666666667e-09,4.61203e-09,4.956656666666667e-09,6.154163333333334e-09,7.935430000000001e-09
YKR056W,3.398433333333333e-08,3.942396666666667e-08,3.040773333333333e-08,2.5672833333333333e-08,2.5839133333333332e-08,3.753963333333333e-08,4.384376666666666e-08
YJL125C,9.275956666666667e-08,1.4787400000000002e-07,8.292453333333334e-08,7.2849e-08,9.087236666666668e-08,1.34229e-07,1.5349933333333333e-07
YER090W,2.5449099999999997e-07,4.376046666666667e-07,2.190446666666667e-07,2.62015e-07,2.7891999999999996e-07,4.784386666666667e-07,5.979203333333334e-07
YLR043C,9.092773333333333e-06,1.0361773333333334e-05,8.63529e-06,1.1146326666666668e-05,1.1371566666666666e-05,1.7071333333333334e-05,1.8237166666666665e-05
YHR106W,2.663363333333333e-07,3.32434e-07,1.7771233333333334e-07,1.49655e-07,1.3447266666666667e-07,1.4337933333333335e-07,1.3212026666666668e-07
YPL207W,4.146936666666666e-08,7.126086666666667e-08,4.4405766666666664e-08,6.411393333333334e-08,7.732376666666666e-08,1.2634866666666667e-07,1.5264366666666666e-07
YJR103W,4.93695e-07,3.83485e-07,3.511606666666666e-07,4.0006666666666664e-07,3.6943900000000003e-07,3.8495533333333334e-07,3.859783333333333e-07
YDR520C,3.117903333333333e-09,7.42171e-09,4.818683333333333e-09,4.6375033333333335e-09,2.8461700000000003e-09,5.167436666666667e-09,6.37089e-09
YPL176C,5.192246666666666e-09,9.36032e-09,4.98951e-09,7.060163333333333e-09,8.401926666666667e-09,1.1505000000000001e-08,1.49001e-08
YDL201W,6.409246666666668e-08,1.0563533333333334e-07,5.008536666666667e-08,5.873313333333333e-08,7.289783333333334e-08,1.2566e-07,1.4162466666666668e-07
YML100W,1.8032733333333334e-07,2.51333e-07,1.58206e-07,2.0670533333333334e-07,1.6730300000000003e-07,1.0551323333333332e-07,9.29904e-08
YKL033W,2.1899200000000002e-09,3.97525e-09,2.183596666666667e-09,2.4032066666666663e-09,2.2798433333333336e-09,3.11775e-09,3.5277033333333334e-09
YKR088C,2.2035633333333333e-07,2.9548833333333335e-07,1.8049000000000002e-07,1.9715766666666668e-07,2.188776666666667e-07,2.43708e-07,2.491973333333333e-07
YDL103C,3.1341466666666664e-07,4.353193333333333e-07,2.803323333333333e-07,3.386836666666667e-07,3.4416300000000006e-07,3.957536666666667e-07,3.7970966666666666e-07
YDR390C,1.0254383333333334e-07,1.38477e-07,7.60343e-08,8.877576666666666e-08,8.686893333333333e-08,9.976783333333334e-08,1.1071183333333335e-07
YPR066W,1.4890199999999999e-08,1.9497433333333334e-08,9.777466666666666e-09,1.0098866666666667e-08,9.3664e-09,1.2868566666666666e-08,0.0
YML013W,8.88358e-09,9.058513333333333e-09,7.085783333333334e-09,9.13958e-09,8.772296666666667e-09,1.0416233333333334e-08,1.2940433333333335e-08
YDR330W,1.1159266666666666e-07,1.6241766666666665e-07,1.0307426666666666e-07,1.3443899999999998e-07,1.3517766666666665e-07,1.5638699999999998e-07,1.6842333333333331e-07
YPL139C,1.16205e-08,6.365496666666666e-09,1.5410453333333335e-08,2.1296433333333332e-08,1.7169666666666668e-08,2.57493e-08,2.6659466666666665e-08
YKL034W,9.356693333333333e-09,1.2555833333333334e-08,8.682923333333333e-09,9.46524e-09,9.484653333333333e-09,1.2836000000000002e-08,1.46879e-08
YGR080W,3.630866666666667e-08,4.767626666666667e-08,1.2958966666666667e-07,1.3121333333333331e-07,1.1317499999999999e-07,1.38e-07,3.1234599999999996e-07
YDR092W,3.445743333333333e-07,4.779456666666667e-07,2.628626666666667e-07,3.273586666666666e-07,3.2387833333333335e-07,3.5186600000000004e-07,3.635196666666667e-07
YNL186W,3.5242466666666666e-08,5.332896666666667e-08,2.6733466666666666e-08,3.548103333333333e-08,4.3794133333333333e-08,7.132243333333333e-08,9.394433333333334e-08
YBL067C,2.680153333333333e-09,6.227993333333334e-09,1.5257566666666668e-09,1.8260766666666667e-09,2.6667166666666668e-09,2.688793333333333e-09,3.464016666666667e-09
YPL072W,1.2751933333333333e-08,2.0161133333333333e-08,1.0730683333333332e-08,1.4544866666666666e-08,1.6794899999999997e-08,2.166856666666667e-08,2.545226666666667e-08
YDL122W,2.4958733333333332e-08,3.6900566666666666e-08,2.1721100000000002e-08,2.79532e-08,3.091286666666667e-08,4.585516666666666e-08,4.677073333333333e-08
YER151C,2.9399900000000003e-08,3.62529e-08,2.3373999999999998e-08,3.4168066666666665e-08,3.512383333333333e-08,6.487193333333333e-08,7.921813333333333e-08
YDL091C,1.0949000000000001e-07,1.19566e-07,8.54022e-08,8.550420000000001e-08,8.958896666666667e-08,8.615586666666666e-08,7.946276666666666e-08
YBR291C,1.0311416666666667e-06,2.03583e-06,1.042278e-06,1.3172566666666668e-06,1.3887666666666665e-06,2.6189900000000004e-06,3.55182e-06
YLR306W,2.025803333333333e-08,1.93167e-08,1.6157666666666666e-08,2.2541333333333332e-08,1.8333033333333332e-08,1.9255033333333332e-08,2.16319e-08
YER144C,3.4273733333333336e-09,5.420006666666667e-09,3.0019200000000003e-09,3.4274566666666664e-09,3.811193333333334e-09,4.17572e-09,5.3544000000000005e-09
YFR010W,1.74793e-07,2.6076399999999997e-07,1.54942e-07,2.21032e-07,2.064923333333333e-07,2.6579300000000003e-07,3.3524133333333335e-07
YGR048W,1.0764033333333334e-06,1.4510933333333333e-06,8.216669999999999e-07,8.265433333333334e-07,8.520073333333333e-07,9.451796666666666e-07,9.06125e-07
YBR006W,2.0859533333333332e-08,1.3710299999999998e-08,1.4821933333333333e-08,1.85286e-08,1.6349866666666666e-08,1.5400533333333332e-08,1.4733333333333333e-08
YPL020C,6.257806666666667e-09,6.117e-09,4.938726666666666e-09,5.5369899999999995e-09,5.194176666666667e-09,6.3549533333333336e-09,7.2790233333333324e-09
YKR014C,4.1978300000000003e-08,4.140866666666666e-08,2.9771033333333335e-08,5.2441999999999994e-08,5.3503666666666665e-08,7.407673333333333e-08,9.72376e-08
YKL214C,1.18676e-07,9.51895e-08,1.2309150000000001e-07,1.3932466666666667e-07,1.3789533333333335e-07,1.9224733333333333e-07,2.1866133333333332e-07
YDR545W,9.329623333333334e-09,8.778149999999999e-09,9.366476666666668e-09,9.764043333333333e-09,8.48121e-09,7.376276666666667e-09,7.861693333333333e-09
YHR016C,7.30364e-07,7.714073333333334e-07,6.72828e-07,7.526589999999999e-07,6.818700000000001e-07,7.614539999999999e-07,8.100906666666666e-07
YMR089C,6.865946666666667e-08,1.1538733333333334e-07,7.144963333333333e-08,1.0425176666666666e-07,1.09248e-07,1.6950233333333332e-07,1.8313166666666669e-07
YCR004C,9.931103333333334e-06,1.9259933333333332e-05,4.3211299999999996e-06,4.263473333333333e-06,5.050693333333334e-06,6.0906666666666666e-06,5.5447699999999994e-06
YCR016W,8.989266666666667e-08,1.3365433333333333e-07,7.582116666666666e-08,9.620803333333334e-08,1.1185256666666667e-07,1.8481566666666666e-07,2.163616666666667e-07
YDL057W,9.813100000000001e-08,6.015713333333335e-08,6.76269e-08,7.76679e-08,6.601159999999999e-08,4.728913333333333e-08,4.58991e-08
YDR132C,7.472833333333333e-10,0.0,8.332533333333334e-10,1.0125433333333334e-09,9.371933333333332e-10,3.12813e-09,3.734226666666667e-09
YHR017W,1.5591e-07,2.2954233333333335e-07,1.47211e-07,2.1733766666666667e-07,2.0349766666666667e-07,2.5146933333333333e-07,2.7552e-07
YHR020W,1.27615e-07,1.82141e-07,1.5372699999999998e-07,1.8241e-07,2.1211133333333336e-07,4.7381000000000003e-07,6.560516666666667e-07
YHR097C,1.569153333333333e-08,2.576443333333333e-08,2.1824366666666666e-08,3.046546666666667e-08,2.5384133333333333e-08,2.98523e-08,3.497776666666667e-08
YHR122W,7.26703e-09,1.33283e-08,6.4477466666666665e-09,9.818036666666667e-09,1.1104079999999999e-08,1.7550033333333335e-08,2.168006666666667e-08
YHR138C,1.6918966666666668e-07,2.95628e-07,1.410866e-07,1.8955866666666667e-07,1.7548266666666667e-07,2.2595866666666665e-07,2.0020433333333333e-07
YIL001W,3.384846666666667e-08,4.152893333333334e-08,2.8112366666666663e-08,2.98959e-08,2.814323333333333e-08,2.6603333333333333e-08,2.9233866666666667e-08
YJL171C,3.00076e-08,5.5071866666666673e-08,2.3936166666666665e-08,2.7486733333333333e-08,2.693456666666667e-08,3.771763333333333e-08,4.232113333333333e-08
YJR011C,1.5114933333333334e-08,3.125603333333333e-08,1.1148866666666666e-08,1.2109666666666666e-08,2.08672e-08,1.81831e-08,1.6914566666666665e-08
YKL023W,2.0836833333333332e-08,2.2684533333333333e-08,1.9312066666666664e-08,2.5095199999999998e-08,1.9961566666666666e-08,2.4078133333333334e-08,2.6500833333333336e-08
YKL091C,5.718713333333333e-07,7.947443333333333e-07,4.909573333333334e-07,5.171356666666667e-07,5.2487e-07,4.725066666666666e-07,3.9045e-07
YLR345W,3.6766533333333337e-07,2.968683333333333e-07,2.90892e-07,3.6712333333333334e-07,3.0813900000000003e-07,3.44999e-07,3.810593333333333e-07
YMR178W,1.4582733333333332e-07,1.7766466666666665e-07,1.20264e-07,1.42378e-07,1.44585e-07,2.2432633333333334e-07,2.1897800000000004e-07
YMR209C,1.34658e-09,2.3314666666666667e-09,1.1557533333333334e-09,1.4713966666666666e-09,1.6604966666666667e-09,2.076173333333333e-09,2.3466333333333335e-09
YML018C,7.505946666666667e-08,1.1402033333333334e-07,6.549303333333334e-08,7.668913333333332e-08,9.54589e-08,1.945883333333333e-07,2.33376e-07
YML079W,1.2145499999999997e-07,2.1382166666666668e-07,8.80788e-08,9.16377e-08,1.0081316666666666e-07,1.0934966666666667e-07,1.1327710000000002e-07
YNR021W,6.71826e-07,7.106246666666666e-07,5.801063333333334e-07,7.575826666666667e-07,7.46723e-07,1.1788133333333333e-06,1.6298366666666667e-06
YNL010W,7.666943333333333e-07,1.1134053333333335e-06,7.940823333333333e-07,8.89367e-07,1.0177243333333334e-06,1.57224e-06,1.8507433333333332e-06
YER074W-A,8.76706e-08,6.33736e-08,6.639623333333333e-08,1.0765800000000001e-07,7.0739e-08,2.75984e-07,2.683316666666667e-07
YPL150W,2.7909333333333337e-09,2.98361e-09,2.3390899999999996e-09,2.4924699999999998e-09,2.44388e-09,3.0283400000000003e-09,3.3348966666666664e-09
YPR170W-B,5.124663333333333e-07,9.350066666666667e-07,7.192166666666666e-07,1.0714136666666666e-06,1.11101e-06,1.6111666666666667e-06,1.6383433333333333e-06
YDL235C,4.125536666666667e-07,5.220533333333334e-07,4.0177e-07,4.788463333333334e-07,4.6021799999999997e-07,5.548219999999999e-07,6.2893e-07
YFL038C,7.083379999999999e-07,6.806286666666666e-07,8.642406666666666e-07,1.37297e-06,1.1994933333333335e-06,2.1680733333333335e-06,3.28926e-06
YBR241C,1.3467533333333333e-08,1.6476866666666668e-08,9.365993333333333e-09,1.28882e-08,1.0361716666666666e-08,1.3864413333333334e-08,1.8526266666666667e-08
YBR137W,1.2496406666666668e-08,6.8277600000000004e-09,1.044559e-08,7.851476666666666e-09,9.036003333333334e-09,5.863749999999999e-09,4.687596666666667e-09
YLL055W,1.3496466666666665e-07,2.4917833333333335e-07,1.4076233333333332e-07,1.53857e-07,1.8653466666666668e-07,3.0320133333333333e-07,4.1153400000000004e-07
YDR061W,6.751870000000001e-08,9.143463333333333e-08,6.478503333333333e-08,9.9003e-08,9.553390000000001e-08,1.2669699999999999e-07,1.36721e-07
YER158C,3.8244599999999994e-09,4.25282e-09,4.143296666666667e-09,5.14094e-09,5.487386666666667e-09,5.875786666666666e-09,5.876373333333332e-09
YGR117C,1.1144033333333333e-09,2.5591100000000003e-09,9.934103333333331e-10,1.1989433333333335e-09,1.0800276666666669e-09,1.3369799999999999e-09,1.36349e-09
YGL041W-A,1.2962000000000002e-07,2.1133299999999998e-07,1.1865633333333333e-07,2.43752e-07,2.6045800000000004e-07,4.4602933333333335e-07,6.10248e-07
YGR210C,7.977986666666667e-09,8.444046666666665e-09,8.1812e-09,9.0251e-09,9.651983333333333e-09,1.6256600000000003e-08,2.038676666666667e-08
YIL055C,2.890776666666667e-08,2.995833333333333e-08,1.80413e-08,1.76682e-08,1.4906266666666665e-08,1.2131700000000001e-08,1.33996e-08
YJR111C,5.51874e-08,7.907886666666666e-08,4.67736e-08,6.935503333333333e-08,7.00837e-08,1.2204e-07,1.3379833333333336e-07
YJR142W,2.08876e-08,3.3458300000000004e-08,1.8247566666666668e-08,2.5313466666666667e-08,2.6142033333333333e-08,3.2618166666666666e-08,3.6760166666666664e-08
YJL049W,1.9489966666666668e-08,2.3325966666666667e-08,1.7604566666666666e-08,2.0683599999999997e-08,2.27105e-08,2.7659666666666665e-08,2.8693366666666663e-08
YLL032C,1.8736433333333335e-08,2.4617766666666665e-08,1.70131e-08,1.9379066666666667e-08,1.9243266666666666e-08,2.7218733333333337e-08,3.050243333333333e-08
YLR179C,1.7319733333333333e-07,8.157333333333333e-08,1.46317e-07,1.4532433333333335e-07,1.6379666666666668e-07,5.583783333333333e-07,4.901639999999999e-07
YLR225C,1.06719e-07,8.918883333333333e-08,8.123476666666668e-08,9.388723333333332e-08,7.604693333333334e-08,8.061746666666666e-08,9.382886666666667e-08
YLR287C,2.1306066666666668e-08,2.6786133333333334e-08,2.1002866666666665e-08,2.051073333333333e-08,2.1951033333333335e-08,2.737e-08,2.726856666666667e-08
YLR419W,2.0565233333333336e-08,2.44665e-08,1.8344300000000002e-08,2.0077566666666668e-08,2.10634e-08,2.6159099999999998e-08,2.82512e-08
YJL141C,7.52012e-08,8.395466666666668e-08,5.939516666666666e-08,7.12228e-08,6.283770000000001e-08,5.607260000000001e-08,6.5729e-08
YPL239W,3.8083e-07,5.90872e-07,3.8702633333333333e-07,4.876143333333334e-07,5.179223333333334e-07,8.46198e-07,8.274936666666667e-07
YBL029C-A,8.868093333333333e-07,1.1016133333333332e-06,6.368656666666667e-07,6.416360000000001e-07,5.867216666666666e-07,4.1188699999999993e-07,3.3613233333333327e-07
YCR087C-A,4.182463333333333e-08,7.663893333333334e-08,2.782513333333333e-08,3.63863e-08,5.21101e-08,1.0999396666666667e-07,1.4789966666666665e-07
YCR023C,1.8383633333333335e-08,2.1778366666666667e-08,1.582326666666667e-08,1.7577666666666668e-08,1.8271233333333332e-08,2.0700400000000002e-08,2.2793733333333335e-08
YDR089W,1.5937066666666668e-08,1.32367e-08,1.4474866666666666e-08,1.6991766666666664e-08,1.8233366666666667e-08,2.453226666666667e-08,2.7382e-08
YDL144C,1.40174e-07,1.3133166666666668e-07,1.3742333333333332e-07,1.4423166666666665e-07,1.24818e-07,1.6548566666666666e-07,1.8087133333333332e-07
YKL065C,2.8270833333333336e-07,4.00916e-07,2.3804233333333332e-07,3.6528333333333337e-07,3.6511100000000005e-07,3.9797633333333336e-07,4.353926666666666e-07
YER156C,1.5799466666666666e-07,2.45655e-07,1.3331733333333334e-07,1.9292966666666665e-07,2.1012533333333333e-07,3.2355733333333333e-07,3.6786999999999997e-07
YFR007W,3.94491e-09,5.335093333333333e-09,2.6504433333333335e-09,4.7294333333333336e-09,4.100966666666666e-09,6.136886666666666e-09,6.92835e-09
YFR016C,7.535196666666667e-09,9.712063333333334e-09,7.93374e-09,1.0726733333333332e-08,1.1252633333333333e-08,1.8209599999999997e-08,2.4037266666666666e-08
YGL036W,2.2208133333333332e-10,3.7897633333333336e-10,1.5614366666666668e-10,1.8261666666666667e-10,1.7590966666666667e-10,2.3899700000000003e-10,2.9648533333333336e-10
YGR149W,8.782386666666667e-09,2.1770433333333334e-08,7.029246666666667e-09,9.888063333333333e-09,1.2491666666666668e-08,1.8006533333333333e-08,1.8612166666666666e-08
YGL114W,2.0739133333333333e-08,2.2665566666666665e-08,1.544257e-08,1.64692e-08,1.83866e-08,2.5586599999999998e-08,2.8102166666666667e-08
YHR202W,6.28846e-08,6.77316e-08,5.605656666666667e-08,5.6827599999999996e-08,5.62313e-08,6.180746666666667e-08,6.058456666666666e-08
YHR045W,7.854876666666666e-08,9.809446666666667e-08,7.500323333333334e-08,1.08935e-07,1.0884066666666666e-07,1.5274533333333332e-07,1.7673e-07
YMR241W,6.8578799999999995e-06,9.152696666666667e-06,7.369056666666666e-06,9.971363333333334e-06,1.2057233333333332e-05,1.5988566666666668e-05,1.54966e-05
YIL156W-B,7.467353333333333e-07,1.2660166666666667e-06,6.370143333333334e-07,7.703726666666666e-07,8.239746666666666e-07,9.88424e-07,1.0615066666666666e-06
YNL263C,6.0203399999999995e-09,9.88804e-09,4.456066666666667e-09,5.146396666666666e-09,5.869113333333334e-09,6.97618e-09,7.392753333333333e-09
YIL108W,1.0683880000000001e-07,1.33566e-07,8.48911e-08,9.39551e-08,1.0163386666666668e-07,1.15013e-07,1.19511e-07
YJL055W,5.47194e-08,7.930746666666666e-08,6.230816666666666e-08,9.750729999999999e-08,1.0108583333333334e-07,1.5001399999999998e-07,1.8612733333333333e-07
YJL070C,2.13775e-09,3.26772e-09,3.035456666666667e-09,3.786386666666667e-09,3.1343833333333334e-09,3.2799733333333327e-09,3.3910333333333333e-09
YJL206C,3.734166666666667e-09,6.17589e-09,3.280723333333333e-09,3.695693333333334e-09,4.0505566666666664e-09,5.23193e-09,5.8753e-09
YKR078W,8.39306e-09,1.4139166666666668e-08,5.46579e-09,6.58354e-09,7.73198e-09,1.1260966666666666e-08,1.0161963333333332e-08
YKL063C,2.236713333333333e-09,4.008839999999999e-09,1.8521100000000001e-09,2.2994166666666666e-09,2.5137266666666665e-09,3.08056e-09,3.5057166666666665e-09
YKL077W,3.7101899999999997e-07,5.384436666666667e-07,3.0786766666666667e-07,3.8710666666666666e-07,4.3878e-07,5.67528e-07,5.870696666666666e-07
YLR050C,1.0200086666666666e-07,1.3459133333333333e-07,1.010342e-07,1.71174e-07,1.79346e-07,1.97424e-07,1.9330033333333333e-07
YLR363W-A,6.406643333333333e-08,8.076069999999999e-08,6.158643333333333e-08,8.975513333333334e-08,1.041444e-07,2.7661633333333334e-07,4.3406699999999994e-07
YLR422W,1.0595833333333333e-08,1.5272866666666665e-08,9.33102e-09,1.1525680000000002e-08,1.11283e-08,1.540086666666667e-08,1.5051033333333333e-08
YMR099C,2.4625666666666666e-07,1.9162433333333334e-07,3.410993333333333e-07,3.4035566666666666e-07,2.761256666666667e-07,4.0380466666666664e-07,4.0976499999999996e-07
YNL260C,2.9403133333333335e-09,6.31043e-09,2.0193533333333334e-09,2.6828766666666664e-09,3.56426e-09,7.38908e-09,1.0274083333333334e-08
YNR034W-A,1.5227276666666666e-06,2.4787200000000002e-06,4.5958633333333334e-07,4.041393333333334e-07,2.9250233333333335e-07,2.537763333333333e-07,2.729486666666667e-07
YNL320W,3.09947e-08,5.89833e-08,2.1812400000000002e-08,2.4937166666666668e-08,4.604556666666666e-08,3.701496666666667e-08,3.74894e-08
YOL087C,3.59272e-09,3.774266666666667e-09,3.796446666666667e-09,4.343793333333334e-09,4.020353333333334e-09,5.9914299999999994e-09,6.167186666666667e-09
YOR289W,8.193493333333333e-08,8.64795e-08,6.524100000000001e-08,6.638053333333333e-08,5.4325566666666665e-08,3.939473333333333e-08,3.248813333333333e-08
YBR230W-A,1.024859e-07,9.427313333333333e-08,5.863636666666667e-08,6.932276666666667e-08,1.8793e-07,2.0127266666666666e-07,2.35721e-07
YBR053C,2.368976666666667e-07,2.05924e-07,2.0278133333333334e-07,2.567726666666667e-07,2.1772533333333332e-07,2.00237e-07,1.9161433333333333e-07
YDR131C,4.741353333333333e-09,5.2006466666666665e-09,3.729576666666667e-09,4.0460266666666675e-09,4.049120000000001e-09,4.321983333333333e-09,4.92231e-09
YGR125W,1.1887e-07,7.88274e-08,1.3589766666666667e-07,1.9368133333333332e-07,2.3696333333333332e-07,3.877483333333333e-07,4.1403433333333336e-07
YGR266W,9.982566666666667e-08,9.370780000000001e-08,6.912473333333334e-08,7.004450000000002e-08,7.044946666666666e-08,8.20699e-08,8.494616666666666e-08
YGL108C,3.6800066666666665e-07,3.9763000000000005e-07,4.99918e-07,5.754026666666667e-07,3.283933333333333e-07,2.9983999999999996e-07,2.7133133333333335e-07
YGL140C,3.5323600000000004e-08,3.423546666666667e-08,3.092783333333333e-08,3.677173333333333e-08,4.0242066666666657e-08,5.613463333333334e-08,5.635176666666667e-08
YGL204C,7.974036666666667e-09,1.1276966666666668e-08,3.92389e-09,5.57971e-09,6.3119400000000004e-09,1.5031333333333337e-08,1.0725633333333332e-08
YHL009C,1.3587000000000001e-08,2.7643033333333334e-08,1.5404066666666666e-08,1.6164033333333335e-08,1.9147766666666667e-08,1.3889666666666666e-08,1.2671166666666666e-08
YBL010C,1.1861133333333334e-08,1.3060333333333333e-08,1.1574643333333332e-08,1.6250033333333333e-08,1.6594533333333333e-08,2.6335433333333335e-08,3.1455666666666665e-08
YDR056C,4.93541e-08,1.0344659999999999e-07,4.20028e-08,4.88864e-08,5.2791333333333335e-08,6.368583333333333e-08,6.348849999999999e-08
YDL073W,8.8429e-10,2.2627266666666664e-09,1.2014783333333334e-09,1.061554666666667e-09,1.2925966666666664e-09,2.0622600000000003e-09,2.2419366666666665e-09
YDL183C,3.906846666666667e-09,4.857053333333333e-09,2.71202e-09,3.402366666666667e-09,3.1917933333333335e-09,3.020383333333333e-09,3.479003333333333e-09
YEL020C,1.4830466666666667e-08,1.8549033333333332e-08,1.07019e-08,9.873766666666667e-09,9.547433333333334e-09,1.5121333333333333e-08,1.2174266666666665e-08
YEL043W,3.17694e-09,2.5679933333333332e-09,1.75528e-09,4.933553333333333e-09,2.4212033333333336e-09,1.3247233333333335e-08,1.0200066666666666e-08
YHR127W,5.7352633333333335e-08,5.531763333333334e-08,6.726486666666667e-08,8.849303333333332e-08,8.12413e-08,1.223055e-07,1.7373566666666665e-07
