all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9
YLR192C,3.46E-06,2.93E-06,3.64E-06,4.09E-06,3.16E-06,3.63E-06,3.83E-06,4.07E-06,3.71E-06
YHR187W,,8.43E-08,,,,,,,
YCL045C,2.46E-07,2.61E-07,2.81E-07,2.62E-07,1.88E-07,1.82E-07,1.90E-07,1.55E-07,1.29E-07
YGL231C,3.12E-07,3.44E-07,3.56E-07,2.78E-07,3.32E-07,2.92E-07,2.24E-07,1.99E-07,2.15E-07
YGR254W,0.000124317,0.0001232,8.10E-05,6.18E-05,2.09E-05,1.12E-05,1.28E-05,1.39E-05,1.11E-05
YGR083C,5.69E-07,5.61E-07,6.64E-07,7.14E-07,5.26E-07,5.83E-07,6.01E-07,6.06E-07,6.40E-07
YOR260W,3.98E-07,4.08E-07,4.86E-07,5.01E-07,4.86E-07,4.70E-07,5.03E-07,5.56E-07,5.39E-07
YOR361C,2.24E-06,2.48E-06,3.26E-06,3.86E-06,3.17E-06,3.84E-06,4.12E-06,4.32E-06,3.96E-06
YDR429C,2.91E-06,3.09E-06,3.75E-06,4.25E-06,3.52E-06,4.37E-06,4.92E-06,4.80E-06,3.84E-06
YMR031C,2.81E-06,2.98E-06,2.64E-06,2.49E-06,1.58E-06,1.53E-06,1.25E-06,1.21E-06,9.39E-07
YKL048C,,,,,,,,,
YKL207W,,,,,,,,,
YLR080W,,,,,,,,,
YOL158C,,,,,,,,,
YNL084C,5.62E-07,5.21E-07,5.31E-07,6.36E-07,4.31E-07,6.02E-07,4.99E-07,5.30E-07,4.50E-07
YNR067C,,,,,,,,,
YFL024C,,,,,,,,,
YIL005W,2.26E-07,2.26E-07,2.47E-07,2.49E-07,1.49E-07,1.70E-07,1.26E-07,1.15E-07,1.09E-07
YHR123W,,,,,,,,,
YGR189C,1.55E-07,1.46E-07,1.76E-07,1.43E-07,8.37E-08,1.12E-07,1.08E-07,1.20E-07,1.33E-07
YLR241W,,,9.29E-10,,,,,,
YLR087C,,,,,,,,,
YMR025W,,,,,,,,,
YIL035C,3.09E-07,2.90E-07,3.23E-07,3.38E-07,2.94E-07,3.00E-07,3.25E-07,3.77E-07,2.70E-07
YGL019W,9.30E-07,9.07E-07,1.04E-06,1.12E-06,8.53E-07,1.03E-06,9.50E-07,9.70E-07,8.03E-07
YNL232W,,9.55E-08,1.63E-07,2.31E-07,1.43E-07,,,1.66E-07,
YCR086W,1.25E-07,8.65E-08,1.31E-07,1.43E-07,1.08E-07,1.24E-07,9.39E-08,,1.31E-07
YJR084W,,3.31E-08,2.61E-08,,,2.50E-08,,,
YPL181W,,,,,,,,,
YKL139W,,,,,,4.46E-08,,,
YNL119W,,,,,,,,,
YNL155W,1.01E-07,,1.38E-07,,,1.73E-07,1.69E-07,,2.60E-07
YGR278W,,,,,,,,,
YDL117W,,,,,,,,,
YJR032W,1.74E-07,1.73E-07,1.76E-07,2.47E-07,1.34E-07,1.40E-07,1.68E-07,1.44E-07,1.66E-07
YAL012W,1.17E-05,1.26E-05,1.48E-05,1.82E-05,1.48E-05,1.83E-05,1.91E-05,1.93E-05,1.90E-05
YFL053W,,,,,,,,,
YDR047W,7.97E-07,7.53E-07,9.02E-07,9.91E-07,7.71E-07,7.98E-07,7.95E-07,7.84E-07,7.20E-07
YPL194W,,,,,,,,,
YGR012W,2.90E-07,3.64E-07,4.33E-07,4.80E-07,3.15E-07,3.77E-07,3.73E-07,3.65E-07,3.21E-07
YDR052C,,,,,,,,,
YDL031W,1.46E-07,1.71E-07,2.33E-07,2.76E-07,2.17E-07,2.55E-07,2.66E-07,2.60E-07,2.51E-07
YLL011W,1.06E-07,1.15E-07,1.50E-07,1.93E-07,1.68E-07,2.03E-07,2.44E-07,2.57E-07,2.52E-07
YAL013W,6.22E-08,5.48E-08,,9.46E-08,,,,,
YBR201W,,,,,,,,,
YJL062W-A,1.18E-06,1.19E-06,1.58E-06,1.78E-06,1.61E-06,1.80E-06,2.15E-06,2.14E-06,1.61E-06
YFL062W,,,,,,,,,
YGR295C,,,,,,,,,
YKL219W,,,,,,,,,
YML129C,1.82E-06,1.79E-06,,2.56E-06,1.22E-05,3.33E-06,8.05E-06,3.32E-06,
YLR395C,3.13E-06,,,,,,,,
YDL067C,9.03E-06,8.77E-06,8.51E-06,9.84E-06,7.35E-06,9.18E-06,1.00E-05,9.83E-06,7.60E-06
YBL059C-A,6.74E-07,9.23E-07,1.35E-06,1.63E-06,1.48E-06,1.98E-06,2.47E-06,2.63E-06,2.16E-06
YOL007C,,,,,,,,,
YPL008W,,,,,,,,,
YJL099W,,,,,,,,,
YNR001C,1.93E-05,1.99E-05,2.26E-05,2.72E-05,2.44E-05,3.43E-05,4.33E-05,3.63E-05,2.42E-05
YGR110W,,,9.49E-08,,4.35E-08,,4.64E-08,,
YLR117C,,,,,,,,,
YGL215W,,,,,,,,,
YMR244C-A,1.10E-06,1.09E-06,1.38E-06,1.57E-06,1.23E-06,1.45E-06,1.52E-06,1.56E-06,1.28E-06
YGR120C,,,,,,,,,
YCL007C,,,,,,,,,
Q0105,,,,,,,,,
YJR048W,1.14E-05,1.28E-05,1.90E-05,2.64E-05,2.46E-05,3.42E-05,4.44E-05,4.72E-05,3.58E-05
YMR032W,,,,,,,,,
YDR016C,,,,,,,,,
YNL314W,,,,,,,,,
YJR150C,,,,,,,,,
YPR111W,5.55E-08,,,,,1.33E-07,,,1.08E-07
YOR046C,1.70E-06,1.56E-06,1.65E-06,1.88E-06,1.36E-06,1.62E-06,1.65E-06,1.81E-06,1.67E-06
YML113W,,,,,,,,,
YKR024C,1.54E-07,8.82E-08,1.07E-07,1.56E-07,1.53E-07,1.46E-07,1.18E-07,1.54E-07,1.58E-07
YKL149C,4.63E-08,4.37E-08,4.29E-08,4.89E-08,4.49E-08,4.67E-08,3.20E-08,2.49E-08,2.35E-08
YOR163W,3.08E-07,,3.65E-07,,,2.50E-07,3.75E-07,,
YOL052C-A,,,,,,,,,
YPR124W,,,,,,,,,
YGL110C,,,,,,,,,
YDR482C,,,,,,,,,
YNL245C,,,,,,,,,
YDL209C,,,,,,,,,
YGL027C,2.19E-07,2.03E-07,2.33E-07,2.22E-07,1.50E-07,1.72E-07,1.45E-07,1.69E-07,1.20E-07
YML078W,6.34E-06,6.63E-06,8.86E-06,1.04E-05,8.40E-06,1.02E-05,1.11E-05,1.10E-05,8.69E-06
YDR304C,1.94E-06,1.82E-06,2.23E-06,2.19E-06,1.64E-06,1.80E-06,1.37E-06,1.19E-06,1.08E-06
YDR155C,0.000106128,0.000105347,9.04E-05,8.27E-05,4.44E-05,4.07E-05,4.17E-05,4.64E-05,4.19E-05
YCR069W,,,,,,,,,
YOR042W,7.72E-07,7.33E-07,6.56E-07,6.93E-07,4.59E-07,5.25E-07,4.38E-07,4.87E-07,4.86E-07
YLR323C,,,,,,,,,
YGL174W,,,7.61E-08,7.20E-08,9.18E-08,1.08E-07,1.00E-07,,
YPL064C,,,,,,,,,
YKL096W,,,,,,,,,
YHR057C,6.32E-07,5.50E-07,7.49E-07,7.95E-07,5.71E-07,7.06E-07,4.90E-07,3.39E-07,3.26E-07
YKL087C,1.50E-07,1.84E-07,3.34E-07,4.10E-07,3.23E-07,4.27E-07,5.40E-07,6.42E-07,6.18E-07
YNR038W,,,,,,,,,
YPR030W,,,,,,,,,
YHR109W,6.39E-08,6.90E-08,7.93E-08,9.43E-08,6.44E-08,8.10E-08,9.67E-08,1.01E-07,7.26E-08
YGR003W,,,,,,,,,
YGL166W,,,,,,,,,
YOR037W,,,,,,,,,
YEL039C,4.51E-07,3.73E-07,2.61E-07,2.27E-07,1.00E-07,6.43E-08,4.89E-08,5.70E-08,
YBR112C,6.76E-07,7.62E-07,1.02E-06,1.13E-06,9.43E-07,1.08E-06,1.01E-06,1.05E-06,9.32E-07
YKR083C,,,,,,,1.39E-07,,
YML070W,2.63E-06,2.51E-06,2.47E-06,2.50E-06,1.76E-06,1.71E-06,1.56E-06,1.59E-06,1.44E-06
YIR028W,,,,,,,,,
YJR152W,,,,,,,,,
YKR034W,,,,,,,,,
YJR151C,,,,,,,,,
YHR028C,1.45E-07,1.33E-07,1.16E-07,,9.94E-08,1.24E-07,,,1.17E-07
YMR250W,3.32E-07,2.87E-07,2.95E-07,2.00E-07,,,,,
YLR270W,3.18E-06,2.82E-06,2.59E-06,2.29E-06,1.34E-06,1.11E-06,9.82E-07,9.73E-07,8.32E-07
YKL046C,,,,,,,,,
YKL054C,2.04E-06,2.08E-06,2.55E-06,3.00E-06,2.48E-06,2.91E-06,2.98E-06,2.94E-06,2.61E-06
YIL049W,,,,,,,,,
YNL130C-A,,,,,,,,,
YAL062W,5.65E-07,4.12E-07,2.82E-07,2.79E-07,2.36E-07,3.28E-07,2.36E-07,,
YDL160C,8.51E-07,8.43E-07,1.11E-06,1.31E-06,1.05E-06,1.17E-06,1.17E-06,1.33E-06,1.30E-06
YIR023W,,,,,,,,,
YGR113W,7.16E-08,7.77E-08,8.35E-08,1.06E-07,8.68E-08,8.47E-08,8.44E-08,6.81E-08,6.35E-08
YPL170W,2.96E-07,3.38E-07,4.33E-07,3.54E-07,1.62E-07,1.24E-07,1.51E-07,9.10E-08,1.03E-07
YJR014W,1.49E-06,1.38E-06,1.66E-06,1.88E-06,1.44E-06,1.70E-06,1.68E-06,1.74E-06,1.56E-06
YMR128W,1.71E-08,2.54E-08,4.07E-08,1.63E-08,,,3.62E-08,,4.19E-08
YNL118C,9.52E-08,1.08E-07,1.42E-07,1.58E-07,1.31E-07,1.43E-07,1.47E-07,1.45E-07,1.39E-07
YHR144C,,,3.16E-07,,,2.46E-07,2.37E-07,,
YOR030W,,,,,,,,,
YMR238W,,,,,,,,,
YOR311C,,,,,,,,,
YJR139C,1.14E-05,1.22E-05,1.56E-05,1.79E-05,1.36E-05,1.59E-05,1.61E-05,1.54E-05,1.40E-05
YJR159W,,,,,,,,,
YMR316W,,,,,,,,,
YPL265W,,,,,,,,,
YHR115C,,,,,,,,,
YNL116W,,,,,,,,,
YOR005C,,,,,,,,,
YLL001W,9.88E-07,9.96E-07,1.42E-06,1.68E-06,1.45E-06,1.81E-06,2.09E-06,2.05E-06,1.55E-06
YHR043C,,,,,,,,,
YDR121W,3.06E-07,2.73E-07,3.46E-07,4.09E-07,,3.79E-07,3.01E-07,3.02E-07,3.10E-07
YIL103W,2.70E-08,3.29E-08,4.04E-08,3.75E-08,3.49E-08,4.71E-08,4.20E-08,4.75E-08,3.56E-08
YKL191W,1.59E-07,1.69E-07,2.11E-07,2.46E-07,2.18E-07,2.73E-07,2.85E-07,3.00E-07,3.02E-07
YCR014C,,,,,,,,,
YPL167C,,,,,,,,,
YDR284C,,,,,,,,,
YNL191W,,,,,,,,,
YDL101C,3.43E-08,3.86E-08,5.02E-08,5.43E-08,3.91E-08,4.25E-08,4.46E-08,4.28E-08,3.54E-08
YKL184W,,,,1.62E-08,,,,,
YOL149W,2.14E-07,2.01E-07,2.44E-07,3.70E-07,2.69E-07,3.02E-07,3.07E-07,3.25E-07,2.84E-07
YFL061W,,,,,,,,,
YDR051C,4.22E-07,3.19E-07,3.42E-07,3.76E-07,3.31E-07,3.85E-07,4.05E-07,3.53E-07,3.63E-07
YDR263C,,,,,,,,,
YHR113W,1.91E-06,1.54E-06,1.49E-06,1.49E-06,1.12E-06,1.13E-06,1.08E-06,9.43E-07,7.81E-07
YER179W,,,,,,,,,
YMR211W,,8.00E-08,6.39E-08,,6.18E-08,6.05E-08,7.86E-08,,
YJR070C,1.93E-06,2.24E-06,3.10E-06,4.10E-06,3.29E-06,4.26E-06,4.45E-06,4.91E-06,4.84E-06
YDR141C,1.05E-08,9.24E-09,1.10E-08,8.00E-09,6.69E-09,8.13E-09,1.74E-08,8.12E-09,
YDR068W,2.32E-07,2.41E-07,2.42E-07,2.24E-07,2.46E-07,2.09E-07,2.19E-07,2.15E-07,1.67E-07
YBR278W,4.59E-09,,,,,9.24E-09,9.90E-09,6.11E-09,5.22E-09
YBL071W-A,,,,,,,,,
YJR097W,,,,,,,,,2.04E-07
YLR172C,8.82E-07,7.68E-07,9.95E-07,1.07E-06,9.19E-07,1.13E-06,1.13E-06,1.15E-06,1.05E-06
YBR246W,,,,,,,,,
YNL102W,,,,,3.26E-08,4.70E-08,3.32E-08,3.98E-08,2.93E-08
YDL102W,,,,,,4.02E-08,2.36E-08,,
YKR053C,,,,,,,,,
YHR143W,,,,,,,,,
YEL070W,,,,,,,,,
YNL258C,5.76E-08,6.17E-08,,3.98E-08,4.13E-08,8.33E-08,3.97E-08,,
YDL219W,1.15E-06,1.12E-06,1.43E-06,1.69E-06,1.27E-06,1.32E-06,1.41E-06,1.53E-06,1.44E-06
YLR405W,,,,,,,,,
YGL246C,,8.40E-08,,8.85E-08,,8.23E-08,1.06E-07,1.07E-07,1.00E-07
YKR054C,,,,,,,,,
YLR361C,,,,,,,,,
YDR411C,,,,,,,,,
YOR375C,9.35E-06,1.58E-05,3.69E-05,5.09E-05,4.66E-05,5.30E-05,4.93E-05,4.84E-05,4.50E-05
YLR348C,,,,4.33E-07,,,,,
YPL049C,2.03E-07,4.87E-07,3.48E-07,,,,,3.75E-07,
YDL086W,4.47E-06,3.59E-06,3.27E-06,3.42E-06,2.45E-06,2.59E-06,2.46E-06,2.19E-06,1.86E-06
YJL065C,,,,,,,,,
YKR035W-A,9.04E-07,9.27E-07,1.13E-06,1.34E-06,1.16E-06,1.37E-06,1.45E-06,1.30E-06,1.18E-06
YKL002W,7.07E-07,7.30E-07,7.11E-07,8.57E-07,5.88E-07,6.22E-07,6.33E-07,5.56E-07,4.62E-07
YDR480W,,,,,,,,,
YDR403W,,,,,,,,,
YEL071W,1.08E-06,1.44E-06,3.22E-06,5.06E-06,4.66E-06,5.99E-06,7.52E-06,7.54E-06,8.32E-06
YMR126C,,,,,,,,,
YDL164C,1.08E-07,7.82E-08,1.48E-07,2.02E-07,9.43E-08,1.25E-07,1.53E-07,1.52E-07,1.26E-07
YIL030C,,,,,,,,,
YDR178W,6.34E-07,5.66E-07,7.70E-07,6.28E-07,6.30E-07,6.59E-07,5.90E-07,4.89E-07,4.49E-07
YDL246C,,,,,,,,,
YOR080W,,,,,,,,,
YPR082C,,,,,,,,,
YDL178W,1.01E-06,1.12E-06,1.31E-06,1.50E-06,1.33E-06,1.48E-06,1.46E-06,1.32E-06,1.18E-06
YFL018C,9.33E-06,1.01E-05,1.20E-05,1.33E-05,1.02E-05,1.15E-05,1.18E-05,1.12E-05,8.67E-06
YKL213C,4.01E-07,3.93E-07,4.78E-07,5.15E-07,4.15E-07,3.67E-07,4.10E-07,4.28E-07,3.41E-07
YHR044C,,,,,,,,,
YER088C,,,,,,,,,
YJL090C,,,,,,,,,
YNL262W,7.12E-09,,7.74E-10,,,,6.12E-09,4.34E-09,5.56E-09
YMR276W,2.34E-06,2.45E-06,2.76E-06,3.23E-06,2.67E-06,3.05E-06,3.07E-06,3.42E-06,3.18E-06
YBR180W,,,,,,,,,
YBR208C,2.29E-08,,,,1.51E-08,,,,
YHL016C,,,,,,,,,
YDR020C,,,,,,,,,
YPL119C,6.06E-07,5.12E-07,3.69E-07,1.39E-07,1.46E-07,,1.22E-07,,
YIR030C,,,,,,,,,
YOR180C,,,,,,,,,
YFR012W,,,,,,,,,
YER143W,1.77E-06,1.65E-06,1.78E-06,1.96E-06,1.48E-06,1.45E-06,1.31E-06,1.14E-06,9.16E-07
YNL335W,,,,,,,,,
YMR173W,3.24E-06,3.69E-06,3.09E-06,2.42E-06,1.19E-06,5.38E-07,4.61E-07,5.13E-07,4.41E-07
YKL121W,,,,,,,,,
YDR158W,1.22E-05,1.39E-05,1.77E-05,1.80E-05,1.18E-05,1.18E-05,1.26E-05,1.37E-05,1.23E-05
YDL215C,1.99E-06,1.94E-06,2.45E-06,2.53E-06,1.88E-06,1.90E-06,1.08E-06,3.42E-07,2.19E-07
YKL078W,,,,2.13E-08,2.09E-08,,1.65E-08,1.17E-08,1.76E-08
YHR068W,1.29E-06,1.28E-06,1.86E-06,2.25E-06,1.79E-06,2.24E-06,2.34E-06,2.97E-06,3.27E-06
YLR437C,,,,,,,,,
YPL266W,1.55E-07,1.79E-07,2.71E-07,3.78E-07,2.80E-07,3.50E-07,3.38E-07,3.59E-07,3.20E-07
YBR233W-A,,,,,,,,,
YDR320C-A,,,,,,,,,
YJL149W,,,,,,,,,
YGR092W,,,,,,,,,
YNL112W,1.02E-06,1.31E-06,2.16E-06,2.84E-06,2.57E-06,3.18E-06,3.22E-06,3.91E-06,4.03E-06
YGL078C,5.27E-07,5.55E-07,8.72E-07,1.14E-06,1.15E-06,1.48E-06,1.63E-06,1.88E-06,1.84E-06
YJL033W,1.20E-07,2.45E-07,2.05E-07,3.01E-07,2.20E-07,2.75E-07,2.73E-07,2.61E-07,2.61E-07
YHR169W,1.38E-07,1.53E-07,1.86E-07,2.47E-07,2.24E-07,2.43E-07,2.37E-07,2.78E-07,3.01E-07
YLR276C,3.03E-07,3.36E-07,4.63E-07,5.30E-07,4.25E-07,4.92E-07,5.21E-07,5.14E-07,4.89E-07
YOL052C,2.93E-07,2.79E-07,4.03E-07,5.17E-07,3.92E-07,4.74E-07,5.18E-07,4.70E-07,4.57E-07
YCL016C,,,,,,,,,
YLR128W,,,,,,,,,
YOR173W,5.78E-06,5.76E-06,4.44E-06,3.42E-06,1.23E-06,3.99E-07,3.05E-07,3.08E-07,2.93E-07
YOR204W,2.66E-06,3.30E-06,5.34E-06,6.91E-06,6.04E-06,7.50E-06,8.09E-06,9.56E-06,9.19E-06
YGR140W,,,,,,,,,
YPL215W,8.85E-07,9.48E-07,1.30E-06,1.53E-06,1.16E-06,1.53E-06,1.94E-06,1.92E-06,1.77E-06
YBR120C,1.63E-06,1.62E-06,2.17E-06,2.56E-06,2.12E-06,2.65E-06,3.25E-06,3.43E-06,2.84E-06
YAL021C,3.22E-07,3.47E-07,4.03E-07,4.46E-07,3.33E-07,3.66E-07,3.70E-07,3.45E-07,3.03E-07
YLR110C,,,,,,,,,
YJR076C,1.17E-06,1.16E-06,1.66E-06,1.87E-06,1.46E-06,1.67E-06,1.68E-06,1.72E-06,1.58E-06
YDL220C,,,,,,,,,
YHR166C,,,,,,,,,
YAL041W,,,,8.81E-08,,,,,4.87E-08
YLR310C,4.12E-08,4.88E-08,,,,,,,
YFR036W,,,,,,,,,
YPR046W,,,,,,,,,
YOR257W,,,,,,,,,
YDL126C,1.14E-05,1.08E-05,1.06E-05,1.11E-05,7.64E-06,7.77E-06,7.58E-06,7.41E-06,6.68E-06
YDL017W,,,,,,,,,
YJR046W,,,,,,,,,
YKL049C,,,,,,,,,
YBR107C,,,,,,,,,
YDR254W,,,,,,,,,
YPL018W,,,,,,,,,
YOR112W,2.00E-07,2.14E-07,2.45E-07,2.88E-07,1.93E-07,2.15E-07,2.10E-07,2.08E-07,1.67E-07
YIL003W,,,,,,,,,
YDR301W,,,,,6.95E-08,,,,
YLR115W,,,,,,,,,
YML036W,4.45E-07,4.38E-07,5.34E-07,6.13E-07,4.70E-07,6.26E-07,5.43E-07,5.37E-07,4.73E-07
YGR108W,,,,,,,,,
YPR119W,,,,,,,,,
YDL155W,,,,,,,,,
YMR038C,9.68E-07,9.52E-07,1.21E-06,1.57E-06,1.25E-06,1.56E-06,1.43E-06,1.65E-06,1.69E-06
YLR103C,,,,,,,,,
YMR001C,,,,,,,,,
YJR135C,,,,,,,,,
YFR046C,,,,,,,,,
YPL228W,1.49E-07,1.44E-07,1.63E-07,1.78E-07,1.21E-07,1.43E-07,1.30E-07,1.31E-07,1.12E-07
YGR109C,,,,,,,,,
YOR303W,8.79E-07,1.24E-06,1.08E-06,1.47E-06,1.43E-06,2.28E-06,2.26E-06,2.58E-06,2.91E-06
YDL069C,,,,,,,,,
YLR308W,,,,,,,,,
YBL084C,,,,,,,,,
YBR160W,9.54E-07,8.95E-07,1.04E-06,1.09E-06,8.70E-07,9.16E-07,8.11E-07,7.88E-07,7.68E-07
YBR029C,3.35E-06,3.99E-06,5.54E-06,6.41E-06,5.50E-06,6.77E-06,6.83E-06,6.49E-06,5.18E-06
YAL039C,3.44E-07,3.67E-07,4.96E-07,5.62E-07,4.86E-07,5.85E-07,6.52E-07,7.26E-07,6.11E-07
YPR025C,,7.08E-08,,9.37E-08,,8.95E-08,1.10E-07,1.06E-07,
YKR066C,1.32E-06,1.29E-06,1.23E-06,1.38E-06,1.03E-06,1.09E-06,9.36E-07,8.04E-07,6.40E-07
YCR002C,1.69E-06,1.61E-06,2.25E-06,2.32E-06,1.78E-06,1.99E-06,1.92E-06,1.78E-06,1.59E-06
YHR107C,1.36E-06,1.38E-06,1.72E-06,1.98E-06,1.45E-06,1.66E-06,1.50E-06,1.35E-06,1.18E-06
YDL132W,3.77E-07,3.50E-07,3.68E-07,3.95E-07,2.54E-07,2.59E-07,2.65E-07,2.68E-07,2.66E-07
YLR459W,,,,,,,,,
YDR318W,,,,,,,,,
YBR211C,,,,,,,,,
YMR199W,,,,,,,,,
YPL256C,,,,,,,,,
YLR220W,,,,,,,,,
YGR217W,,,,,,,,,
YGR150C,6.96E-08,,,4.92E-08,,5.22E-08,6.35E-08,3.84E-08,5.81E-08
YDR134C,,,,,,,,,
YFR028C,1.50E-07,1.87E-07,2.61E-07,2.87E-07,2.34E-07,2.74E-07,3.15E-07,3.43E-07,2.48E-07
YKL022C,,,,,,,,,
YDR168W,3.36E-06,2.97E-06,2.60E-06,2.64E-06,1.88E-06,1.91E-06,1.78E-06,1.74E-06,1.45E-06
YLR229C,2.70E-06,2.09E-06,2.67E-06,3.01E-06,2.19E-06,2.37E-06,2.62E-06,1.65E-06,1.49E-06
YCR094W,,,,,,,,,
YER061C,3.53E-07,2.91E-07,3.15E-07,3.66E-07,2.52E-07,2.65E-07,2.65E-07,2.73E-07,2.56E-07
YLR330W,5.54E-07,4.90E-07,5.49E-07,5.75E-07,4.23E-07,4.77E-07,4.56E-07,4.32E-07,3.88E-07
YDR267C,1.81E-07,3.53E-07,1.62E-07,1.60E-07,1.46E-07,1.74E-07,2.05E-07,1.35E-07,1.70E-07
YPR001W,2.07E-06,1.68E-06,1.44E-06,1.45E-06,9.64E-07,1.11E-06,8.39E-07,,
YLR175W,3.07E-06,3.12E-06,3.64E-06,4.18E-06,3.46E-06,4.03E-06,4.34E-06,4.46E-06,4.25E-06
YOL153C,,,,,,,,,
YJL172W,2.53E-06,2.16E-06,2.20E-06,2.38E-06,1.68E-06,1.77E-06,1.34E-06,1.11E-06,8.97E-07
YMR297W,4.51E-06,3.91E-06,3.14E-06,2.80E-06,1.43E-06,1.12E-06,1.01E-06,8.29E-07,6.78E-07
YLR215C,7.02E-08,5.90E-08,8.95E-08,,7.57E-08,9.16E-08,1.09E-07,,
YFL009W,,,,,,,,,
YLR245C,,,,,,,,,
YGL003C,,,,,,,,,
YMR213W,,,1.76E-08,2.39E-08,,,,2.19E-08,
YKL089W,,,,,,,,,
YAL040C,,,,,,,,,
YGL029W,3.96E-07,3.86E-07,5.78E-07,6.95E-07,5.79E-07,7.41E-07,7.43E-07,8.28E-07,8.12E-07
YPR120C,,,,,,,,,
YLR381W,,,,,,,,,
YDR374W-A,,,,,,,,,
YGR134W,,,,,,,,,
YER030W,2.80E-07,2.75E-07,2.83E-07,2.93E-07,1.76E-07,2.38E-07,2.13E-07,1.73E-07,1.91E-07
YEL061C,,,,,,,,,
YLR210W,,,,,,,,,
YOR020C,3.69E-05,3.13E-05,3.17E-05,3.84E-05,3.07E-05,3.84E-05,4.44E-05,4.26E-05,3.58E-05
YER163C,,,,,,,2.29E-07,,2.05E-07
YER164W,3.16E-08,3.87E-08,5.45E-08,6.78E-08,4.92E-08,6.04E-08,5.78E-08,6.05E-08,5.09E-08
YBR274W,,,,,,,,,
YPL217C,1.63E-07,1.84E-07,2.59E-07,3.21E-07,2.74E-07,3.49E-07,3.65E-07,4.17E-07,4.13E-07
YNL233W,,,4.89E-09,,,,,,
YNL275W,,,,,,,,,
YBR084W,5.50E-07,6.49E-07,1.03E-06,1.20E-06,1.02E-06,1.30E-06,1.48E-06,1.61E-06,1.64E-06
YNL278W,,,,,,,,,
YKL088W,1.57E-07,1.39E-07,1.83E-07,1.27E-07,1.30E-07,2.07E-07,2.02E-07,2.28E-07,8.40E-08
YML102W,,,,,,,,,
YNL288W,,,,,,,,,
YFL029C,9.42E-08,8.59E-08,,,,,,,
YAL058W,,,,,,,,,
YEL063C,,,,,,,,,
YNL138W,1.89E-06,1.89E-06,2.22E-06,2.38E-06,1.72E-06,1.78E-06,1.72E-06,1.61E-06,1.35E-06
YPR128C,,,,,,,,,
YBL037W,3.37E-08,5.04E-08,5.42E-08,,5.43E-08,5.35E-08,4.69E-08,5.67E-08,5.70E-08
YGR261C,5.91E-08,7.57E-08,7.67E-08,9.07E-08,4.48E-08,,,,4.60E-08
YDR525W,,,,,,,,,
YKL114C,2.02E-07,2.03E-07,2.31E-07,2.40E-07,2.00E-07,2.10E-07,2.27E-07,2.27E-07,1.97E-07
YLR085C,,,,,,,,,
YOR141C,2.39E-07,2.43E-07,2.88E-07,2.80E-07,2.43E-07,2.72E-07,2.59E-07,2.01E-07,1.89E-07
YNR035C,2.36E-06,2.28E-06,2.28E-06,2.40E-06,1.57E-06,1.72E-06,1.63E-06,1.60E-06,1.42E-06
YKL052C,,,,,,1.68E-08,,,
YLR393W,1.12E-07,,1.44E-07,1.80E-07,1.57E-07,1.88E-07,2.26E-07,2.58E-07,2.25E-07
YNR074C,,,,,,,,,
YIL158W,,,,,,,,,
YIR003W,2.18E-07,1.64E-07,1.98E-07,2.42E-07,2.03E-07,2.25E-07,2.14E-07,1.93E-07,1.61E-07
YDR380W,6.04E-08,,,,,,,,
YPR034W,4.62E-07,4.22E-07,5.85E-07,6.88E-07,5.69E-07,6.32E-07,6.30E-07,6.79E-07,6.19E-07
YMR033W,3.12E-07,3.02E-07,4.59E-07,5.22E-07,3.64E-07,4.00E-07,4.67E-07,4.06E-07,3.95E-07
YBR234C,1.18E-06,1.22E-06,1.22E-06,1.27E-06,9.80E-07,9.22E-07,8.61E-07,7.71E-07,6.70E-07
YLR154W-E,,,,,,,,,
YNL008C,,,,,,,,,
YML096W,,,,,,,,,
YPR145W,3.62E-06,4.78E-06,7.29E-06,7.97E-06,5.37E-06,5.43E-06,5.31E-06,5.84E-06,6.23E-06
YLR155C,,,,,,,,,
YBL069W,1.16E-07,1.25E-07,1.48E-07,2.54E-07,1.57E-07,1.71E-07,1.52E-07,,2.11E-07
YCL050C,3.47E-06,3.08E-06,2.91E-06,3.12E-06,2.35E-06,2.73E-06,2.48E-06,2.44E-06,2.38E-06
YOR249C,,,,,,,,,
YLR102C,,,,,,,,,
YGL202W,4.17E-06,6.59E-06,1.07E-05,1.21E-05,8.56E-06,8.44E-06,8.56E-06,9.23E-06,8.70E-06
YBR249C,6.61E-06,8.16E-06,1.05E-05,1.13E-05,7.49E-06,7.49E-06,7.92E-06,8.26E-06,7.63E-06
YLR370C,3.71E-06,3.12E-06,3.58E-06,3.28E-06,2.61E-06,3.15E-06,2.76E-06,2.31E-06,1.98E-06
YIL062C,4.02E-06,3.76E-06,3.96E-06,4.06E-06,3.06E-06,3.09E-06,2.79E-06,2.47E-06,2.08E-06
YPR201W,,,,,,,,,
YLR392C,,,,,,,,,
YLR154W-A,,,,,,,,,
YDL197C,,,,,,,,,
YJL115W,4.22E-07,3.41E-07,3.95E-07,4.21E-07,3.24E-07,3.58E-07,3.48E-07,3.37E-07,2.87E-07
YLR158C,,,,,,,,,
