all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9
YJL026W,2.2e-05,2.13e-05,1.9e-05,1.79e-05,9.58e-06,8.92e-06,6.3e-06,5.09e-06,4.7e-06
YPL220W,8.53e-06,8.57e-06,1.08e-05,1.29e-05,1.02e-05,1.21e-05,1.35e-05,1.35e-05,1.31e-05
YML030W,2.36e-06,2.2e-06,2.23e-06,2.67e-06,1.75e-06,2.25e-06,2.42e-06,2.17e-06,1.59e-06
YOR286W,2.77e-06,2.79e-06,3.74e-06,4.77e-06,4.11e-06,5.37e-06,6.28e-06,6.95e-06,6e-06
YJL217W,2.13e-06,2.29e-06,2.42e-06,2.49e-06,1.96e-06,2.45e-06,2.13e-06,1.57e-06,1.15e-06
YDR195W,7.25e-08,9.52e-08,8.85e-08,1.03e-07,8.1e-08,8.34e-08,8.22e-08,7.06e-08,6.97e-08
YNL090W,1.34e-07,1.22e-07,1.08e-07,1.22e-07,1.15e-07,1.27e-07,1.3e-07,1.21e-07,1.14e-07
YHL024W,8.83e-07,9.33e-07,1.05e-06,1.17e-06,8.53e-07,8.94e-07,7.95e-07,6.24e-07,4.63e-07
YOL080C,2.45e-07,2.69e-07,3.27e-07,3.12e-07,1.98e-07,1.91e-07,2.99e-07,1.98e-07,1.88e-07
YOR217W,1.74e-07,1.73e-07,1.72e-07,1.8e-07,1.34e-07,1.64e-07,1.41e-07,1.29e-07,1.18e-07
YBL033C,1.52e-07,1.94e-07,3.73e-07,4.4e-07,3.9e-07,5.62e-07,5.52e-07,5.91e-07,6.16e-07
YOL066C,3.43e-08,2.96e-08,3.44e-08,3.96e-08,2.75e-08,3.75e-08,3.66e-08,3.66e-08,3.35e-08
YLR039C,2.33e-08,1.1e-08,1.15e-08,1.86e-08,1.36e-08,2.13e-08,2.15e-08,2.11e-08,1.93e-08
YCR028C-A,1.57e-05,1.49e-05,1.52e-05,1.61e-05,1.23e-05,1.43e-05,1.29e-05,1.13e-05,9.13e-06
YNL290W,3.32e-07,3.41e-07,3.85e-07,4.7e-07,3.53e-07,4.36e-07,3.85e-07,4.25e-07,3.6e-07
YOL094C,4.59e-07,4.45e-07,5.39e-07,5.96e-07,4.88e-07,5e-07,4.86e-07,4.78e-07,4.23e-07
YDR487C,4.84e-06,4.48e-06,5.6e-06,6.73e-06,5.13e-06,5.96e-06,6.31e-06,5.31e-06,6.41e-06
YOL143C,3.81e-06,3.79e-06,4.17e-06,4.4e-06,3.39e-06,3.6e-06,3.41e-06,3.12e-06,2.62e-06
YLR378C,1.72e-08,1.66e-08,2.17e-08,2.49e-08,1.53e-08,1.73e-08,2.4e-08,2.03e-08,1.33e-08
YDR086C,2.46e-06,2.38e-06,3.29e-06,4.01e-06,1.96e-06,3.33e-06,2.58e-06,1.57e-06,1.16e-06
YER019C-A,3.6e-07,3.63e-07,3.86e-07,4.36e-07,2.96e-07,3.57e-07,3.2e-07,3.38e-07,3.28e-07
YKL148C,8.54e-06,1.1e-05,1.49e-05,1.82e-05,1.62e-05,2.01e-05,2.24e-05,2.07e-05,1.47e-05
YLL041C,5.04e-06,6.59e-06,7.72e-06,9.31e-06,7.98e-06,1.01e-05,1.03e-05,9.77e-06,7.17e-06
YBR080C,7.66e-07,7.27e-07,1.02e-06,1.22e-06,9.44e-07,1.1e-06,1.16e-06,1.18e-06,1.02e-06
YDL195W,2.39e-06,2.24e-06,2.39e-06,2.63e-06,1.97e-06,2.26e-06,2.3e-06,2.53e-06,2.33e-06
YFL005W,8.62e-07,9.05e-07,9.94e-07,1.05e-06,7.31e-07,7.56e-07,7.39e-07,7.42e-07,6.35e-07
YML105C,7.65e-07,7.49e-07,9.98e-07,1.23e-06,9.55e-07,1.09e-06,1.07e-06,1.05e-06,9.58e-07
YLR292C,1.04e-07,1.2e-07,1.61e-07,2.44e-07,1.13e-07,1.52e-07,1.48e-07,1.44e-07,2.27e-07
YLR026C,2.55e-07,2.38e-07,2.67e-07,2.43e-07,1.83e-07,2.76e-07,2.67e-07,2.23e-07,2.08e-07
YER081W,1.25e-06,1.75e-06,2.39e-06,2.8e-06,2.17e-06,2.52e-06,2.67e-06,2.29e-06,2.01e-06
YJL080C,2.02e-06,2.18e-06,2.86e-06,3.35e-06,2.58e-06,3.14e-06,3.38e-06,3.91e-06,3.72e-06
YHR087W,7.89e-06,7.82e-06,6.36e-06,4.66e-06,1.19e-06,4.16e-07,4.27e-07,3.66e-07,4e-07
YBR214W,2.54e-06,2.78e-06,2.87e-06,2.83e-06,1.59e-06,1.16e-06,8.91e-07,7.08e-07,4.44e-07
YLR208W,7.42e-06,6.19e-06,6.93e-06,7.4e-06,5.79e-06,6.53e-06,6.09e-06,6.55e-06,5.96e-06
YCR009C,1.92e-06,1.85e-06,2.04e-06,2.19e-06,1.52e-06,1.56e-06,1.51e-06,1.5e-06,1.32e-06
YBR095C,1.14e-07,1.29e-07,1.6e-07,1.38e-07,1.35e-07,1.18e-07,1.36e-07,1.37e-07,1.25e-07
YKL212W,4.46e-07,4.91e-07,6.29e-07,7.51e-07,5.52e-07,6.51e-07,6.35e-07,6.25e-07,5.69e-07
YDR164C,3.86e-07,3.23e-07,3.29e-07,3.37e-07,3.15e-07,2.25e-07,2.36e-07,2.67e-07,2.11e-07
YPL094C,9.41e-07,8.79e-07,1.23e-06,1.31e-06,1.13e-06,1.12e-06,1.05e-06,8.4e-07,8.25e-07
YGL100W,8.27e-07,6.84e-07,7.4e-07,7.26e-07,7.49e-07,7.7e-07,8e-07,8.68e-07,6.79e-07
YIL074C,4.02e-06,4.31e-06,5.19e-06,5.98e-06,4.72e-06,5.57e-06,6.12e-06,6e-06,5.84e-06
YOR165W,3.36e-07,3.67e-07,4.31e-07,4.82e-07,3.21e-07,3.4e-07,3.71e-07,3.36e-07,3.03e-07
YIR001C,3.6e-07,3.01e-07,3.52e-07,4.64e-07,3.41e-07,4.21e-07,4.73e-07,4.28e-07,3.33e-07
YPL013C,1.26e-07,1.56e-07,2.51e-07,3.24e-07,2.97e-07,3.52e-07,4.17e-07,4.38e-07,3.97e-07
YGL244W,2.77e-07,2.96e-07,3.91e-07,4.24e-07,3.7e-07,3.98e-07,3.85e-07,3.48e-07,2.71e-07
YOR216C,8.01e-08,8.59e-08,9.01e-08,9.75e-08,7.79e-08,6.65e-08,6.07e-08,5.89e-08,3.97e-08
YGR245C,3.58e-08,4.48e-08,5.36e-08,7.81e-08,5.53e-08,7.23e-08,8.01e-08,9.75e-08,1.06e-07
YKL141W,1.94e-06,2.65e-06,3.37e-06,3.7e-06,2.88e-06,3.26e-06,2.75e-06,2.44e-06,1.6e-06
YOL071W,7.95e-07,8.22e-07,1.04e-06,1.13e-06,8.75e-07,9.72e-07,1.06e-06,1.01e-06,7.66e-07
YER087C-B,9.42e-07,1.49e-06,1.23e-06,1.43e-06,1.18e-06,1.69e-06,1.3e-06,1.27e-06,1.38e-06
YHR205W,1.06e-07,9.72e-08,1.19e-07,1.41e-07,1.11e-07,1.27e-07,1.23e-07,1.33e-07,1.28e-07
YBR037C,3.74e-07,3.35e-07,4.42e-07,5.36e-07,4.03e-07,5.61e-07,5.75e-07,6.57e-07,5.46e-07
YLR022C,3.55e-07,4.13e-07,4.87e-07,4.27e-07,2.86e-07,3.76e-07,4.08e-07,4.51e-07,4.24e-07
YNR026C,9.26e-08,9.97e-08,1.2e-07,1.32e-07,6e-08,1.09e-07,8.73e-08,8.93e-08,8.14e-08
YMR079W,2.83e-06,3.1e-06,4.26e-06,4.77e-06,3.5e-06,3.95e-06,3.66e-06,3.86e-06,3.74e-06
YBL050W,1.47e-06,1.39e-06,1.57e-06,1.75e-06,1.37e-06,1.42e-06,1.34e-06,1.25e-06,1.03e-06
YPR181C,1.24e-06,1.22e-06,1.49e-06,1.72e-06,1.34e-06,1.42e-06,1.45e-06,1.42e-06,1.29e-06
YNL272C,9.13e-08,9.39e-08,9.87e-08,1.16e-07,8.43e-08,9.91e-08,9.28e-08,9.97e-08,1.04e-07
YLR440C,1.05e-07,8.46e-08,9e-08,8.86e-08,5.22e-08,7.79e-08,7.07e-08,7.59e-08,7.67e-08
YCR067C,1.34e-07,1.28e-07,9.76e-08,1.88e-07,4e-08,8.15e-08,5.72e-08,1.39e-07,1.15e-07
YOR021C,1.46e-06,1.41e-06,1.74e-06,2.04e-06,1.67e-06,2.09e-06,2.2e-06,2.19e-06,1.99e-06
YDR347W,5.15e-07,5.59e-07,8.78e-07,1.09e-06,9.88e-07,1.31e-06,1.59e-06,1.59e-06,1.41e-06
YHL004W,2.22e-07,3.3e-07,4.44e-07,5.9e-07,5.56e-07,7.02e-07,8.9e-07,9.95e-07,8.31e-07
YKL003C,8.74e-07,9.69e-07,1.77e-06,2.04e-06,1.7e-06,2.33e-06,2.91e-06,3.12e-06,2.68e-06
YDR289C,4.83e-07,4.5e-07,4.35e-07,4.3e-07,3.08e-07,3.33e-07,3.17e-07,2.81e-07,2.25e-07
YJR101W,1.93e-07,2.13e-07,3.47e-07,4.45e-07,3.79e-07,5.36e-07,5.88e-07,5.91e-07,5.13e-07
YGR165W,2.86e-07,3.5e-07,6.15e-07,7.65e-07,6.16e-07,8.42e-07,9.28e-07,9.72e-07,8.33e-07
YDL025C,5.72e-08,8.55e-08,6.63e-08,8.35e-08,4.16e-08,7.49e-08,9.23e-08,7.87e-08,6.39e-08
YDL204W,1.62e-06,1.63e-06,9.48e-07,6.87e-07,1.82e-07,8.48e-08,4.85e-08,1.06e-07,8.69e-08
YER043C,1.77e-05,2.15e-05,4e-05,4.98e-05,4.29e-05,5.83e-05,6.17e-05,5.71e-05,5.02e-05
YDL153C,8.25e-08,9.73e-08,1.3e-07,1.51e-07,1.35e-07,1.48e-07,1.74e-07,1.58e-07,1.85e-07
YPL218W,2.48e-06,2.4e-06,2.56e-06,2.7e-06,1.74e-06,1.64e-06,1.82e-06,1.41e-06,1.25e-06
YKL117W,1.53e-05,1.49e-05,1.62e-05,1.68e-05,1.22e-05,1.36e-05,1.31e-05,1.26e-05,1.1e-05
YPR129W,5.72e-07,5.68e-07,7.94e-07,8.83e-07,6.97e-07,8.14e-07,8.23e-07,7.84e-07,6.87e-07
YOR369C,2.46e-05,2.64e-05,3.42e-05,4.05e-05,3.19e-05,3.9e-05,4.18e-05,4.72e-05,4.5e-05
YCR031C,2.83e-05,3.1e-05,4.22e-05,5.28e-05,4.49e-05,5.83e-05,6.02e-05,6.82e-05,6.38e-05
YER102W,1.38e-05,1.52e-05,1.95e-05,2.34e-05,1.88e-05,2.32e-05,2.47e-05,2.92e-05,2.8e-05
YLR221C,2.76e-07,1.57e-07,4.07e-07,2.92e-07,2.12e-07,3.09e-07,3.56e-07,3.65e-07,3.46e-07
YLR033W,1.8e-07,1.8e-07,2.08e-07,2.25e-07,1.9e-07,2.23e-07,2.22e-07,2.06e-07,2.05e-07
YGR208W,4.5e-07,4.51e-07,6.21e-07,6.97e-07,5.61e-07,6.13e-07,6.5e-07,6.29e-07,6.55e-07
YOR184W,4.18e-06,4.25e-06,5.27e-06,6.12e-06,4.53e-06,5.32e-06,5.79e-06,5.76e-06,5.65e-06
YHR098C,2.41e-07,2.63e-07,3.82e-07,3.83e-07,3.04e-07,3.55e-07,3.72e-07,4.17e-07,3.58e-07
YJR134C,1.54e-07,1.22e-07,1.47e-07,1.35e-07,1.07e-07,1.26e-07,2.91e-07,8.89e-08,8.9e-08
YDL225W,4.71e-07,4.73e-07,5.64e-07,6.85e-07,4.95e-07,5.5e-07,5e-07,4.96e-07,3.91e-07
YPR189W,6.35e-08,6.08e-08,6.97e-08,7.92e-08,6.22e-08,6.31e-08,6.53e-08,6.74e-08,5.62e-08
YGL213C,4.81e-07,4.66e-07,5.44e-07,5.18e-07,4.32e-07,4.82e-07,4.29e-07,5.42e-07,4.21e-07
YMR216C,9.35e-08,8.95e-08,1.11e-07,1.63e-07,9.49e-08,1.13e-07,1.34e-07,1.81e-07,1.8e-07
YBR189W,3.41e-05,3.54e-05,4.92e-05,5.73e-05,4.6e-05,5.68e-05,6.08e-05,6.96e-05,6.71e-05
YER125W,1.18e-06,1.19e-06,1.39e-06,1.46e-06,1.15e-06,1.22e-06,1.25e-06,1.26e-06,1.16e-06
YGR214W,6.02e-06,7.44e-06,8.33e-06,7.84e-06,7.47e-06,8.53e-06,9.2e-06,9.92e-06,1.05e-05
YMR158W,3.3e-07,3.9e-07,6.57e-07,7.81e-07,6.28e-07,8.47e-07,9.26e-07,9.19e-07,8.2e-07
YPL235W,1.46e-06,1.53e-06,1.65e-06,1.84e-06,1.44e-06,1.7e-06,1.61e-06,1.47e-06,1.37e-06
YGR063C,5.2e-07,5.1e-07,5.31e-07,7.26e-07,6.4e-07,6.34e-07,6.42e-07,7.97e-07,8.24e-07
YCL037C,2.99e-07,4.23e-07,7.69e-07,1.04e-06,9.59e-07,1.17e-06,1.31e-06,1.63e-06,1.73e-06
YKL122C,8.79e-07,7.95e-07,1e-06,1.2e-06,7.83e-07,9.71e-07,9.38e-07,8.4e-07,7.42e-07
YPL232W,1.63e-06,1.73e-06,2.39e-06,2.66e-06,1.71e-06,1.79e-06,1.79e-06,1.69e-06,1.43e-06
YOR027W,3.08e-05,2.72e-05,1.9e-05,1.71e-05,1.01e-05,1.06e-05,1e-05,8.89e-06,7.98e-06
YNL244C,3.54e-06,3.27e-06,3.89e-06,4.75e-06,3.2e-06,3.62e-06,3.98e-06,3.87e-06,3.88e-06
YKL193C,2.09e-06,1.81e-06,1.62e-06,1.51e-06,1.09e-06,1.06e-06,9.65e-07,8.22e-07,6.94e-07
YGL056C,6.39e-07,5.75e-07,7.03e-07,7.23e-07,6.1e-07,6.8e-07,6.34e-07,6.18e-07,5.18e-07
YLL003W,4.73e-07,3.8e-07,3.14e-07,4.12e-07,3.08e-07,3.71e-07,4.46e-07,5.44e-07,4.83e-07
YBR130C,1.05e-07,1.21e-07,1.28e-07,1.54e-07,1.22e-07,1.53e-07,1.43e-07,1.75e-07,1.69e-07
YNL007C,1.46e-05,1.34e-05,1.02e-05,9.22e-06,5.38e-06,5.22e-06,4.83e-06,4.14e-06,3.77e-06
YDR189W,3.3e-07,3.04e-07,3.29e-07,3.58e-07,2.72e-07,2.94e-07,2.53e-07,2.6e-07,2.38e-07
YJL074C,8.51e-08,9.04e-08,9.79e-08,1.08e-07,8.14e-08,1.04e-07,1.05e-07,9.34e-08,9.13e-08
YGL228W,1.06e-06,1.09e-06,1.28e-06,1.27e-06,8.96e-07,8.67e-07,8.4e-07,7.38e-07,7.16e-07
YHR206W,7.68e-08,8.43e-08,1.19e-07,1.27e-07,9.66e-08,1.01e-07,1e-07,1.14e-07,1.11e-07
YJL192C,4.75e-07,4.13e-07,5.63e-07,5.28e-07,3.48e-07,2.92e-07,3.45e-07,2.89e-07,2.72e-07
YML010W,4.98e-07,5.08e-07,6.5e-07,7.47e-07,5.76e-07,6.81e-07,6.68e-07,7.88e-07,7.25e-07
YPL243W,5.61e-07,5.56e-07,7.55e-07,8.14e-07,6.06e-07,6.81e-07,7.05e-07,6.37e-07,5.96e-07
YKR069W,3.38e-07,3.86e-07,5.29e-07,6.02e-07,5.44e-07,6.94e-07,7.09e-07,6.96e-07,7.06e-07
YLR250W,1.34e-06,1.27e-06,1.23e-06,1.07e-06,8.41e-07,7.36e-07,7.82e-07,6.55e-07,5.88e-07
YHL007C,9.41e-08,9.19e-08,1.24e-07,1.37e-07,8.87e-08,1.35e-07,1.38e-07,1.52e-07,7.42e-08
YDL130W-A,4.4e-06,3.74e-06,3.4e-06,3.4e-06,2.45e-06,2.67e-06,2.86e-06,2.27e-06,1.54e-06
YOR142W,6.59e-06,7.57e-06,1.05e-05,1.22e-05,9.65e-06,1.09e-05,8.88e-06,6.43e-06,4.79e-06
YGR244C,6.76e-06,7.46e-06,8.71e-06,9.87e-06,7.88e-06,9.37e-06,8.6e-06,7.01e-06,5.02e-06
YDR169C,2.92e-08,3.19e-08,3.81e-08,4.06e-08,3.8e-08,4.49e-08,4.56e-08,4.39e-08,3.36e-08
YHR084W,3.26e-08,3.38e-08,4.03e-08,5.67e-08,3.52e-08,4.45e-08,4.5e-08,4.89e-08,3.84e-08
YMR039C,1.91e-07,1.81e-07,2.61e-07,3.41e-07,2.39e-07,2.98e-07,2.83e-07,3.19e-07,2.45e-07
YNL247W,7.05e-07,8.02e-07,1.2e-06,1.47e-06,1.21e-06,1.46e-06,1.58e-06,1.72e-06,1.61e-06
YPL105C,1.19e-07,1.34e-07,1.7e-07,2.23e-07,1.57e-07,1.76e-07,1.71e-07,1.69e-07,1.44e-07
YLR066W,9.66e-07,9.42e-07,1.08e-06,1.13e-06,1.06e-06,1.06e-06,9.28e-07,8.17e-07,8.02e-07
YDL092W,4.05e-07,4.07e-07,5.38e-07,5.81e-07,2.87e-07,4.86e-07,4.77e-07,4.32e-07,3.86e-07
YHR066W,3.71e-07,4.5e-07,6.06e-07,7.42e-07,5.56e-07,7.03e-07,7.15e-07,7.59e-07,7.2e-07
YLR150W,9.29e-06,9.23e-06,1.24e-05,1.45e-05,1.23e-05,1.55e-05,1.67e-05,1.9e-05,1.78e-05
YJR117W,1.63e-07,1.55e-07,1.35e-07,1.43e-07,9.83e-08,9.64e-08,9.31e-08,1.07e-07,7.65e-08
YDL084W,5.5e-06,5.5e-06,6.24e-06,7.01e-06,5.31e-06,6.13e-06,6.05e-06,6.65e-06,6.2e-06
YPL032C,3.53e-07,4.29e-07,5.35e-07,5.44e-07,3.62e-07,3.89e-07,4.62e-07,5.1e-07,5.04e-07
YJL176C,4.8e-08,6.04e-08,8.61e-08,9.53e-08,7.61e-08,8.45e-08,8.4e-08,8.29e-08,7.26e-08
YOR335C,2.29e-06,2.73e-06,3.69e-06,4.31e-06,3.42e-06,4.01e-06,4.3e-06,4.73e-06,4.31e-06
YOL033W,5.66e-08,4.5e-08,4.84e-08,6.59e-08,5.84e-08,7.27e-08,8.08e-08,8.78e-08,3.96e-08
YCL054W,1.5e-07,1.5e-07,2.07e-07,2.41e-07,1.95e-07,2.4e-07,2.79e-07,2.95e-07,3e-07
YNL209W,4.69e-07,5.35e-07,7.06e-07,8.9e-07,7.26e-07,9.52e-07,1.04e-06,1.15e-06,1.07e-06
YDR293C,5.22e-07,4.97e-07,5.39e-07,5.64e-07,3.81e-07,3.72e-07,3.77e-07,4.02e-07,3.46e-07
YGL184C,9.88e-07,1.63e-06,2.18e-06,1.92e-06,1.08e-06,7.78e-07,6.91e-07,7.21e-07,7.24e-07
YLL018C,9.7e-06,8.96e-06,1.02e-05,1.05e-05,7.58e-06,7.75e-06,7.88e-06,8.08e-06,7.41e-06
YMR203W,3.77e-06,3.97e-06,5.23e-06,6.12e-06,4.95e-06,6.57e-06,7.13e-06,6.87e-06,5.75e-06
YNL088W,5.56e-08,7.19e-08,1.04e-07,1.3e-07,9.66e-08,1.07e-07,1.04e-07,9.41e-08,8.35e-08
YBR162C,2.45e-07,2.65e-07,3.71e-07,3.95e-07,2.76e-07,3e-07,2.67e-07,2.96e-07,2.79e-07
YER049W,4.1e-07,4.52e-07,5.65e-07,6.51e-07,4.91e-07,5.29e-07,6e-07,6.28e-07,6.48e-07
YNR046W,1.43e-07,1.3e-07,1.87e-07,1.78e-07,1.84e-07,1.58e-07,1.7e-07,2.11e-07,1.67e-07
YGR033C,4.92e-07,5.26e-07,5.56e-07,5.89e-07,4.08e-07,4.08e-07,3.51e-07,3.11e-07,2.64e-07
YEL020W-A,1.27e-06,1.37e-06,2.02e-06,2.52e-06,2.03e-06,2.64e-06,3.21e-06,3.42e-06,3.09e-06
YBR126C,7.06e-06,7.75e-06,8.91e-06,8.12e-06,4.58e-06,3.74e-06,3.39e-06,3.57e-06,2.72e-06
YHR099W,3.04e-08,2.58e-08,4.18e-08,2.55e-08,2.81e-08,2.78e-08,2.53e-08,3.96e-08,2.42e-08
YDR001C,5.93e-07,6.61e-07,6.34e-07,4.04e-07,2.32e-07,1.69e-07,1.85e-07,2.02e-07,1.62e-07
YPL030W,1.32e-07,1.3e-07,1.66e-07,1.84e-07,1.24e-07,1.66e-07,1.37e-07,1.71e-07,1.42e-07
YDR354W,5.77e-07,5.68e-07,9.86e-07,9.08e-07,6.29e-07,6.07e-07,5.05e-07,5.47e-07,5.69e-07
YER175C,1.15e-06,1.46e-06,2.27e-06,2.09e-06,9.49e-07,6.19e-07,4.89e-07,5.01e-07,4.11e-07
YDR050C,7.4e-05,7.08e-05,6.35e-05,6.41e-05,4.44e-05,5.05e-05,5.65e-05,5.96e-05,5.38e-05
YPR040W,2.44e-07,2.06e-07,2.42e-07,2.37e-07,1.43e-07,1.91e-07,1.83e-07,1.66e-07,1.27e-07
YDL110C,4.36e-06,4.49e-06,3.37e-06,3.11e-06,2.02e-06,1.69e-06,1.18e-06,9.23e-07,7.48e-07
YOR091W,3.33e-07,3.73e-07,5.59e-07,7.14e-07,6.65e-07,8.21e-07,8.7e-07,8.85e-07,8.3e-07
YGR082W,2.66e-07,3.25e-07,5.05e-07,5.86e-07,5.33e-07,7.14e-07,8.49e-07,8.87e-07,7.21e-07
YIL138C,3.25e-06,2.86e-06,3e-06,3.1e-06,2.45e-06,2.57e-06,2.47e-06,1.97e-06,1.58e-06
YDR074W,1.62e-06,1.8e-06,2.28e-06,2.11e-06,1.16e-06,8.83e-07,8.25e-07,7.66e-07,5.56e-07
YOL093W,3.04e-07,2.51e-07,3.17e-07,4.05e-07,3.26e-07,4.43e-07,3.96e-07,3.8e-07,3.68e-07
YOL124C,2.08e-07,2.29e-07,2.75e-07,3.2e-07,2.67e-07,3.09e-07,3.14e-07,2.47e-07,2.76e-07
YHR070W,2.15e-07,2.6e-07,3.08e-07,3.6e-07,2.55e-07,2.8e-07,2.91e-07,3.16e-07,2.81e-07
YCR053W,5.46e-06,6.11e-06,7.89e-06,8.71e-06,6.29e-06,6.85e-06,6.79e-06,6.77e-06,6.11e-06
YOR251C,6.77e-07,5.95e-07,6.3e-07,6.21e-07,4.29e-07,4.93e-07,4.42e-07,4.43e-07,4.19e-07
YPR074C,5.26e-06,6.92e-06,1.2e-05,1.5e-05,1.27e-05,1.5e-05,1.6e-05,1.45e-05,1.33e-05
YDR468C,1.78e-07,1.76e-07,1.89e-07,2.11e-07,1.35e-07,1.88e-07,1.7e-07,1.57e-07,1.47e-07
YLR327C,3.27e-06,3.06e-06,2.68e-06,2.04e-06,6.13e-07,3.2e-07,4.35e-07,3.66e-07,4.01e-07
YER007C-A,8.45e-07,7.98e-07,9.16e-07,1.08e-06,7.71e-07,8.84e-07,8.76e-07,9.52e-07,8.73e-07
YML012W,1.46e-07,1.6e-07,2.15e-07,2.53e-07,1.68e-07,1.86e-07,1.73e-07,1.67e-07,1.76e-07
YMR261C,3.29e-07,3.81e-07,4.43e-07,5.09e-07,3.8e-07,3.82e-07,3.83e-07,4.99e-07,4.05e-07
YKR062W,9.2e-08,1.05e-07,1.39e-07,1.31e-07,1.1e-07,1.22e-07,1.04e-07,1.37e-07,1.03e-07
YDL143W,2.72e-06,2.79e-06,3.3e-06,3.66e-06,2.87e-06,3.29e-06,3.32e-06,3.38e-06,3.17e-06
YDL015C,5.02e-07,4.87e-07,6.3e-07,6.57e-07,4.68e-07,6.05e-07,5.69e-07,4.77e-07,4.19e-07
YIL039W,1.95e-07,2.4e-07,2.46e-07,2.32e-07,1.72e-07,1.9e-07,2.19e-07,2.05e-07,1.46e-07
YER086W,1.92e-06,2.31e-06,3.11e-06,3.35e-06,2.31e-06,2.41e-06,2.4e-06,2.67e-06,2.56e-06
YPL063W,6.43e-07,8.1e-07,1.35e-06,1.7e-06,1.45e-06,1.75e-06,1.86e-06,1.95e-06,1.78e-06
YNR017W,1.24e-06,1.42e-06,2.04e-06,2.51e-06,2.21e-06,2.77e-06,3.38e-06,3.69e-06,2.95e-06
YIL022W,1.64e-06,1.62e-06,2.34e-06,2.76e-06,2.3e-06,2.84e-06,3.12e-06,2.84e-06,2.45e-06
YJR135W-A,1.81e-06,1.6e-06,1.81e-06,1.95e-06,1.83e-06,1.99e-06,2.21e-06,2.32e-06,1.89e-06
YLR262C-A,1.69e-06,1.49e-06,1.91e-06,2.19e-06,1.79e-06,2.22e-06,2.27e-06,2.35e-06,2e-06
YNL121C,2.99e-06,3.29e-06,4.59e-06,5.53e-06,4.74e-06,5.99e-06,7e-06,7.47e-06,6.5e-06
YOL006C,1.25e-07,1.36e-07,2.3e-07,2.72e-07,2.26e-07,2.59e-07,2.43e-07,3.14e-07,2.48e-07
YJL104W,5.59e-07,6.91e-07,1.28e-06,1.6e-06,1.46e-06,1.77e-06,2.15e-06,2.26e-06,2.08e-06
YIL137C,1.9e-07,1.72e-07,2.36e-07,2.83e-07,2.04e-07,2.24e-07,2.47e-07,2.89e-07,2.63e-07
YOR252W,9.92e-08,1.41e-07,2.28e-07,3.25e-07,2.84e-07,3.98e-07,3.85e-07,3.98e-07,3.56e-07
YDR457W,4.25e-08,3.97e-08,4.33e-08,4.32e-08,3.58e-08,3.15e-08,3.53e-08,3.7e-08,2.35e-08
YHR117W,4.15e-07,4.09e-07,5.18e-07,5.94e-07,4.11e-07,4.86e-07,5.14e-07,4.98e-07,4.74e-07
YLR008C,6.19e-07,9.87e-07,1.63e-06,2.23e-06,2.06e-06,2.94e-06,3.62e-06,3.81e-06,3.43e-06
YNL131W,3.17e-06,3.61e-06,4.66e-06,5.65e-06,4.63e-06,6.19e-06,6.98e-06,6.44e-06,5.42e-06
YNL079C,4.39e-06,4.12e-06,4.56e-06,4.82e-06,3.52e-06,3.72e-06,3.62e-06,3.26e-06,2.98e-06
YOR167C,8.51e-06,9.13e-06,1.3e-05,1.57e-05,1.2e-05,1.41e-05,1.54e-05,1.71e-05,1.59e-05
YDL061C,7.19e-06,7.79e-06,9.41e-06,1.14e-05,8.94e-06,1.12e-05,1.17e-05,1.46e-05,1.42e-05
YJR145C,2.11e-05,2.3e-05,2.92e-05,3.56e-05,2.85e-05,3.52e-05,3.81e-05,4.39e-05,4.18e-05
YHR203C,2.11e-05,2.3e-05,2.92e-05,3.56e-05,2.85e-05,3.52e-05,3.81e-05,4.39e-05,4.18e-05
YLR357W,5.17e-08,4.83e-08,5.74e-08,5.51e-08,5.16e-08,7.62e-08,7.14e-08,6.9e-08,5.61e-08
YKR008W,1.36e-07,1.45e-07,1.89e-07,2.33e-07,1.61e-07,1.71e-07,2.17e-07,2.09e-07,2.19e-07
YFR037C,3.97e-07,3.79e-07,5.3e-07,5.94e-07,4.73e-07,5.01e-07,5.03e-07,5.43e-07,4.8e-07
YBR251W,4.26e-07,5.61e-07,9.98e-07,1.19e-06,1.03e-06,1.27e-06,1.49e-06,1.59e-06,1.39e-06
YNL306W,3.03e-07,3.96e-07,7.07e-07,9.01e-07,7.32e-07,8.72e-07,9.71e-07,1.2e-06,1.04e-06
YGL129C,3.73e-07,4.43e-07,7.82e-07,9.3e-07,7.48e-07,9.33e-07,1.06e-06,1.2e-06,1.06e-06
YOR158W,4.82e-07,6.51e-07,1.03e-06,1.31e-06,1.14e-06,1.46e-06,1.64e-06,1.75e-06,1.58e-06
YOR138C,1.86e-07,1.99e-07,2.44e-07,1.66e-07,1.8e-07,1.45e-07,1.39e-07,1.52e-07,1.08e-07
YFR040W,6.9e-08,8.64e-08,9.56e-08,8.51e-08,6.46e-08,9.16e-08,8.56e-08,9.18e-08,7.55e-08
YOR340C,8.04e-07,1.04e-06,1.34e-06,1.61e-06,1.23e-06,1.43e-06,1.4e-06,1.62e-06,1.47e-06
YHR143W-A,2.47e-06,3.54e-06,5.81e-06,2.88e-06,1.66e-06,1.94e-06,4.2e-06,5.39e-06,3.98e-06
