all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9
YNL200C,1.19e-06,1.15e-06,8.89e-07,7.38e-07,3.98e-07,2.89e-07,2.33e-07,1.74e-07,1.18e-07
YNR043W,3.85e-06,4.29e-06,5.72e-06,6.72e-06,5.2e-06,5.44e-06,5.63e-06,5.71e-06,4.97e-06
YMR004W,1.56e-07,1.25e-07,1.55e-07,1.33e-07,1.2e-07,1.33e-07,1.29e-07,1.18e-07,1.12e-07
YCL033C,1.14e-07,1.18e-07,1.18e-07,1.35e-07,9.06e-08,8.57e-08,8.11e-08,6.51e-08,6.92e-08
YKL129C,5.22e-08,4.26e-08,3.62e-08,3.15e-08,2.16e-08,2.09e-08,2.65e-08,1.78e-08,1.59e-08
YOL076W,1.94e-08,2.81e-08,3.49e-08,4.06e-08,3.88e-08,3.32e-08,3.28e-08,4.2e-08,3.67e-08
YPL190C,7.65e-07,8.09e-07,9.01e-07,9.86e-07,6.82e-07,6.84e-07,6.76e-07,7.21e-07,5.94e-07
YMR080C,2.34e-07,2.08e-07,2.55e-07,2.95e-07,2.35e-07,2.57e-07,2.67e-07,3.71e-07,2.35e-07
YHR042W,4.59e-07,5.66e-07,8.15e-07,8.31e-07,5.52e-07,4.57e-07,4.34e-07,4.5e-07,4.04e-07
YPR052C,1.66e-06,1.74e-06,2.15e-06,2.43e-06,2.16e-06,2.09e-06,1.98e-06,2.06e-06,1.77e-06
YLR328W,5.69e-07,4.87e-07,5.22e-07,5.88e-07,4.2e-07,5.21e-07,4.79e-07,5e-07,4.15e-07
YOR310C,2.96e-06,3.06e-06,3.96e-06,4.63e-06,3.88e-06,4.68e-06,4.99e-06,5.29e-06,4.92e-06
YPR072W,1.83e-07,1.69e-07,2.26e-07,2.43e-07,1.65e-07,2.01e-07,2.22e-07,2.02e-07,1.67e-07
YMR047C,1.96e-07,2e-07,2.34e-07,2.46e-07,1.88e-07,2.02e-07,1.85e-07,1.87e-07,1.69e-07
YBL079W,7.2e-08,8.73e-08,1.11e-07,1.09e-07,5.95e-08,8.56e-08,7.96e-08,6.64e-08,7.94e-08
YDR150W,3.32e-07,3.52e-07,3.93e-07,4.62e-07,3.54e-07,4e-07,4.01e-07,3.53e-07,2.89e-07
YLR335W,5.7e-07,5.26e-07,6.52e-07,6.9e-07,5.21e-07,5.97e-07,5.96e-07,6.15e-07,5.99e-07
YGR119C,6.86e-07,7.43e-07,8.98e-07,9.86e-07,7.29e-07,8.01e-07,7.58e-07,7.6e-07,6.85e-07
YDL088C,7.21e-08,7.26e-08,9.76e-08,8.19e-08,8.23e-08,8.96e-08,9.41e-08,8.92e-08,6.88e-08
YBR230C,7.16e-06,7.13e-06,6.19e-06,5.99e-06,3.81e-06,2.67e-06,2.8e-06,2.02e-06,1.39e-06
YKL215C,2.38e-07,2.46e-07,2.69e-07,2.52e-07,1.83e-07,1.83e-07,1.94e-07,1.72e-07,1.35e-07
YBR129C,1.46e-07,1.36e-07,1.51e-07,1.47e-07,1.04e-07,1.02e-07,1.41e-07,1.13e-07,8.58e-08
YGL221C,1.52e-06,1.42e-06,1.54e-06,1.73e-06,1.26e-06,1.38e-06,1.36e-06,1.3e-06,1.21e-06
YCR072C,1.57e-07,1.79e-07,1.88e-07,2.3e-07,2.59e-07,2.31e-07,2.4e-07,2.4e-07,2.62e-07
YLR195C,3.54e-07,2.93e-07,3.9e-07,4.86e-07,4.03e-07,4.5e-07,5.04e-07,5.77e-07,5.51e-07
YOR098C,1.12e-07,9.46e-08,1.03e-07,1.61e-07,1.15e-07,1.39e-07,1.02e-07,1.29e-07,9.79e-08
YIL125W,8.92e-06,8.82e-06,9.38e-06,1.02e-05,7.95e-06,9.02e-06,1.14e-05,1.01e-05,7.11e-06
YDL148C,3.75e-08,4.46e-08,5.8e-08,6.54e-08,5.7e-08,6.06e-08,5.71e-08,5.54e-08,6.47e-08
YNL061W,1.54e-06,1.7e-06,2.28e-06,2.69e-06,2.23e-06,2.64e-06,2.64e-06,2.56e-06,2.39e-06
YPL146C,3.34e-07,3.14e-07,3.85e-07,4.5e-07,4.14e-07,5.13e-07,5.18e-07,5.03e-07,4.97e-07
YJL010C,1.22e-07,1.53e-07,1.81e-07,2.13e-07,1.44e-07,1.67e-07,1.64e-07,1.54e-07,1.39e-07
YCR093W,1.5e-07,1.79e-07,2.06e-07,2.44e-07,1.8e-07,1.77e-07,1.92e-07,1.77e-07,1.5e-07
YGL111W,2.15e-07,2.37e-07,2.72e-07,2.89e-07,1.83e-07,2.52e-07,3.14e-07,2.81e-07,2.79e-07
YER126C,2.04e-07,2.53e-07,3.92e-07,4.82e-07,4.02e-07,4.81e-07,5.14e-07,5.91e-07,5.79e-07
YIR006C,4.51e-07,3.88e-07,4.26e-07,5.18e-07,3.77e-07,4.43e-07,4.54e-07,4.34e-07,3.92e-07
YKR002W,1.62e-07,1.61e-07,2.27e-07,2.21e-07,1.6e-07,2.07e-07,1.72e-07,1.7e-07,1.73e-07
YOR090C,5.5e-08,4.95e-08,5.44e-08,5.65e-08,4.42e-08,4.5e-08,4.56e-08,5.7e-08,5.14e-08
YMR076C,2.92e-08,4.03e-08,6.35e-08,6.91e-08,6.93e-08,6.41e-08,7.48e-08,6.35e-08,4.45e-08
YOR222W,6.38e-07,1.09e-06,1.4e-06,1.5e-06,9.79e-07,1.04e-06,1.31e-06,1.4e-06,1.35e-06
YFL044C,4.45e-07,4.24e-07,3.47e-07,3.75e-07,2.15e-07,2.47e-07,1.87e-07,1.85e-07,2.05e-07
YHR179W,5.76e-06,5.63e-06,5.64e-06,6.12e-06,4.12e-06,4.37e-06,5.3e-06,9.09e-06,1.11e-05
YER023W,1.57e-06,1.68e-06,2.14e-06,2.43e-06,1.98e-06,2.31e-06,2.4e-06,2.27e-06,2.02e-06
YBR176W,1.6e-07,1.54e-07,1.62e-07,1.61e-07,1.38e-07,1.35e-07,1.56e-07,1.44e-07,1.48e-07
YBR025C,1.51e-05,1.23e-05,9.5e-06,1.02e-05,7.93e-06,9.61e-06,1.03e-05,1.18e-05,1.14e-05
YDL019C,1.8e-07,2.22e-07,1.93e-07,2.11e-07,1.35e-07,1.44e-07,1.49e-07,1.47e-07,1.26e-07
YHR001W,1.65e-06,1.51e-06,1.74e-06,1.8e-06,1.48e-06,1.61e-06,1.62e-06,1.6e-06,1.3e-06
YDR071C,9.1e-06,8.93e-06,8.82e-06,9.82e-06,7.65e-06,8.73e-06,8.22e-06,7.95e-06,6.62e-06
YER165W,8.17e-06,8.46e-06,1.08e-05,1.28e-05,1.03e-05,1.22e-05,1.29e-05,1.36e-05,1.26e-05
YMR153W,1.46e-07,1.54e-07,2.01e-07,2.22e-07,1.65e-07,1.83e-07,1.95e-07,1.88e-07,1.71e-07
YPL134C,5.36e-07,6.81e-07,9.31e-07,1.11e-06,9.2e-07,1.01e-06,1.1e-06,8.06e-07,5.59e-07
YIL136W,2.06e-05,2.21e-05,1.81e-05,1.55e-05,7.95e-06,5.09e-06,3.91e-06,2.49e-06,1.41e-06
YOL032W,1.59e-06,1.58e-06,1.34e-06,1.01e-06,6.26e-07,5.08e-07,5.54e-07,4.96e-07,4.17e-07
YJL002C,7.14e-07,7.1e-07,9.01e-07,9.42e-07,6.26e-07,7.58e-07,7.16e-07,7.12e-07,7.63e-07
YKR065C,1.4e-06,1.2e-06,1.57e-06,1.78e-06,1.3e-06,1.32e-06,1.26e-06,1.22e-06,1.22e-06
YHR063C,3.15e-07,3.94e-07,6.64e-07,9.23e-07,7.7e-07,7.82e-07,8.3e-07,7.43e-07,8.11e-07
YCR077C,4.42e-07,4.89e-07,6.04e-07,6.49e-07,5.38e-07,5.23e-07,5.73e-07,5.26e-07,4.71e-07
YDL173W,9.58e-07,8.71e-07,1.06e-06,1.18e-06,8.29e-07,9.59e-07,1.01e-06,1e-06,9.18e-07
YEL002C,4.69e-07,4.66e-07,5.9e-07,5.81e-07,3.9e-07,4.41e-07,4.05e-07,4.11e-07,3.87e-07
YMR149W,2.35e-07,2.2e-07,2.55e-07,1.85e-07,1.6e-07,1.29e-07,1.7e-07,1.48e-07,1.37e-07
YJL088W,5.23e-06,7.38e-06,1.03e-05,1.12e-05,7.68e-06,8.8e-06,8.83e-06,8.32e-06,7.35e-06
YGR159C,3.72e-06,4.57e-06,5.32e-06,6.2e-06,5.07e-06,5.81e-06,5.9e-06,5.8e-06,5.54e-06
YER006W,5.97e-07,7.01e-07,1.05e-06,1.25e-06,1.08e-06,1.26e-06,1.27e-06,1.28e-06,1.26e-06
YDR316W,9.59e-07,1.01e-06,1.58e-06,2.1e-06,1.79e-06,2.13e-06,2.14e-06,2.03e-06,1.97e-06
YER154W,2.76e-07,3.42e-07,4.76e-07,5.82e-07,3.36e-07,4.12e-07,4.66e-07,4.27e-07,3.84e-07
YLR197W,4.32e-06,4.4e-06,5.64e-06,6.58e-06,5.49e-06,6.78e-06,7.22e-06,7.77e-06,7.44e-06
YDL046W,1.19e-06,1.03e-06,1.16e-06,1.16e-06,7.58e-07,8.82e-07,5.77e-07,4.12e-07,3.41e-07
YBR170C,6.07e-07,5.92e-07,6.47e-07,5.69e-07,4.32e-07,3.8e-07,3.95e-07,3.32e-07,3.42e-07
YNL183C,1.88e-07,2.37e-07,3.31e-07,3.93e-07,6.14e-07,3.82e-07,3.77e-07,3.68e-07,3.17e-07
YJL041W,7.03e-07,7.08e-07,8.1e-07,8.99e-07,7.02e-07,7.76e-07,7.33e-07,7.22e-07,6.68e-07
YJR130C,2.04e-07,2.17e-07,2.64e-07,2.76e-07,1.64e-07,1.4e-07,1.31e-07,1.08e-07,1.05e-07
YPL169C,3.53e-07,3.79e-07,4.42e-07,5.72e-07,4.03e-07,4.82e-07,4.95e-07,5.63e-07,5.7e-07
YJR144W,1.45e-06,1.44e-06,1.76e-06,1.72e-06,1.39e-06,1.58e-06,1.55e-06,1.44e-06,1.25e-06
YKL094W,1.04e-06,1.07e-06,1.28e-06,1.39e-06,1.11e-06,1.15e-06,1.25e-06,1.29e-06,1.08e-06
YOR211C,2.14e-07,2.17e-07,2.44e-07,2.85e-07,2.28e-07,2.59e-07,3.08e-07,3.14e-07,2.86e-07
YKL195W,9.16e-07,9.51e-07,1.2e-06,1.36e-06,1.08e-06,1.3e-06,1.47e-06,1.36e-06,1.09e-06
YER001W,2.01e-08,3.38e-08,7.91e-08,8.42e-08,3.88e-08,4.54e-08,7.46e-08,1.5e-07,1.7e-07
YBR015C,3.28e-07,3.42e-07,4.22e-07,4.55e-07,3.35e-07,3.68e-07,3.58e-07,3.88e-07,3.32e-07
YJL186W,1.32e-07,9.19e-08,1.36e-07,2.62e-07,1.81e-07,2.38e-07,1.66e-07,1.57e-07,1.38e-07
YJR077C,9.96e-06,1.28e-05,1.92e-05,2.09e-05,1.55e-05,1.56e-05,1.76e-05,1.34e-05,1.32e-05
YHR024C,8.91e-07,8.78e-07,1.35e-06,1.68e-06,1.5e-06,1.92e-06,2.41e-06,2.8e-06,2.35e-06
YIR021W,5.31e-08,3.7e-08,4.33e-08,6.83e-08,6.42e-08,5.93e-08,5.61e-08,6.84e-08,2.97e-08
YKL009W,2.21e-06,2.44e-06,2.89e-06,3.38e-06,2.76e-06,3.21e-06,3.31e-06,3.29e-06,3.42e-06
YBR195C,2.35e-08,2.34e-08,2.82e-08,3.15e-08,2.39e-08,2.34e-08,2.17e-08,2.15e-08,2.06e-08
YPL050C,1.58e-06,1.69e-06,1.86e-06,2.14e-06,1.56e-06,1.65e-06,1.72e-06,1.59e-06,1.53e-06
YNL100W,6.95e-07,9.38e-07,1.08e-06,1.27e-06,1.04e-06,1.28e-06,1.54e-06,1.32e-06,1.02e-06
YKR016W,1.64e-06,1.82e-06,2.47e-06,2.96e-06,2.47e-06,3.03e-06,3.45e-06,3.02e-06,2.25e-06
YBR159W,2.77e-07,3.16e-07,3.92e-07,4.15e-07,2.96e-07,3.18e-07,2.95e-07,2.92e-07,2.69e-07
YBR236C,3.17e-07,2.98e-07,4.01e-07,4.38e-07,3.7e-07,4.37e-07,4.48e-07,4.23e-07,3.37e-07
YKL085W,1e-05,1.05e-05,1.16e-05,1.3e-05,1.09e-05,1.38e-05,1.65e-05,1.61e-05,1.14e-05
YDL078C,7.2e-06,6.61e-06,6.46e-06,6.91e-06,5.52e-06,5.82e-06,5.12e-06,4.19e-06,3.16e-06
YOL027C,1e-06,1.16e-06,1.57e-06,1.73e-06,1.3e-06,1.49e-06,1.55e-06,1.48e-06,1.37e-06
YOL051W,1.23e-08,1.2e-08,1.62e-08,1.7e-08,9.28e-09,2.24e-08,8.18e-09,1.94e-08,5.26e-09
YPR167C,3.01e-07,3.05e-07,5.41e-07,6.49e-07,6.21e-07,8.28e-07,9.69e-07,1.18e-06,1.21e-06
YJL030W,2.55e-07,3.3e-07,2.8e-07,2.92e-07,1.9e-07,2.52e-07,2.21e-07,2.31e-07,1.78e-07
YDR060W,1.29e-07,1.5e-07,2e-07,2.24e-07,1.67e-07,2e-07,2.01e-07,2.02e-07,1.96e-07
YBL091C,1.01e-06,8.69e-07,1.09e-06,1.22e-06,9.32e-07,1.02e-06,1.01e-06,1.11e-06,1.04e-06
YBR185C,3.41e-07,4.66e-07,5.31e-07,6.66e-07,5e-07,6.76e-07,7.4e-07,6.69e-07,6.79e-07
YNL117W,3.74e-06,5.36e-06,6.37e-06,7.61e-06,6.29e-06,7.92e-06,9.09e-06,4.5e-06,1.83e-06
YPR019W,1.41e-07,1.42e-07,1.5e-07,1.81e-07,1.6e-07,1.85e-07,1.62e-07,1.87e-07,1.53e-07
YLR253W,3.88e-08,4.18e-08,6.94e-08,7.84e-08,5.87e-08,7.81e-08,1.07e-07,9.78e-08,5.8e-08
YOL111C,9.59e-07,9.17e-07,9.93e-07,1.1e-06,7.73e-07,8.6e-07,8.11e-07,8.32e-07,7.44e-07
YLR180W,3.12e-06,3.58e-06,5.92e-06,7.81e-06,6.96e-06,1.02e-05,1.19e-05,1.4e-05,1.36e-05
YDR502C,2.76e-05,2.73e-05,3.19e-05,4e-05,3.27e-05,4.22e-05,4.66e-05,4.79e-05,4.35e-05
YER134C,6.26e-07,6.77e-07,1.03e-06,1.04e-06,8.42e-07,9.52e-07,9.39e-07,9.18e-07,7.67e-07
YLL062C,1.38e-07,1.23e-07,1.43e-07,2e-07,1.93e-07,2.53e-07,3.03e-07,2.76e-07,2.72e-07
YFR011C,1.5e-06,1.83e-06,2.53e-06,3.16e-06,2.74e-06,3.56e-06,3.99e-06,3.78e-06,2.8e-06
YHR041C,1.64e-07,1.63e-07,3.21e-07,3.91e-07,2.99e-07,3.32e-07,3.36e-07,3.64e-07,3.47e-07
YFR030W,1.17e-06,1.86e-06,3.27e-06,4.08e-06,3.31e-06,4.01e-06,4.49e-06,4.67e-06,4.55e-06
YJR137C,2.68e-06,3.79e-06,5.54e-06,6.43e-06,5.06e-06,6.11e-06,6.79e-06,7.26e-06,6.9e-06
YBR213W,8.16e-08,6.12e-08,1.86e-07,2.13e-07,1.43e-07,1.53e-07,1.74e-07,1.93e-07,1.6e-07
YER091C,1.78e-05,2.58e-05,4.28e-05,5.44e-05,4.46e-05,6.02e-05,7.29e-05,8e-05,7.32e-05
YJL042W,3.61e-08,3.98e-08,4.39e-08,4.73e-08,4.05e-08,3.75e-08,3.66e-08,3.99e-08,2.46e-08
YBL107C,1.01e-07,1.09e-07,1.81e-07,1.42e-07,1.01e-07,1.06e-07,1.64e-07,1.8e-07,1.06e-07
YNL085W,7.48e-07,7.98e-07,9.97e-07,1.2e-06,8.77e-07,9.84e-07,1.03e-06,1.14e-06,1.04e-06
YKR095W,3.18e-07,3.55e-07,4.15e-07,6.08e-07,3.19e-07,3.3e-07,2.71e-07,3.01e-07,2.61e-07
YGL130W,1.48e-07,1.68e-07,1.81e-07,1.83e-07,1.06e-07,1.81e-07,1.48e-07,1.73e-07,1.47e-07
YEL032W,5.69e-08,6.54e-08,1.31e-07,1.52e-07,1.6e-07,1.97e-07,2.02e-07,2.34e-07,1.88e-07
YLR106C,7.57e-08,8.15e-08,9.9e-08,8.68e-08,6.47e-08,7.74e-08,8.1e-08,7.65e-08,6.12e-08
YKR074W,1.27e-06,1.2e-06,1.3e-06,1.46e-06,1.04e-06,1.15e-06,1.17e-06,1.17e-06,1.05e-06
YBR059C,2.04e-08,2.68e-08,2.3e-08,3.06e-08,2.4e-08,1.91e-08,1.65e-08,1.91e-08,1.87e-08
YKL135C,1.1e-07,1.16e-07,1.24e-07,1.28e-07,9.78e-08,8.69e-08,1.21e-07,1.13e-07,9.8e-08
YOL086C,2.98e-05,3.24e-05,4.4e-05,5.78e-05,4.55e-05,6.45e-05,6.04e-05,5.1e-05,4.35e-05
YEL058W,1.11e-06,1.09e-06,1.29e-06,1.43e-06,1.04e-06,1.18e-06,1.2e-06,1.15e-06,1.06e-06
YOR215C,7.11e-06,7.1e-06,6.54e-06,6.36e-06,3.99e-06,4.04e-06,3.46e-06,2.6e-06,1.78e-06
YDR063W,9.06e-07,8.73e-07,9.1e-07,9.49e-07,7.21e-07,6.77e-07,6.71e-07,5.94e-07,5.13e-07
YMR092C,1.98e-06,1.94e-06,2.25e-06,2.48e-06,1.75e-06,1.91e-06,1.88e-06,1.9e-06,1.63e-06
YMR169C,2.59e-06,2.31e-06,1.46e-06,9.81e-07,2.69e-07,1.96e-07,2.06e-07,2.35e-07,3.17e-07
YOR374W,0.000182537,0.000182816,0.000181971,0.000186608,0.000137042,0.000146326,7.01e-05,1.74e-05,9.71e-06
YPL061W,2.64e-05,3.5e-05,5.37e-05,7.65e-05,5.75e-05,6.12e-05,5.6e-05,3.72e-05,3.39e-05
YMR184W,2.85e-08,3.2e-08,3.91e-08,3.96e-08,4.6e-08,4.14e-08,4.43e-08,4.58e-08,4.58e-08
YLR397C,1.99e-07,2.43e-07,2.75e-07,3.54e-07,2.28e-07,2.75e-07,3.56e-07,3.47e-07,2.63e-07
YDL237W,4.21e-07,3.75e-07,3.83e-07,3.46e-07,2.74e-07,2.75e-07,2.64e-07,2.36e-07,1.46e-07
YER073W,1.45e-06,2.3e-06,3.47e-06,3.78e-06,2.61e-06,2.89e-06,2.29e-06,2.36e-06,2.47e-06
YNL141W,1.28e-07,2.07e-07,3.67e-07,5.79e-07,5.8e-07,7.36e-07,8.89e-07,1.19e-06,1.24e-06
YMR303C,9.19e-05,7.88e-05,7.79e-05,9.37e-05,5.73e-05,5.68e-05,1.97e-05,1.19e-05,6.79e-06
YMR083W,8.25e-06,8.06e-06,8.61e-06,1.03e-05,8.55e-06,1.08e-05,1.16e-05,1.15e-05,9.71e-06
YBR145W,4.57e-07,5.09e-07,5.1e-07,5.64e-07,3.37e-07,4.16e-07,3.07e-07,3.57e-07,5.08e-07
YEL052W,3.38e-07,3.8e-07,4.61e-07,5.33e-07,4.12e-07,5.08e-07,5.28e-07,5.07e-07,4.4e-07
YER017C,3.58e-07,4.43e-07,6.66e-07,6.77e-07,5.74e-07,6.74e-07,7.92e-07,7.12e-07,6.33e-07
YKL060C,0.000112995,0.000122111,0.000117858,0.000124958,8.26e-05,9.15e-05,8.74e-05,8.11e-05,7.18e-05
YML086C,1.37e-06,1.55e-06,1.56e-06,1.7e-06,1.3e-06,1.4e-06,1.32e-06,1.31e-06,1.17e-06
YJR005W,7.02e-08,5.12e-08,5.83e-08,6.16e-08,5.97e-08,6.15e-08,6.07e-08,6.71e-08,5.42e-08
YJR080C,8.43e-07,8.69e-07,1.08e-06,1.31e-06,9.87e-07,1.34e-06,1.39e-06,1.31e-06,1.07e-06
YER080W,1.12e-06,1.09e-06,1.25e-06,1.39e-06,1.09e-06,1.24e-06,1.26e-06,1.18e-06,9.85e-07
YBR286W,4.82e-06,4.67e-06,4.78e-06,4.73e-06,3e-06,2.84e-06,2.37e-06,2.2e-06,1.79e-06
YML022W,1.25e-06,1.12e-06,1.45e-06,1.63e-06,1.38e-06,1.49e-06,1.7e-06,1.2e-06,1.2e-06
YER036C,3.07e-06,3.19e-06,3.45e-06,3.84e-06,3.09e-06,3.64e-06,3.64e-06,3.66e-06,3.53e-06
YEL036C,9.02e-08,1.69e-07,1.6e-07,1.6e-07,1.01e-07,1.19e-07,1.13e-07,1.18e-07,1.2e-07
YPL259C,5.4e-08,4.97e-08,6.09e-08,7.81e-08,3.7e-08,3.45e-08,5.88e-08,4.47e-08,3.6e-08
YML007W,1.07e-07,1.16e-07,1.01e-07,1.59e-07,9.94e-08,1.3e-07,9.92e-08,1.21e-07,7.83e-08
YBR151W,5.22e-07,5.41e-07,5.85e-07,6.34e-07,5.14e-07,5.94e-07,6.12e-07,5.53e-07,4.26e-07
YAL049C,1.8e-06,1.68e-06,1.41e-06,1.45e-06,1.03e-06,1.13e-06,1.13e-06,1.19e-06,9.76e-07
YBR288C,4.68e-09,4.91e-09,6.73e-09,6.64e-09,4.65e-09,5.29e-09,5.28e-09,5.48e-09,4.77e-09
YHL021C,3e-06,2.9e-06,2.85e-06,3.01e-06,1.99e-06,1.75e-06,1.31e-06,1.06e-06,6.78e-07
YML050W,1.03e-07,8.54e-08,9.1e-08,1.02e-07,8.07e-08,1.02e-07,1.24e-07,1.25e-07,9.83e-08
YMR157C,1.59e-07,1.76e-07,2.8e-07,3.42e-07,2.74e-07,3.42e-07,4.42e-07,5.2e-07,4.25e-07
YOL053W,1.09e-07,1.02e-07,1.21e-07,9.27e-08,8.37e-08,7.6e-08,1.35e-07,7e-08,3.9e-08
YJL122W,2.21e-07,2.42e-07,3.96e-07,5.5e-07,4.98e-07,6.77e-07,7.16e-07,7.88e-07,7.29e-07
YGL115W,2.43e-07,2.49e-07,3.04e-07,3.5e-07,2.59e-07,3.03e-07,3.31e-07,3.14e-07,2.56e-07
YIL036W,9.35e-08,1.39e-07,2.4e-07,2.41e-07,1.6e-07,1.94e-07,1.51e-07,1.36e-07,1.05e-07
YHR047C,4.2e-07,4.58e-07,5.67e-07,6.2e-07,4.49e-07,4.83e-07,5.04e-07,5.31e-07,4.77e-07
YOR239W,3.8e-07,3.57e-07,4.93e-07,5.34e-07,4.5e-07,4.93e-07,4.6e-07,4.89e-07,4.47e-07
YDL112W,5.58e-08,6.11e-08,7.13e-08,7.75e-08,5.97e-08,5.33e-08,5.58e-08,5.74e-08,4.8e-08
YDR165W,1.41e-07,1.3e-07,1.62e-07,1.79e-07,1.4e-07,1.8e-07,1.74e-07,1.93e-07,1.86e-07
YER072W,4.01e-07,4.05e-07,5.59e-07,5.97e-07,4.11e-07,5.47e-07,6.47e-07,7.85e-07,6.71e-07
YHR128W,1.12e-06,1.17e-06,1.18e-06,1.53e-06,1.35e-06,1.64e-06,1.8e-06,2.1e-06,1.94e-06
YLR447C,2.64e-06,2.55e-06,3.04e-06,3.35e-06,2.37e-06,2.7e-06,2.61e-06,3.05e-06,3.01e-06
YKL041W,2.61e-07,2.87e-07,3.99e-07,4.41e-07,3.17e-07,3.74e-07,3.87e-07,3.67e-07,3.32e-07
YPR173C,2.57e-07,2.77e-07,3.62e-07,3.57e-07,2.79e-07,3.68e-07,3.57e-07,3.36e-07,3.46e-07
YNL246W,3.83e-07,3.49e-07,2.92e-07,3.31e-07,2.27e-07,2.63e-07,3.04e-07,3.2e-07,2.88e-07
YJL012C,2.97e-07,2.93e-07,4.36e-07,4.34e-07,3.87e-07,3.77e-07,4.52e-07,4.99e-07,4.37e-07
YNL212W,2.17e-07,1.96e-07,1.88e-07,2.46e-07,1.74e-07,2.06e-07,2.19e-07,2.03e-07,1.83e-07
YDR049W,6.51e-08,7.21e-08,8.36e-08,1.06e-07,4.43e-08,9.82e-08,1.02e-07,1.2e-07,8.28e-08
YLR181C,4.99e-07,3.5e-07,2.65e-07,3.21e-07,2.27e-07,2.18e-07,2.27e-07,2.22e-07,1.94e-07
YFL004W,6.87e-08,9.28e-08,1.03e-07,1.2e-07,8.93e-08,9.91e-08,1.08e-07,1.18e-07,1.04e-07
YCR083W,3.29e-06,3.18e-06,2.8e-06,2.58e-06,1.55e-06,1.44e-06,1.16e-06,1.01e-06,8.08e-07
YDR353W,4.27e-06,4.41e-06,4.94e-06,5.89e-06,4.61e-06,5.54e-06,5.56e-06,5.83e-06,5.49e-06
YDL060W,1.74e-07,1.67e-07,2.05e-07,2.37e-07,2.04e-07,2.41e-07,2.6e-07,2.51e-07,2.49e-07
YGL050W,6.95e-08,8.53e-08,1.37e-07,1.47e-07,1.08e-07,1.3e-07,1.37e-07,1.34e-07,1.3e-07
YBR082C,2.85e-06,2.29e-06,2.85e-06,2.97e-06,2.28e-06,2.49e-06,2.74e-06,2.25e-06,2.07e-06
YOR124C,1.62e-07,1.73e-07,1.88e-07,2.06e-07,1.26e-07,1.39e-07,1.45e-07,1.38e-07,1.31e-07
YBL058W,1.47e-06,1.38e-06,1.48e-06,1.52e-06,1.04e-06,1.15e-06,1.11e-06,1.22e-06,1.15e-06
YMR067C,3.88e-07,3.67e-07,4.3e-07,4.26e-07,2.89e-07,3.39e-07,3.57e-07,3.47e-07,3.42e-07
YBR273C,3.82e-07,3.44e-07,3.55e-07,4.09e-07,2.35e-07,2.79e-07,2.46e-07,2.03e-07,1.49e-07
YOR074C,3.19e-07,4.01e-07,6.53e-07,8.3e-07,6.95e-07,7.76e-07,7.13e-07,8.01e-07,7.1e-07
YKL210W,3.39e-06,3.65e-06,4.08e-06,4.35e-06,3.14e-06,3.35e-06,3.26e-06,3.5e-06,3.16e-06
YOR270C,6.63e-07,6.37e-07,6.88e-07,6.49e-07,4.15e-07,4.76e-07,4.02e-07,4.09e-07,4.21e-07
YOR132W,2.59e-07,2.62e-07,2.96e-07,3.89e-07,2.41e-07,2.61e-07,2.24e-07,2.43e-07,2.35e-07
YNR006W,7.95e-08,7.11e-08,7.15e-08,8.26e-08,6.69e-08,5.55e-08,5.45e-08,4.4e-08,4.37e-08
YDR372C,5.81e-07,5.95e-07,6.77e-07,7.63e-07,5.09e-07,5.17e-07,5.89e-07,5.3e-07,5.16e-07
YOR043W,3.23e-07,3.22e-07,3.37e-07,3.24e-07,2.26e-07,2.64e-07,2.58e-07,2.61e-07,2.14e-07
YOR230W,2.38e-05,2.23e-05,1.95e-05,1.84e-05,9.58e-06,7.29e-06,5.63e-06,5.78e-06,4.91e-06
YGR194C,2e-07,2.26e-07,2.37e-07,2.43e-07,1.7e-07,1.67e-07,1.8e-07,1.96e-07,1.44e-07
YGR218W,4.36e-07,4.32e-07,4.66e-07,5.08e-07,3.19e-07,3.32e-07,3.55e-07,3.28e-07,3.04e-07
YDL190C,1.49e-07,1.54e-07,1.7e-07,1.9e-07,1.3e-07,1.56e-07,1.54e-07,1.39e-07,1.36e-07
YLR410W,3.95e-07,3.66e-07,4.36e-07,4.94e-07,3.61e-07,4.07e-07,3.83e-07,4.2e-07,3.8e-07
YHR012W,5.72e-07,5.57e-07,6.07e-07,7.33e-07,5.22e-07,5.7e-07,5.59e-07,6.35e-07,6.03e-07
YDR324C,1.84e-07,1.9e-07,2.42e-07,2.61e-07,2.45e-07,2.97e-07,3.31e-07,3.47e-07,3.38e-07
YER082C,1.71e-07,1.99e-07,2.56e-07,3.45e-07,2.7e-07,3.34e-07,2.93e-07,3.61e-07,3.13e-07
YHR196W,1.32e-07,1.46e-07,1.64e-07,2.01e-07,1.58e-07,1.94e-07,1.79e-07,2.28e-07,2.32e-07
YKL080W,1.99e-06,1.95e-06,2.31e-06,2.59e-06,1.97e-06,2.2e-06,2.19e-06,2.42e-06,2.51e-06
YEL051W,9.93e-07,1.17e-06,1.33e-06,1.59e-06,1.32e-06,1.48e-06,1.49e-06,1.57e-06,1.57e-06
YBL017C,1.08e-07,1.17e-07,1.37e-07,8.91e-08,9.93e-08,8.17e-08,1.03e-07,1.2e-07,9.03e-08
